시각,경과초,시각ms,IMU시각ms,부팅횟수,리셋원인,GPS복구횟수,마지막GPS복구ms,위험,차량위험,차량위험경과ms,RSU위험,RSU위험경과ms,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,IMU방향유효,IMU방향,방향가속도크기,방향자이로크기,방향자세cos,자기모델잔차,자기모델반경,방향채택,방향거부,송신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,차량수신,UWB유효,UWB보정,UWB원시거리,UWB보정거리,UWB접근속도,UWB오프셋,UWB경과ms,UWB수신
17:41:57,0.056,1607477,1607477,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.424,0.0,0.381,1,19.1,"6.632,6.761,-0.690","-2.786,-1.687,-0.420","-66.750,34.950,-18.900",0,249.8,9.50,3.28,0.7225,6.96,1.281,3,188402,15266,7,1.17,37.496113,126.955767,6642,0,6,0,-54,-54.8,22549,10,14815,1,1,4.980,5.003,-0.011,0.035,71,7734
17:41:57,0.153,1607528,1607528,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.424,0.0,0.381,1,19.1,"6.718,6.867,-0.747","-1.450,0.786,-0.626","-66.150,35.850,-18.450",0,249.8,9.64,1.76,0.7190,6.96,1.281,3,188409,15266,7,1.17,37.496113,126.955767,6642,0,6,0,-54,-54.8,22549,61,14815,1,1,4.980,5.003,-0.011,0.035,122,7734
17:41:58,0.249,1607635,1607635,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.394,0.0,0.340,1,19.1,"6.977,6.828,-0.843","0.924,-1.046,0.901","-67.050,36.450,-19.650",0,249.8,9.80,1.66,0.7142,6.96,1.281,3,188422,15267,7,1.17,37.496114,126.955766,6643,0,6,0,-55,-54.9,22551,28,14816,1,1,5.010,5.007,-0.014,0.035,28,7735
17:41:58,0.269,1607691,1607691,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.394,0.0,0.340,1,19.1,"6.800,6.747,-0.742","-0.794,1.260,-1.244","-68.550,36.000,-19.350",0,249.8,9.61,1.94,0.7200,6.96,1.281,3,188428,15268,7,1.17,37.496114,126.955766,6643,0,6,0,-55,-54.9,22552,5,14817,1,1,5.010,5.007,-0.014,0.035,84,7735
17:41:58,0.380,1607742,1607742,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.394,0.0,0.340,1,19.1,"6.876,6.709,-0.781","1.947,-2.573,0.656","-66.300,35.250,-20.100",0,249.8,9.64,3.29,0.7178,6.96,1.281,3,188435,15268,7,1.17,37.496114,126.955766,6643,0,6,0,-55,-54.9,22552,56,14817,1,1,5.010,5.007,-0.014,0.035,135,7735
17:41:58,0.474,1607849,1607849,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.337,0.0,0.231,1,19.1,"6.800,6.780,-0.637","-1.008,-7.130,-0.626","-67.500,36.000,-18.900",0,249.8,9.62,7.23,0.7276,6.96,1.281,3,188448,15269,7,1.17,37.496114,126.955766,6644,0,6,0,-56,-55.1,22554,38,14818,1,1,4.970,5.006,-0.009,0.035,38,7736
17:41:58,0.611,1607956,1607956,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.337,0.0,0.231,1,19.1,"6.862,6.766,-0.694","-1.412,-0.466,1.359","-67.500,36.000,-19.350",0,249.8,9.66,2.01,0.7239,6.96,1.281,3,188461,15270,7,1.17,37.496114,126.955766,6644,0,6,0,-54,-54.9,22555,65,14819,1,1,4.970,5.006,-0.009,0.035,145,7736
17:41:58,0.651,1608006,1608006,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.270,0.0,0.144,1,19.1,"6.809,6.732,-0.881","0.496,-4.176,0.885","-68.550,35.250,-19.350",0,249.8,9.62,4.30,0.7101,6.96,1.281,3,188466,15271,7,1.17,37.496114,126.955767,6645,0,6,0,-55,-54.9,22557,0,14820,1,1,4.960,5.006,-0.006,0.035,1,7737
17:41:58,0.652,1608057,1608057,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.270,0.0,0.144,1,19.1,"6.689,6.790,-0.814","0.603,-2.221,0.046","-66.450,34.650,-19.500",0,249.8,9.57,2.30,0.7140,6.96,1.281,3,188473,15271,7,1.17,37.496114,126.955767,6645,0,6,0,-55,-54.9,22557,51,14820,1,1,4.960,5.006,-0.006,0.035,52,7737
17:41:58,0.740,1608113,1608113,384,POWER_ON,0,0,0,0,-1,0,-1,1,37.496113,126.955765,0.270,0.0,0.144,1,19.1,"6.632,6.800,-0.747","-0.756,1.214,-2.527","-67.500,35.250,-17.850",0,249.8,9.53,2.90,0.7183,6.96,1.281,3,188479,15272,7,1.17,37.496114,126.955767,6645,0,6,0,-56,-55.2,22558,4,14821,1,1,4.960,5.006,-0.006,0.035,108,7737
