pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787036910.54,113,0,0,0,0,1,change,0,5.77,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958282,0.036,0.0,1,37.496449,126.958252,0.021,0.0,-2.65,5.12
1787036910.748,115,0,0,0,0,1,heartbeat,0,5.77,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958282,0.031,0.0,1,37.496449,126.958252,0.021,0.0,-2.65,5.12
1787036910.964,117,0,0,0,0,1,heartbeat,0,5.71,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958275,0.033,0.0,1,37.496449,126.958252,0.021,0.0,-2.53,5.12
1787036911.166,119,0,0,0,0,1,heartbeat,0,5.65,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958275,0.037,0.0,1,37.496449,126.958252,0.018,0.0,-2.38,5.12
1787036911.367,121,0,0,0,0,1,heartbeat,0,5.62,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958275,0.051,0.0,1,37.496449,126.958252,0.018,0.0,-2.31,5.12
1787036911.575,123,0,0,0,0,1,heartbeat,0,5.6,0.0,9999.0,17.42,0,ttc_capped,,table,1,37.496403,126.958275,0.055,0.0,1,37.496449,126.958252,0.018,0.0,-2.26,5.12
1787036911.787,125,0,0,0,0,1,heartbeat,0,5.58,0.0,9999.0,17.42,0,ttc_capped,,table,1,37.496403,126.958275,0.066,0.0,1,37.496449,126.958252,0.018,0.0,-2.22,5.12
1787036911.995,127,0,0,0,0,1,heartbeat,0,5.54,0.0,9999.0,17.42,0,ttc_capped,,table,1,37.496403,126.958267,0.063,0.0,1,37.496449,126.958252,0.018,0.0,-2.1,5.12
1787036912.205,129,0,0,0,0,1,heartbeat,0,5.61,-0.04,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958267,0.062,0.0,1,37.496449,126.958244,0.014,0.0,-2.28,5.12
1787036912.415,131,0,0,0,0,1,heartbeat,0,5.66,-0.1,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958267,0.06,0.0,1,37.496449,126.958244,0.014,0.0,-2.41,5.12
1787036912.692,133,0,0,0,0,1,heartbeat,0,5.71,-0.15,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958267,0.057,0.0,1,37.496449,126.958244,0.014,0.0,-2.53,5.12
1787036912.903,135,0,0,0,0,1,heartbeat,0,5.73,-0.17,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.958267,0.061,0.0,1,37.496449,126.958244,0.014,0.0,-2.57,5.12
1787036913.114,137,0,0,0,0,1,heartbeat,0,5.65,-0.17,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.95826,0.065,0.0,1,37.496445,126.958244,0.015,0.0,-2.53,5.05
1787036913.316,139,0,0,0,0,1,heartbeat,0,5.52,-0.11,9999.0,30.0,0,ttc_capped,,table,1,37.496403,126.95826,0.051,0.0,1,37.496445,126.958244,0.015,0.0,-2.49,4.93
1787036913.519,141,0,0,0,0,1,heartbeat,0,5.4,-0.05,9999.0,16.11,0,ttc_capped,,table,1,37.496407,126.95826,0.048,0.0,1,37.496445,126.958244,0.015,0.0,-2.45,4.82
1787036913.724,143,0,0,0,0,1,heartbeat,0,5.29,0.01,9999.0,17.02,0,ttc_capped,,table,1,37.496407,126.95826,0.042,0.0,1,37.496445,126.958244,0.015,0.0,-2.4,4.71
1787036913.934,145,0,0,0,0,1,heartbeat,0,5.19,0.05,9999.0,18.06,0,ttc_capped,,table,1,37.496407,126.95826,0.036,0.0,1,37.496445,126.958244,0.015,0.0,-2.35,4.63
1787036914.136,147,0,0,0,0,1,heartbeat,0,5.11,0.08,9999.0,19.14,0,ttc_capped,,table,1,37.496407,126.95826,0.033,0.0,1,37.496445,126.958244,0.015,0.0,-2.29,4.57
1787036914.338,149,0,0,0,0,1,heartbeat,0,5.04,0.1,9999.0,20.23,0,ttc_capped,,table,1,37.496407,126.95826,0.025,0.0,1,37.496445,126.958244,0.015,0.0,-2.24,4.52
1787036914.593,152,0,0,0,0,1,heartbeat,0,4.97,0.11,9999.0,21.43,0,ttc_capped,,table,1,37.496407,126.95826,0.02,0.0,1,37.496445,126.958244,0.015,0.0,-2.18,4.46
1787036914.805,154,0,0,0,0,1,heartbeat,0,4.92,0.11,9999.0,22.6,0,ttc_capped,,table,1,37.496407,126.95826,0.022,0.0,1,37.496445,126.958244,0.015,0.0,-2.14,4.43
1787036915.015,156,0,0,0,0,1,heartbeat,0,4.88,0.11,9999.0,23.86,0,ttc_capped,,table,1,37.496407,126.95826,0.02,0.0,1,37.496445,126.958244,0.015,0.0,-2.09,4.41
1787036915.227,158,0,0,0,0,1,heartbeat,0,4.84,0.1,9999.0,25.46,0,ttc_capped,,table,1,37.496407,126.958252,0.017,0.0,1,37.496445,126.958244,0.018,0.0,-2.02,4.4
