시각,경과초,시각ms,IMU시각ms,부팅횟수,리셋원인,GPS복구횟수,마지막GPS복구ms,위험,차량위험,차량위험경과ms,RSU위험,RSU위험경과ms,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,IMU방향유효,IMU방향,방향가속도크기,방향자이로크기,방향자세cos,자기모델잔차,자기모델반경,방향채택,방향거부,송신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,차량수신
20:02:41,0.494,756550,756538,348,POWER_ON,0,0,0,0,-1,0,30,1,37.496387,126.958237,0.267,83.8,0.252,1,197.2,"5.473,4.247,6.709","-17.870,-23.198,-17.634","-16.200,89.250,0.150",1,83.8,9.64,34.18,0.9957,3.89,1.279,2721,89973,7132,9,1.03,37.496390,126.958242,869,12,7,2,-65,-65.5,6990,63,6990
20:02:41,0.542,756867,756855,348,POWER_ON,0,0,0,0,-1,0,82,1,37.496387,126.958244,0.231,89.0,0.165,1,197.2,"5.334,3.831,6.919","-56.084,-26.817,-15.725","-18.000,88.350,2.550",1,89.0,9.54,64.12,0.9876,3.47,1.278,2748,89985,7135,9,0.94,37.496391,126.958245,870,12,7,2,-65,-64.7,6993,80,6993
20:02:41,0.724,756973,756961,348,POWER_ON,0,0,0,0,-1,0,188,1,37.496387,126.958244,0.231,92.5,0.165,1,197.2,"6.359,3.534,7.647","4.969,3.519,-0.321","-16.500,87.150,5.400",1,92.5,10.55,6.10,0.9806,0.84,1.211,2754,89992,7136,9,0.94,37.496391,126.958245,870,12,7,2,-61,-64.0,6994,81,6994
20:02:41,0.815,757184,757172,348,POWER_ON,0,0,0,0,-1,0,161,1,37.496387,126.958244,0.231,93.7,0.165,1,197.2,"4.587,5.516,6.412","89.763,62.809,-1.527","-11.700,95.100,-4.500",1,93.7,9.62,109.57,0.9893,1.78,1.213,2758,90014,7138,9,0.94,37.496391,126.958245,870,12,7,2,-64,-63.7,6996,80,6996
20:02:41,0.929,757289,757277,348,POWER_ON,0,0,0,0,-1,0,52,1,37.496387,126.958244,0.231,93.7,0.165,1,197.2,"3.663,6.282,7.570","-30.176,-10.313,-5.511","-10.950,98.100,-9.600",1,93.7,10.50,32.36,0.9650,1.78,1.213,2758,90027,7139,9,0.94,37.496391,126.958245,870,12,7,2,-69,-64.7,6997,84,6997
20:02:41,1.012,757394,757382,348,POWER_ON,0,0,0,0,-1,0,157,1,37.496387,126.958244,0.231,93.7,0.165,1,197.2,"5.320,3.797,6.072","-57.008,-30.885,-4.771","-13.050,94.050,-2.550",1,93.7,8.92,65.01,0.9650,1.78,1.213,2758,90040,7140,9,0.94,37.496391,126.958245,870,12,7,2,-70,-65.8,6998,85,6998
20:02:42,1.336,757499,757487,348,POWER_ON,0,0,0,0,-1,0,56,1,37.496387,126.958244,0.231,95.2,0.165,1,197.2,"3.826,6.258,5.942","98.305,65.939,3.466","-12.000,93.000,-4.650",1,95.2,9.44,118.42,0.9822,8.15,1.469,2761,90050,7141,9,0.94,37.496391,126.958245,870,12,7,2,-65,-65.6,6999,94,6999
20:02:42,1.529,757815,757803,348,POWER_ON,0,0,0,0,-1,0,162,1,37.496391,126.958244,0.181,95.2,0.087,1,197.2,"6.871,3.768,6.014","-250.137,-181.038,-9.924","-19.650,78.600,8.850",1,95.2,9.88,308.94,0.9709,8.15,1.469,2761,90089,7144,9,0.94,37.496394,126.958248,871,12,7,2,-70,-67.7,7003,2,7003
20:02:42,1.766,758027,758015,348,POWER_ON,0,0,0,0,-1,0,164,1,37.496391,126.958244,0.181,95.2,0.087,1,197.2,"8.001,0.067,6.029","56.901,30.565,0.756","-28.050,66.000,12.000",1,95.2,10.02,64.59,0.7409,8.15,1.469,2761,90115,7146,9,0.94,37.496394,126.958248,871,12,7,2,-71,-68.3,7005,5,7005
20:02:42,1.969,758237,758225,348,POWER_ON,0,0,0,0,-1,0,162,1,37.496391,126.958244,0.181,95.2,0.087,1,197.2,"7.001,1.623,5.804","-7.878,-10.466,-6.122","-25.050,73.350,10.950",1,95.2,9.24,14.46,0.9291,8.15,1.469,2761,90141,7148,9,0.94,37.496394,126.958248,871,12,7,2,-64,-67.2,7007,9,7007
