pc_time,type,node_id,seq,gps_valid,lat,lng,speed_mps,heading_deg,node_risk,tx_ms,rx_ms,recv_count,lost_count,rssi,src_mac,source_mode
1784709197.2571297,cane,4125577512,11173,0,37.0,127.0,0.0,0.0,0,1144137,4339652,41834,165948,-15,30:76:F5:E7:51:28,fallback
1784709197.359097,cane,4125577512,11174,0,37.0,127.0,0.0,0.0,0,1144239,4339754,41835,165948,-13,30:76:F5:E7:51:28,fallback
1784709197.46108,cane,4125577512,11175,0,37.0,127.0,0.0,0.0,0,1144341,4339856,41836,165948,-15,30:76:F5:E7:51:28,fallback
1784709197.563058,cane,4125577512,11176,0,37.0,127.0,0.0,0.0,0,1144443,4339958,41837,165948,-13,30:76:F5:E7:51:28,fallback
1784709197.665124,cane,4125577512,11177,0,37.0,127.0,0.0,0.0,0,1144545,4340060,41838,165948,-15,30:76:F5:E7:51:28,fallback
1784709197.7690358,cane,4125577512,11178,0,37.0,127.0,0.0,0.0,0,1144647,4340164,41839,165948,-15,30:76:F5:E7:51:28,fallback
1784709197.8693862,cane,4125577512,11179,0,37.0,127.0,0.0,0.0,0,1144749,4340264,41840,165948,-14,30:76:F5:E7:51:28,fallback
1784709197.971179,cane,4125577512,11180,0,37.0,127.0,0.0,0.0,0,1144851,4340366,41841,165948,-13,30:76:F5:E7:51:28,fallback
1784709198.073114,cane,4125577512,11181,0,37.0,127.0,0.0,0.0,0,1144953,4340468,41842,165948,-14,30:76:F5:E7:51:28,fallback
1784709198.1754594,cane,4125577512,11182,0,37.0,127.0,0.0,0.0,0,1145055,4340571,41843,165948,-14,30:76:F5:E7:51:28,fallback
1784709198.2771578,cane,4125577512,11183,0,37.0,127.0,0.0,0.0,0,1145157,4340672,41844,165948,-15,30:76:F5:E7:51:28,fallback
1784709198.379195,cane,4125577512,11184,0,37.0,127.0,0.0,0.0,0,1145259,4340774,41845,165948,-15,30:76:F5:E7:51:28,fallback
1784709198.482763,cane,4125577512,11185,0,37.0,127.0,0.0,0.0,0,1145361,4340878,41846,165948,-16,30:76:F5:E7:51:28,fallback
1784709198.5842917,cane,4125577512,11186,0,37.0,127.0,0.0,0.0,0,1145463,4340980,41847,165948,-15,30:76:F5:E7:51:28,fallback
1784709198.6851418,cane,4125577512,11187,0,37.0,127.0,0.0,0.0,0,1145565,4341080,41848,165948,-15,30:76:F5:E7:51:28,fallback
1784709198.787149,cane,4125577512,11188,0,37.0,127.0,0.0,0.0,0,1145667,4341182,41849,165948,-17,30:76:F5:E7:51:28,fallback
1784709198.8890758,cane,4125577512,11189,0,37.0,127.0,0.0,0.0,0,1145769,4341284,41850,165948,-14,30:76:F5:E7:51:28,fallback
1784709198.9910786,cane,4125577512,11190,0,37.0,127.0,0.0,0.0,0,1145871,4341386,41851,165948,-16,30:76:F5:E7:51:28,fallback
1784709199.0931032,cane,4125577512,11191,0,37.0,127.0,0.0,0.0,0,1145973,4341488,41852,165948,-14,30:76:F5:E7:51:28,fallback
1784709199.1951532,cane,4125577512,11192,0,37.0,127.0,0.0,0.0,0,1146075,4341590,41853,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.2971673,cane,4125577512,11193,0,37.0,127.0,0.0,0.0,0,1146177,4341692,41854,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.400719,cane,4125577512,11194,0,37.0,127.0,0.0,0.0,0,1146279,4341796,41855,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.5011084,cane,4125577512,11195,0,37.0,127.0,0.0,0.0,0,1146381,4341896,41856,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.604386,cane,4125577512,11196,0,37.0,127.0,0.0,0.0,0,1146483,4342000,41857,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.7050867,cane,4125577512,11197,0,37.0,127.0,0.0,0.0,0,1146585,4342100,41858,165948,-15,30:76:F5:E7:51:28,fallback
1784709199.8071349,cane,4125577512,11198,0,37.0,127.0,0.0,0.0,0,1146687,4342202,41859,165948,-16,30:76:F5:E7:51:28,fallback
1784709199.9096968,cane,4125577512,11199,0,37.0,127.0,0.0,0.0,0,1146789,4342305,41860,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.011127,cane,4125577512,11200,0,37.0,127.0,0.0,0.0,0,1146891,4342406,41861,165948,-14,30:76:F5:E7:51:28,fallback
1784709200.11313,cane,4125577512,11201,0,37.0,127.0,0.0,0.0,0,1146993,4342508,41862,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.2168899,cane,4125577512,11202,0,37.0,127.0,0.0,0.0,0,1147095,4342612,41863,165948,-25,30:76:F5:E7:51:28,fallback
1784709200.3171234,cane,4125577512,11203,0,37.0,127.0,0.0,0.0,0,1147197,4342712,41864,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.4194696,cane,4125577512,11204,0,37.0,127.0,0.0,0.0,0,1147299,4342814,41865,165948,-24,30:76:F5:E7:51:28,fallback
1784709200.5211022,cane,4125577512,11205,0,37.0,127.0,0.0,0.0,0,1147401,4342916,41866,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.6230943,cane,4125577512,11206,0,37.0,127.0,0.0,0.0,0,1147503,4343018,41867,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.725166,cane,4125577512,11207,0,37.0,127.0,0.0,0.0,0,1147605,4343120,41868,165948,-16,30:76:F5:E7:51:28,fallback
1784709200.8273244,cane,4125577512,11208,0,37.0,127.0,0.0,0.0,0,1147707,4343223,41869,165948,-15,30:76:F5:E7:51:28,fallback
1784709200.9290643,cane,4125577512,11209,0,37.0,127.0,0.0,0.0,0,1147809,4343324,41870,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.0310738,cane,4125577512,11210,0,37.0,127.0,0.0,0.0,0,1147911,4343426,41871,165948,-17,30:76:F5:E7:51:28,fallback
1784709201.1334047,cane,4125577512,11211,0,37.0,127.0,0.0,0.0,0,1148013,4343528,41872,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.2352512,cane,4125577512,11212,0,37.0,127.0,0.0,0.0,0,1148115,4343630,41873,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.337116,cane,4125577512,11213,0,37.0,127.0,0.0,0.0,0,1148217,4343732,41874,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.4390702,cane,4125577512,11214,0,37.0,127.0,0.0,0.0,0,1148319,4343834,41875,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.5410929,cane,4125577512,11215,0,37.0,127.0,0.0,0.0,0,1148421,4343936,41876,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.6442082,cane,4125577512,11216,0,37.0,127.0,0.0,0.0,0,1148523,4344039,41877,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.7451112,cane,4125577512,11217,0,37.0,127.0,0.0,0.0,0,1148625,4344140,41878,165948,-15,30:76:F5:E7:51:28,fallback
1784709201.8471768,cane,4125577512,11218,0,37.0,127.0,0.0,0.0,0,1148727,4344242,41879,165948,-14,30:76:F5:E7:51:28,fallback
1784709201.9490724,cane,4125577512,11219,0,37.0,127.0,0.0,0.0,0,1148829,4344344,41880,165948,-24,30:76:F5:E7:51:28,fallback
1784709202.0510647,cane,4125577512,11220,0,37.0,127.0,0.0,0.0,0,1148931,4344446,41881,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.1533804,cane,4125577512,11221,0,37.0,127.0,0.0,0.0,0,1149033,4344548,41882,165948,-14,30:76:F5:E7:51:28,fallback
1784709202.255187,cane,4125577512,11222,0,37.0,127.0,0.0,0.0,0,1149135,4344650,41883,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.3570912,cane,4125577512,11223,0,37.0,127.0,0.0,0.0,0,1149237,4344752,41884,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.4590862,cane,4125577512,11224,0,37.0,127.0,0.0,0.0,0,1149339,4344854,41885,165948,-14,30:76:F5:E7:51:28,fallback
1784709202.5610893,cane,4125577512,11225,0,37.0,127.0,0.0,0.0,0,1149441,4344956,41886,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.6630895,cane,4125577512,11226,0,37.0,127.0,0.0,0.0,0,1149543,4345058,41887,165948,-14,30:76:F5:E7:51:28,fallback
1784709202.7651236,cane,4125577512,11227,0,37.0,127.0,0.0,0.0,0,1149645,4345160,41888,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.8670707,cane,4125577512,11228,0,37.0,127.0,0.0,0.0,0,1149747,4345262,41889,165948,-15,30:76:F5:E7:51:28,fallback
1784709202.9690464,cane,4125577512,11229,0,37.0,127.0,0.0,0.0,0,1149849,4345364,41890,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.0710638,cane,4125577512,11230,0,37.0,127.0,0.0,0.0,0,1149951,4345466,41891,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.1732488,cane,4125577512,11231,0,37.0,127.0,0.0,0.0,0,1150053,4345568,41892,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.275116,cane,4125577512,11232,0,37.0,127.0,0.0,0.0,0,1150155,4345670,41893,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.3773384,cane,4125577512,11233,0,37.0,127.0,0.0,0.0,0,1150257,4345773,41894,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.4790432,cane,4125577512,11234,0,37.0,127.0,0.0,0.0,0,1150359,4345874,41895,165948,-14,30:76:F5:E7:51:28,fallback
1784709203.5830514,cane,4125577512,11235,0,37.0,127.0,0.0,0.0,0,1150461,4345978,41896,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.6831434,cane,4125577512,11236,0,37.0,127.0,0.0,0.0,0,1150563,4346078,41897,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.7862096,cane,4125577512,11237,0,37.0,127.0,0.0,0.0,0,1150665,4346181,41898,165948,-15,30:76:F5:E7:51:28,fallback
1784709203.887067,cane,4125577512,11238,0,37.0,127.0,0.0,0.0,0,1150767,4346282,41899,165948,-17,30:76:F5:E7:51:28,fallback
1784709203.98905,cane,4125577512,11239,0,37.0,127.0,0.0,0.0,0,1150869,4346384,41900,165948,-13,30:76:F5:E7:51:28,fallback
1784709204.0910556,cane,4125577512,11240,0,37.0,127.0,0.0,0.0,0,1150971,4346486,41901,165948,-17,30:76:F5:E7:51:28,fallback
1784709204.1930938,cane,4125577512,11241,0,37.0,127.0,0.0,0.0,0,1151073,4346588,41902,165948,-14,30:76:F5:E7:51:28,fallback
1784709204.2951038,cane,4125577512,11242,0,37.0,127.0,0.0,0.0,0,1151175,4346690,41903,165948,-15,30:76:F5:E7:51:28,fallback
1784709204.3970368,cane,4125577512,11243,0,37.0,127.0,0.0,0.0,0,1151277,4346792,41904,165948,-17,30:76:F5:E7:51:28,fallback
1784709204.4990602,cane,4125577512,11244,0,37.0,127.0,0.0,0.0,0,1151379,4346894,41905,165948,-15,30:76:F5:E7:51:28,fallback
1784709204.6010742,cane,4125577512,11245,0,37.0,127.0,0.0,0.0,0,1151481,4346996,41906,165948,-15,30:76:F5:E7:51:28,fallback
1784709204.7030919,cane,4125577512,11246,0,37.0,127.0,0.0,0.0,0,1151583,4347098,41907,165948,-15,30:76:F5:E7:51:28,fallback
1784709204.8077936,cane,4125577512,11247,0,37.0,127.0,0.0,0.0,0,1151685,4347203,41908,165948,-15,30:76:F5:E7:51:28,fallback
1784709204.9071965,cane,4125577512,11248,0,37.0,127.0,0.0,0.0,0,1151787,4347302,41909,165948,-15,30:76:F5:E7:51:28,fallback
1784709205.0095632,cane,4125577512,11249,0,37.0,127.0,0.0,0.0,0,1151889,4347405,41910,165948,-15,30:76:F5:E7:51:28,fallback
1784709205.1112118,cane,4125577512,11250,0,37.0,127.0,0.0,0.0,0,1151991,4347506,41911,165948,-15,30:76:F5:E7:51:28,fallback
1784709205.2135623,cane,4125577512,11251,0,37.0,127.0,0.0,0.0,0,1152093,4347609,41912,165948,-14,30:76:F5:E7:51:28,fallback
1784709205.3159637,cane,4125577512,11252,0,37.0,127.0,0.0,0.0,0,1152195,4347711,41913,165948,-14,30:76:F5:E7:51:28,fallback
1784709205.4186265,cane,4125577512,11253,0,37.0,127.0,0.0,0.0,0,1152297,4347814,41914,165948,-15,30:76:F5:E7:51:28,fallback
1784709205.5214603,cane,4125577512,11254,0,37.0,127.0,0.0,0.0,0,1152399,4347917,41915,165948,-17,30:76:F5:E7:51:28,fallback
1784709205.6233773,cane,4125577512,11255,0,37.0,127.0,0.0,0.0,0,1152501,4348019,41916,165948,-16,30:76:F5:E7:51:28,fallback
1784709205.7274022,cane,4125577512,11256,0,37.0,127.0,0.0,0.0,0,1152603,4348123,41917,165948,-17,30:76:F5:E7:51:28,fallback
1784709205.8279405,cane,4125577512,11257,0,37.0,127.0,0.0,0.0,0,1152705,4348223,41918,165948,-14,30:76:F5:E7:51:28,fallback
1784709205.927463,cane,4125577512,11258,0,37.0,127.0,0.0,0.0,0,1152807,4348322,41919,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.033324,cane,4125577512,11259,0,37.0,127.0,0.0,0.0,0,1152909,4348429,41920,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.1313884,cane,4125577512,11260,0,37.0,127.0,0.0,0.0,0,1153011,4348526,41921,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.2335746,cane,4125577512,11261,0,37.0,127.0,0.0,0.0,0,1153113,4348629,41922,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.3351107,cane,4125577512,11262,0,37.0,127.0,0.0,0.0,0,1153215,4348730,41923,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.4379685,cane,4125577512,11263,0,37.0,127.0,0.0,0.0,0,1153317,4348833,41924,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.5390675,cane,4125577512,11264,0,37.0,127.0,0.0,0.0,0,1153419,4348934,41925,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.6411722,cane,4125577512,11265,0,37.0,127.0,0.0,0.0,0,1153521,4349036,41926,165948,-16,30:76:F5:E7:51:28,fallback
1784709206.7431154,cane,4125577512,11266,0,37.0,127.0,0.0,0.0,0,1153623,4349138,41927,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.845099,cane,4125577512,11267,0,37.0,127.0,0.0,0.0,0,1153725,4349240,41928,165948,-15,30:76:F5:E7:51:28,fallback
1784709206.947083,cane,4125577512,11268,0,37.0,127.0,0.0,0.0,0,1153827,4349342,41929,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.0492582,cane,4125577512,11269,0,37.0,127.0,0.0,0.0,0,1153929,4349444,41930,165948,-16,30:76:F5:E7:51:28,fallback
1784709207.1513717,cane,4125577512,11270,0,37.0,127.0,0.0,0.0,0,1154031,4349546,41931,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.2532845,cane,4125577512,11271,0,37.0,127.0,0.0,0.0,0,1154133,4349648,41932,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.3551826,cane,4125577512,11272,0,37.0,127.0,0.0,0.0,0,1154235,4349750,41933,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.457278,cane,4125577512,11273,0,37.0,127.0,0.0,0.0,0,1154337,4349852,41934,165948,-16,30:76:F5:E7:51:28,fallback
1784709207.562233,cane,4125577512,11274,0,37.0,127.0,0.0,0.0,0,1154439,4349957,41935,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.6640074,cane,4125577512,11275,0,37.0,127.0,0.0,0.0,0,1154541,4350059,41936,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.7631626,cane,4125577512,11276,0,37.0,127.0,0.0,0.0,0,1154643,4350158,41937,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.8686738,cane,4125577512,11277,0,37.0,127.0,0.0,0.0,0,1154745,4350264,41938,165948,-15,30:76:F5:E7:51:28,fallback
1784709207.9716601,cane,4125577512,11278,0,37.0,127.0,0.0,0.0,0,1154847,4350367,41939,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.0705113,cane,4125577512,11279,0,37.0,127.0,0.0,0.0,0,1154949,4350466,41940,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.1710804,cane,4125577512,11280,0,37.0,127.0,0.0,0.0,0,1155051,4350566,41941,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.273196,cane,4125577512,11281,0,37.0,127.0,0.0,0.0,0,1155153,4350668,41942,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.375087,cane,4125577512,11282,0,37.0,127.0,0.0,0.0,0,1155255,4350770,41943,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.4770336,cane,4125577512,11283,0,37.0,127.0,0.0,0.0,0,1155357,4350872,41944,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.579735,cane,4125577512,11284,0,37.0,127.0,0.0,0.0,0,1155459,4350975,41945,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.6810782,cane,4125577512,11285,0,37.0,127.0,0.0,0.0,0,1155561,4351076,41946,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.7833006,cane,4125577512,11286,0,37.0,127.0,0.0,0.0,0,1155663,4351179,41947,165948,-16,30:76:F5:E7:51:28,fallback
1784709208.8850298,cane,4125577512,11287,0,37.0,127.0,0.0,0.0,0,1155765,4351280,41948,165948,-15,30:76:F5:E7:51:28,fallback
1784709208.9870133,cane,4125577512,11288,0,37.0,127.0,0.0,0.0,0,1155867,4351382,41949,165948,-24,30:76:F5:E7:51:28,fallback
1784709209.0905428,cane,4125577512,11289,0,37.0,127.0,0.0,0.0,0,1155969,4351486,41950,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.1910691,cane,4125577512,11290,0,37.0,127.0,0.0,0.0,0,1156071,4351586,41951,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.2930987,cane,4125577512,11291,0,37.0,127.0,0.0,0.0,0,1156173,4351688,41952,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.3950546,cane,4125577512,11292,0,37.0,127.0,0.0,0.0,0,1156275,4351790,41953,165948,-17,30:76:F5:E7:51:28,fallback
1784709209.497064,cane,4125577512,11293,0,37.0,127.0,0.0,0.0,0,1156377,4351892,41954,165948,-16,30:76:F5:E7:51:28,fallback
1784709209.5996559,cane,4125577512,11294,0,37.0,127.0,0.0,0.0,0,1156479,4351995,41955,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.701113,cane,4125577512,11295,0,37.0,127.0,0.0,0.0,0,1156581,4352096,41956,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.8031068,cane,4125577512,11296,0,37.0,127.0,0.0,0.0,0,1156683,4352198,41957,165948,-15,30:76:F5:E7:51:28,fallback
1784709209.9050934,cane,4125577512,11297,0,37.0,127.0,0.0,0.0,0,1156785,4352300,41958,165948,-17,30:76:F5:E7:51:28,fallback
1784709210.0070653,cane,4125577512,11298,0,37.0,127.0,0.0,0.0,0,1156887,4352402,41959,165948,-15,30:76:F5:E7:51:28,fallback
1784709210.109051,cane,4125577512,11299,0,37.0,127.0,0.0,0.0,0,1156989,4352504,41960,165948,-15,30:76:F5:E7:51:28,fallback
1784709210.2110057,cane,4125577512,11300,0,37.0,127.0,0.0,0.0,0,1157091,4352606,41961,165948,-13,30:76:F5:E7:51:28,fallback
1784709210.3130634,cane,4125577512,11301,0,37.0,127.0,0.0,0.0,0,1157193,4352708,41962,165948,-15,30:76:F5:E7:51:28,fallback
1784709210.4150465,cane,4125577512,11302,0,37.0,127.0,0.0,0.0,0,1157295,4352810,41963,165948,-24,30:76:F5:E7:51:28,fallback
1784709210.5170503,cane,4125577512,11303,0,37.0,127.0,0.0,0.0,0,1157397,4352912,41964,165948,-15,30:76:F5:E7:51:28,fallback
1784709210.619038,cane,4125577512,11304,0,37.0,127.0,0.0,0.0,0,1157499,4353014,41965,165948,-15,30:76:F5:E7:51:28,fallback
1784709210.7212038,cane,4125577512,11305,0,37.0,127.0,0.0,0.0,0,1157601,4353116,41966,165948,-14,30:76:F5:E7:51:28,fallback
