ts_ms,timestep_time,vehicle_id,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,ttc,ttc_valid,risk_score,zone_base_risk,dx,dy,dvx,dvy,dcpa_m,phys_min_dist_3s,phys_t_cpa,phys_score_3s,onnx_risk_level,onnx_confidence
115000,115.0,84,3759.36,1222.32,3827.01,1052.74,1.16,21.94,182.575734696591,-20.306744128460707,30.0,0.0,10.0,0.0,67.65000000000009,-169.57999999999993,-1.7699999999999818,-22.910000000000082,182.575734696591,182.575734696591,0.0,10.0,0,0.97976786
116000,116.0,84,3758.74,1223.31,3821.93,1029.57,1.17,23.54,203.7846012337537,-21.20886653716269,30.0,0.0,10.0,0.0,63.190000000000055,-193.74,-4.460000000000036,-24.160000000000082,203.7846012337537,203.7846012337537,0.0,10.0,0,0.9811544
117000,117.0,84,3758.05,1224.4,3816.99,1007.04,1.29,22.89,225.2094429636555,-21.4248417299018,30.0,0.0,10.0,0.0,58.9399999999996,-217.36000000000013,-4.250000000000455,-23.62000000000012,225.2094429636555,225.2094429636555,0.0,10.0,0,0.9939176
118000,118.0,84,3757.46,1225.35,3813.01,988.9,1.12,18.44,242.88763863152852,-17.678195667873013,30.0,0.0,8.0,0.0,55.55000000000018,-236.44999999999993,-3.389999999999418,-19.089999999999804,242.88763863152852,242.88763863152852,0.0,8.0,0,0.9963199
119000,119.0,84,3756.84,1226.34,3810.72,977.62,1.16,11.44,254.48908188761246,-11.60144325608394,30.0,0.0,6.0,0.0,53.879999999999654,-248.7199999999999,-1.6700000000005275,-12.269999999999982,254.48908188761246,254.48908188761246,0.0,6.0,0,0.9968503
120000,120.0,84,3756.16,1227.43,3810.12,970.3,1.28,7.29,262.73088607927326,-8.241804191660805,30.0,0.0,3.0,0.0,53.960000000000036,-257.1300000000001,0.08000000000038199,-8.410000000000196,262.73088607927326,262.73088607927326,0.0,3.0,0,0.99655545
121000,121.0,84,3755.52,1228.45,3809.93,966.96,1.21,3.35,267.0907489974147,-4.359862918141459,30.0,0.0,0.0,0.0,54.409999999999854,-261.49,0.4499999999998181,-4.3599999999999,267.0907489974147,267.0907489974147,0.0,0.0,0,0.9961571
122000,122.0,84,3754.93,1229.39,3811.5,965.44,1.11,2.37,269.94400789793434,-2.85325890051962,30.0,0.0,0.0,0.0,56.570000000000164,-263.95000000000005,2.1600000000003092,-2.4600000000000364,269.94400789793434,269.94400789793434,0.0,0.0,0,0.99568343
123000,123.0,84,3754.27,1230.45,3813.12,967.78,1.25,3.1,269.18181847962916,0.7621894183051836,30.0,1.0,3.0,0.0,58.84999999999991,-262.6700000000001,2.2799999999997453,1.2799999999999727,257.85310133944597,267.0358496531879,3.0,28.0,0,0.9939189
124000,124.0,84,3753.59,1231.52,3813.6,973.5,1.26,5.79,264.90662600244633,4.275192477182827,30.0,1.0,6.0,0.0,60.00999999999976,-258.02,1.1599999999998545,4.650000000000091,120.67796539903433,252.1926743583163,3.0,31.0,0,0.99256855
125000,125.0,84,3753.03,1232.42,3814.49,980.67,1.06,7.29,259.1435781569746,5.763047845471704,30.0,1.0,11.0,0.0,61.45999999999958,-251.7500000000001,1.449999999999818,6.269999999999868,116.60229316872956,242.05784370682994,3.0,36.0,0,0.9934869
126000,126.0,84,3752.38,1233.47,3816.41,989.45,1.23,9.05,252.2807985162564,6.86277964071823,30.0,1.0,11.0,0.0,64.02999999999975,-244.01999999999998,2.5700000000001637,7.730000000000132,137.74603583002502,232.1906899511689,3.0,36.0,0,0.99126995
127000,127.0,84,3751.77,1234.43,3819.07,1001.56,1.14,12.49,242.399931724413,9.880866791843403,24.53225378207838,1.0,14.0,0.0,67.30000000000018,-232.87000000000012,3.2700000000004366,11.149999999999864,130.11448273742067,213.80900004443322,3.0,39.0,0,0.97194755
128000,128.0,84,3751.13,1235.51,3822.12,1015.49,1.27,14.37,231.18905791581045,11.210873808602543,20.621858907947928,1.0,19.0,0.0,70.98999999999978,-220.01999999999998,3.6899999999996,12.850000000000136,128.95912922652198,199.16125250660485,3.0,44.0,0,0.9869206
129000,129.0,84,3750.51,1236.57,3825.77,1032.1,1.23,17.12,217.88081260175247,13.308245314057984,16.37186627237755,1.0,21.0,0.0,75.25999999999976,-204.47000000000003,4.269999999999982,15.549999999999955,126.71641561064484,180.73039949051184,3.0,46.0,0,0.97981036
130000,130.0,84,3749.96,1237.51,3829.71,1050.06,1.08,18.53,203.7095113145187,14.171301287233774,14.374792207546285,1.0,21.0,0.0,79.75,-187.45000000000005,4.4900000000002365,17.019999999999982,124.92669430268406,165.2035123718626,3.0,46.0,0,0.9502674
131000,131.0,84,3749.35,1238.56,3832.27,1069.49,1.22,19.79,188.3092969027286,15.400214411790103,12.227706177815465,1.0,25.0,0.0,82.92000000000007,-169.06999999999994,3.1700000000000728,18.38000000000011,110.44885157399526,146.70838353686528,3.0,50.0,0,0.65870136
132000,132.0,84,3748.78,1239.52,3832.86,1090.65,1.12,21.33,170.9728729945191,17.336423908209497,9.862061166695199,1.0,35.0,0.0,84.07999999999993,-148.8699999999999,1.1599999999998545,20.200000000000045,92.47661499746995,124.33159896019944,3.0,52.0,2,0.4650146
133000,133.0,84,3748.16,1240.59,3830.09,1113.41,1.23,23.13,151.28541667986377,19.68745631465532,7.684355676118863,1.0,42.0,0.0,81.93000000000029,-127.17999999999984,-2.149999999999636,21.690000000000055,68.98532541140311,97.74907927955213,3.0,57.0,2,0.60706055
134000,134.0,84,3747.49,1241.72,3824.11,1133.98,1.31,21.67,132.2063992399765,19.07901743988728,6.929413406980856,1.0,42.0,0.0,76.62000000000035,-107.74000000000001,-5.309999999999945,19.439999999999827,45.523320258836456,78.2662922336309,3.0,57.0,2,0.5208572
135000,135.0,84,3746.89,1242.76,3812.47,1152.68,1.2,22.19,111.4232596902459,20.783139549730592,5.3612332931522975,1.0,45.0,0.0,65.57999999999993,-90.07999999999993,-11.040000000000418,17.660000000000082,7.858110598944977,49.29565498094016,3.0,65.0,2,0.60257083
136000,136.0,84,3746.36,1243.66,3800.55,1171.78,1.05,22.68,90.01827869938428,21.404980990861617,4.205482767670553,1.0,55.0,0.0,54.190000000000055,-71.88000000000011,-11.389999999999873,18.199999999999818,7.80357543610101,26.44614905803944,3.0,73.0,3,0.5434805
137000,137.0,84,3745.71,1244.77,3788.54,1191.15,1.28,22.96,68.62589380110093,21.392384898283353,3.2079590063194807,1.0,55.0,0.0,42.82999999999993,-53.61999999999989,-11.360000000000127,18.26000000000022,8.042330780870609,8.826556519956908,3.0,85.0,3,0.6281454
138000,138.0,84,3745.07,1245.86,3775.6,1212.01,1.27,24.73,45.58402571076822,23.041868090332706,1.9783129359156932,1.0,70.0,0.0,30.529999999999745,-33.84999999999991,-12.300000000000182,19.769999999999982,8.040860814611163,8.040860814611163,1.9270445116960722,90.0,3,0.6746337
139000,139.0,84,3744.5,1246.82,3763.23,1231.82,1.11,23.34,23.99610176674538,21.587923944022844,1.111552080179961,1.0,78.0,0.0,18.730000000000018,-15.0,-11.799999999999727,18.84999999999991,7.916830365015876,7.916830365015876,1.018605332996343,90.0,3,0.6650213
140000,140.0,84,3743.92,1247.83,3751.59,1251.18,1.16,22.56,8.369671439190551,15.626430327554829,0.5356099418580526,1.0,92.0,0.0,7.670000000000073,3.3500000000001364,-11.059999999999945,18.350000000000136,8.298366540206562,8.298366540206562,0.05088312481033437,92.0,2,0.31713066
141000,141.0,84,3725.41,1277.43,3740.33,1270.37,1.48,22.22,16.50605949341043,19.126011734628012,0.8630162797362448,1.0,87.0,0.0,14.920000000000073,-7.060000000000173,-10.460000000000036,17.949999999999818,9.33638373810393,9.33638373810393,0.6551922191606041,92.0,3,0.53818053
94000,94.0,85,3576.96,1471.35,3576.28,1590.82,1.15,9.91,119.4719351981879,0.48477240918180087,30.0,1.0,6.0,0.0,-0.6799999999998363,119.47000000000003,9.309999999999945,-0.06999999999993634,119.4615105483002,119.4615105483002,0.16951465719120692,41.0,0,0.9465077
95000,95.0,85,3577.64,1470.45,3587.36,1589.76,1.12,11.09,119.70528183835495,-0.2333466401670563,30.0,0.0,6.0,0.0,9.720000000000255,119.30999999999995,10.400000000000091,-0.16000000000008185,119.70528183835495,119.70528183835495,0.0,6.0,0,0.95574737
96000,96.0,85,3578.37,1469.48,3599.43,1589.56,1.22,12.07,121.91279670321727,-2.2075148648623184,30.0,0.0,6.0,0.0,21.059999999999945,120.07999999999993,11.33999999999969,0.7699999999999818,121.91279670321727,121.91279670321727,0.0,6.0,0,0.95310813
97000,97.0,85,3579.09,1468.52,3612.43,1589.39,1.21,13.0,125.38386060414638,-3.47106390092911,30.0,0.0,6.0,0.0,33.33999999999969,120.87000000000012,12.279999999999745,0.790000000000191,125.38386060414638,125.38386060414638,0.0,6.0,0,0.9380619
98000,98.0,85,3579.69,1467.73,3624.89,1588.8,1.0,12.48,129.2322904695261,-3.848429865379728,30.0,0.0,6.0,0.0,45.19999999999982,121.06999999999994,11.860000000000127,0.1999999999998181,129.2322904695261,129.2322904695261,0.0,6.0,0,0.92377025
99000,99.0,85,3581.16,1466.46,3636.91,1588.19,1.15,12.03,133.88896668508576,-4.656676215559656,30.0,0.0,6.0,0.0,55.75,121.73000000000002,10.550000000000182,0.6600000000000819,133.88896668508576,133.88896668508576,0.0,6.0,0,0.9433008
100000,100.0,85,3582.32,1466.36,3649.87,1587.53,1.17,12.98,138.7269670972446,-4.838000412158834,30.0,0.0,6.0,0.0,67.54999999999973,121.17000000000007,11.799999999999727,-0.5599999999999454,138.7269670972446,138.7269670972446,0.0,6.0,0,0.93509114
101000,101.0,85,3582.72,1466.58,3660.89,1586.88,1.19,11.04,143.4665079382643,-4.7395408410197035,30.0,0.0,6.0,0.0,78.17000000000007,120.30000000000018,10.620000000000346,-0.8699999999998909,143.4665079382643,143.4665079382643,0.0,6.0,0,0.95301104
102000,102.0,85,3583.74,1465.82,3673.45,1585.82,1.22,12.6,149.82617962158685,-6.359671683322546,30.0,0.0,6.0,0.0,89.71000000000004,120.0,11.539999999999964,-0.3000000000001819,149.82617962158685,149.82617962158685,0.0,6.0,0,0.9534351
103000,103.0,85,3584.35,1465.03,3686.78,1586.44,1.0,13.61,158.84675948850855,-9.020579866921707,30.0,0.0,6.0,0.0,102.43000000000029,121.41000000000008,12.720000000000255,1.4100000000000819,158.84675948850855,158.84675948850855,0.0,6.0,0,0.95967627
104000,104.0,85,3585.08,1464.07,3691.84,1596.84,1.21,12.03,170.3689246899212,-11.522165201412633,30.0,0.0,6.0,0.0,106.76000000000022,132.76999999999998,4.329999999999927,11.3599999999999,170.3689246899212,170.3689246899212,0.0,6.0,0,0.9869262
105000,105.0,85,3585.8,1463.12,3698.71,1607.98,1.19,13.4,183.66569549047531,-13.296770800554128,30.0,0.0,6.0,0.0,112.90999999999985,144.86000000000013,6.149999999999636,12.090000000000146,183.66569549047531,183.66569549047531,0.0,6.0,0,0.9887743
106000,106.0,85,3586.42,1462.3,3709.41,1617.01,1.02,13.96,197.64039111477177,-13.974695624296459,30.0,0.0,6.0,0.0,122.98999999999978,154.71000000000004,10.079999999999927,9.849999999999909,197.64039111477177,197.64039111477177,0.0,6.0,0,0.98837656
107000,107.0,85,3587.15,1461.34,3718.69,1624.84,1.21,12.13,209.84523249290177,-12.204841378129998,30.0,0.0,6.0,0.0,131.53999999999996,163.5,8.550000000000182,8.789999999999964,209.84523249290177,209.84523249290177,0.0,6.0,0,0.9900004
108000,108.0,85,3587.85,1460.41,3726.7,1632.96,1.17,11.42,221.47872358310167,-11.633491090199897,30.0,0.0,6.0,0.0,138.8499999999999,172.54999999999995,7.309999999999945,9.049999999999955,221.47872358310167,221.47872358310167,0.0,6.0,0,0.9914756
109000,109.0,85,3588.59,1459.44,3730.28,1643.41,1.22,11.07,232.20899422718327,-10.7302706440816,30.0,0.0,6.0,0.0,141.69000000000005,183.97000000000003,2.8400000000001455,11.420000000000073,232.20899422718327,232.20899422718327,0.0,6.0,0,0.99306893
110000,110.0,85,3589.27,1458.53,3732.56,1654.01,1.14,10.82,242.37255310781373,-10.163558880630461,30.0,0.0,6.0,0.0,143.28999999999996,195.48000000000002,1.599999999999909,11.509999999999991,242.37255310781373,242.37255310781373,0.0,6.0,0,0.9937416
111000,111.0,85,3589.99,1457.59,3736.99,1665.18,1.18,12.02,254.36707353743736,-11.994520429623634,30.0,0.0,6.0,0.0,147.0,207.59000000000015,3.7100000000000364,12.110000000000127,254.36707353743736,254.36707353743736,0.0,6.0,0,0.993885
112000,112.0,85,3590.73,1456.61,3746.29,1674.09,1.23,13.19,267.3882271155557,-13.021153578118344,30.0,0.0,6.0,0.0,155.55999999999995,217.48000000000002,8.559999999999945,9.889999999999873,267.3882271155557,267.3882271155557,0.0,6.0,0,0.9935318
113000,113.0,85,3591.44,1455.67,3756.73,1677.27,1.18,11.22,276.4549585375526,-9.066731421996906,30.0,0.0,6.0,0.0,165.28999999999996,221.5999999999999,9.730000000000018,4.119999999999891,276.4549585375526,276.4549585375526,0.0,6.0,0,0.99209845
114000,114.0,85,3592.08,1454.83,3767.49,1673.63,1.06,11.39,280.43200263165403,-3.977044094101416,30.0,0.0,6.0,0.0,175.40999999999985,218.80000000000018,10.11999999999989,-2.799999999999727,280.43200263165403,280.43200263165403,0.0,6.0,0,0.9888737
115000,115.0,85,3592.75,1453.95,3780.23,1670.32,1.11,13.15,286.2948258351868,-5.862823203532798,30.0,0.0,6.0,0.0,187.48000000000002,216.3699999999999,12.070000000000164,-2.430000000000291,286.2948258351868,286.2948258351868,0.0,6.0,0,0.9879474
116000,116.0,85,3593.38,1453.12,3790.85,1669.82,1.03,10.61,293.1779168013852,-6.883090966198381,30.0,0.0,6.0,0.0,197.4699999999998,216.70000000000005,9.989999999999782,0.3300000000001546,293.1779168013852,293.1779168013852,0.0,6.0,0,0.98926735
117000,117.0,85,3594.09,1452.18,3802.58,1669.27,1.18,11.71,300.9919404236596,-7.814023622274419,30.0,0.0,6.0,0.0,208.48999999999978,217.08999999999992,11.019999999999982,0.38999999999987267,300.9919404236596,300.9919404236596,0.0,6.0,0,0.9884432
118000,118.0,85,3594.73,1451.33,3815.0,1668.68,1.07,12.41,309.45095798849945,-8.459017564839826,30.0,0.0,6.0,0.0,220.26999999999998,217.35000000000014,11.7800000000002,0.2600000000002183,309.45095798849945,309.45095798849945,0.0,6.0,0,0.98779523
119000,119.0,85,3595.45,1450.39,3827.8,1668.08,1.19,12.79,318.3951296738066,-8.94417168530714,30.0,0.0,6.0,0.0,232.35000000000036,217.68999999999983,12.080000000000382,0.33999999999969077,318.3951296738066,318.3951296738066,0.0,6.0,0,0.98711085
120000,120.0,85,3596.05,1449.59,3839.79,1667.52,1.0,11.98,326.95974140557416,-8.56461173176757,30.0,0.0,6.0,0.0,243.73999999999978,217.93000000000006,11.389999999999418,0.24000000000023647,326.95974140557416,326.95974140557416,0.0,6.0,0,0.98707694
121000,121.0,85,3596.73,1448.7,3851.4,1668.01,1.12,11.6,336.08582981137425,-9.12608840580009,30.0,0.0,6.0,0.0,254.67000000000007,219.30999999999995,10.930000000000291,1.3799999999998818,336.08582981137425,336.08582981137425,0.0,6.0,0,0.98707074
122000,122.0,85,3597.39,1447.83,3861.96,1667.28,1.09,10.58,343.73767236077003,-7.651842549395781,30.0,0.0,6.0,0.0,264.57000000000016,219.45000000000005,9.900000000000091,0.14000000000010004,343.73767236077003,343.73767236077003,0.0,6.0,0,0.98657775
123000,123.0,85,3598.13,1446.85,3872.51,1666.33,1.23,10.57,351.3628534720198,-7.625181111249788,30.0,0.0,6.0,0.0,274.3800000000001,219.48000000000002,9.809999999999945,0.029999999999972715,351.3628534720198,351.3628534720198,0.0,6.0,0,0.9860701
124000,124.0,85,3598.75,1446.03,3884.18,1665.17,1.02,11.72,359.8508364586637,-8.487982986643885,30.0,0.0,6.0,0.0,285.42999999999984,219.1400000000001,11.049999999999727,-0.33999999999991815,359.8508364586637,359.8508364586637,0.0,6.0,0,0.9855805
125000,125.0,85,3599.42,1445.15,3895.37,1660.91,1.1,11.98,366.2496144707867,-6.398778012122989,30.0,0.0,6.0,0.0,295.9499999999998,215.76,10.519999999999982,-3.380000000000109,366.2496144707867,366.2496144707867,0.0,6.0,0,0.9842353
126000,126.0,85,3829.61,1297.04,3905.54,1655.62,1.4,11.45,366.53101001143125,1.8343582033346024,30.0,1.0,9.0,0.0,75.92999999999984,358.5799999999999,10.070000000000164,-3.8500000000001364,362.05121068765584,362.8987744537032,3.0,34.0,0,0.9777891
127000,127.0,85,3829.38,1295.54,3916.25,1649.61,1.52,12.26,364.57092835276916,1.9600816586620908,30.0,1.0,9.0,0.0,86.86999999999989,354.06999999999994,10.940000000000055,-4.509999999999991,360.4539386057754,360.9614767534065,3.0,34.0,0,0.9745609
128000,128.0,85,3829.15,1294.07,3927.0,1643.7,1.49,12.25,363.064401174227,1.5065271785421714,30.0,1.0,9.0,0.0,97.84999999999991,349.6300000000001,10.980000000000018,-4.439999999999827,360.8145821314803,360.8468375917966,3.0,34.0,0,0.9733151
129000,129.0,85,3828.89,1292.4,3938.16,1639.58,1.68,11.87,363.96962139717084,-0.9052202229438535,30.0,0.0,6.0,0.0,109.26999999999998,347.17999999999984,11.420000000000073,-2.450000000000273,363.96962139717084,363.96962139717084,0.0,6.0,0,0.9769404
130000,130.0,85,3828.63,1290.74,3950.31,1635.09,1.68,12.93,365.2162987874445,-1.2466773902736463,30.0,0.0,6.0,0.0,121.67999999999984,344.3499999999999,12.409999999999854,-2.8299999999999272,365.2162987874445,365.2162987874445,0.0,6.0,0,0.9757319
131000,131.0,85,3828.37,1289.08,3963.01,1630.29,1.68,13.56,366.81356804240505,-1.5972692549605654,30.0,0.0,6.0,0.0,134.64000000000033,341.21000000000004,12.960000000000491,-3.1399999999998727,366.81356804240505,366.81356804240505,0.0,6.0,0,0.97510535
132000,132.0,85,3828.13,1287.56,3973.16,1625.54,1.55,11.19,367.7827909242083,-0.9692228818032618,30.0,0.0,6.0,0.0,145.02999999999975,337.98,10.389999999999418,-3.230000000000018,367.7827909242083,367.7827909242083,0.0,6.0,0,0.9767785
133000,133.0,85,3827.88,1285.94,3983.53,1619.79,1.64,11.86,368.35138794363183,-0.568597019423521,30.0,0.0,6.0,0.0,155.6500000000001,333.8499999999999,10.620000000000346,-4.130000000000109,368.35138794363183,368.35138794363183,0.0,6.0,0,0.9754887
134000,134.0,85,3827.67,1284.57,3992.7,1614.84,1.38,10.52,369.2061399814471,-0.854752037815274,30.0,0.0,6.0,0.0,165.02999999999975,330.27,9.379999999999654,-3.5799999999999272,369.2061399814471,369.2061399814471,0.0,6.0,0,0.97684723
135000,135.0,85,3827.41,1282.91,4005.69,1610.42,1.68,13.84,372.8894722300431,-3.6833322485960025,30.0,0.0,6.0,0.0,178.2800000000002,327.51,13.250000000000455,-2.759999999999991,372.8894722300431,372.8894722300431,0.0,6.0,0,0.9750225
136000,136.0,85,3827.15,1281.27,4016.13,1607.67,1.66,10.89,377.1609741211305,-4.271501891087382,30.0,0.0,6.0,0.0,188.98000000000002,326.4000000000001,10.699999999999818,-1.1099999999999,377.1609741211305,377.1609741211305,0.0,6.0,0,0.97863126
137000,137.0,85,3826.93,1279.85,4027.37,1606.26,1.44,11.44,383.0400523443992,-5.879078223268721,30.0,0.0,6.0,0.0,200.44000000000005,326.4100000000001,11.460000000000036,0.009999999999990905,383.0400523443992,383.0400523443992,0.0,6.0,0,0.9798733
138000,138.0,85,3826.7,1278.36,4038.99,1605.46,1.5,11.75,389.95057904816616,-6.910526703766948,30.0,0.0,6.0,0.0,212.28999999999996,327.10000000000014,11.849999999999909,0.6900000000000546,389.95057904816616,389.95057904816616,0.0,6.0,0,0.9824346
139000,139.0,85,3826.46,1276.85,4051.28,1605.2,1.53,12.39,397.94189889982704,-7.991319851660876,30.0,0.0,6.0,0.0,224.82000000000016,328.35000000000014,12.5300000000002,1.25,397.94189889982704,397.94189889982704,0.0,6.0,0,0.98253167
140000,140.0,85,3877.96,1519.61,4062.79,1604.95,0.0,11.61,203.5805602212549,0.0,30.0,0.0,6.0,0.0,184.82999999999993,85.34000000000015,0.0,0.0,203.5805602212549,203.5805602212549,0.0,6.0,0,0.969509
141000,141.0,85,3878.56,1520.0,4075.42,1608.84,1.25,13.69,215.97778867281707,-12.397228451562171,30.0,0.0,6.0,0.0,196.86000000000013,88.83999999999992,12.0300000000002,3.4999999999997726,215.97778867281707,215.97778867281707,0.0,6.0,0,0.9905043
142000,142.0,85,3877.82,1521.01,4081.05,1620.9,1.25,13.95,226.4518602264067,-10.474071553589624,30.0,0.0,6.0,0.0,203.23000000000002,99.8900000000001,6.369999999999891,11.050000000000182,226.4518602264067,226.4518602264067,0.0,6.0,0,0.99375385
143000,143.0,85,3877.01,1522.09,4079.91,1634.52,1.35,13.84,231.96748673036026,-5.51562650395357,30.0,0.0,6.0,0.0,202.89999999999964,112.43000000000006,-0.330000000000382,12.539999999999964,231.96748673036026,231.96748673036026,0.0,6.0,0,0.994121
144000,144.0,85,3876.62,1521.93,4078.49,1646.32,1.11,11.98,237.11678346333883,-5.14929673297857,30.0,0.0,6.0,0.0,201.8699999999999,124.38999999999987,-1.0299999999997453,11.959999999999809,237.11678346333883,237.11678346333883,0.0,6.0,0,0.9941849
145000,145.0,85,3875.37,1521.75,4078.39,1658.29,1.22,12.45,244.66363031721733,-7.546846853878492,30.0,0.0,6.0,0.0,203.01999999999998,136.53999999999996,1.150000000000091,12.150000000000091,244.66363031721733,244.66363031721733,0.0,6.0,0,0.99477404
146000,146.0,85,3874.17,1521.89,4086.61,1666.58,1.2,11.86,257.0329739547048,-12.369343637487475,30.0,0.0,6.0,0.0,212.44000000000005,144.68999999999983,9.420000000000073,8.149999999999864,257.0329739547048,257.0329739547048,0.0,6.0,0,0.99451977
147000,147.0,85,3873.09,1522.01,4090.71,1669.11,1.09,4.86,262.67256118597527,-5.639587231270468,30.0,0.0,0.0,0.0,217.6199999999999,147.0999999999999,5.179999999999836,2.410000000000082,262.67256118597527,262.67256118597527,0.0,0.0,0,0.9949655
148000,148.0,85,3871.86,1522.15,4091.61,1671.45,1.23,2.68,265.6700067753227,-2.9974455893474214,30.0,0.0,0.0,0.0,219.75,149.29999999999995,2.130000000000109,2.2000000000000455,265.6700067753227,265.6700067753227,0.0,0.0,0,0.9952792
149000,149.0,85,3870.78,1522.27,4091.37,1671.68,1.09,0.36,266.426905923557,-0.7568991482343108,30.0,0.0,0.0,0.0,220.5899999999997,149.41000000000008,0.8399999999996908,0.11000000000012733,266.426905923557,266.426905923557,0.0,0.0,0,0.99556315
150000,150.0,85,3869.45,1522.42,4090.6,1672.02,1.34,0.87,266.9971582245774,-0.570252301020389,30.0,0.0,0.0,0.0,221.1500000000001,149.5999999999999,0.5600000000004002,0.1899999999998272,266.9971582245774,266.9971582245774,0.0,0.0,0,0.99538285
151000,151.0,85,3868.19,1522.56,4090.41,1672.03,1.27,0.19,267.81151823624003,-0.814360011662643,30.0,0.0,0.0,0.0,222.2199999999998,149.47000000000003,1.069999999999709,-0.12999999999988177,267.81151823624003,267.81151823624003,0.0,0.0,0,0.99532473
152000,152.0,85,3866.93,1522.71,4089.32,1672.01,1.26,1.1,267.8578020144273,-0.04628377818727358,30.0,0.0,0.0,0.0,222.39000000000033,149.29999999999995,0.1700000000005275,-0.17000000000007276,267.8578020144273,267.8578020144273,0.0,0.0,0,0.9950713
153000,153.0,85,3865.85,1522.83,4085.54,1669.68,1.09,4.41,264.2510522211786,3.606749793248696,30.0,1.0,3.0,0.0,219.69000000000005,146.85000000000014,-2.700000000000273,-2.449999999999818,38.87818175248993,253.43752307028228,3.0,28.0,0,0.98300767
154000,154.0,85,3864.62,1522.96,4081.08,1666.07,1.24,5.72,259.4906620670578,4.760390154120785,30.0,1.0,6.0,0.0,216.46000000000004,143.1099999999999,-3.230000000000018,-3.7400000000002365,70.2823686164902,245.25253311637738,3.0,31.0,0,0.98279285
155000,155.0,85,3863.38,1523.1,4076.7,1661.71,1.25,6.13,254.39763068865227,5.093031378405556,30.0,1.0,11.0,0.0,213.3199999999997,138.61000000000013,-3.1400000000003274,-4.499999999999773,95.623003039091,239.2231638031729,3.0,36.0,0,0.9823026
156000,156.0,85,3862.12,1523.25,4074.23,1654.96,1.27,7.45,249.67614263281158,4.721488055840695,30.0,1.0,6.0,0.0,212.11000000000013,131.71000000000004,-1.2099999999995816,-6.900000000000091,186.1721271115396,236.19299418060757,3.0,31.0,0,0.97633696
157000,157.0,85,3860.97,1523.37,4075.33,1645.79,1.15,9.16,246.85393656978627,2.8222060630253054,30.0,1.0,6.0,0.0,214.36000000000013,122.42000000000007,2.25,-9.289999999999964,237.15317121004622,240.4773057899645,3.0,31.0,0,0.9548342
158000,158.0,85,3859.78,1523.51,4076.46,1636.41,1.2,9.37,244.32894302558577,2.5249935442004983,30.0,1.0,6.0,0.0,216.67999999999984,112.90000000000009,2.319999999999709,-9.519999999999982,237.25008860571586,239.01482213452695,3.0,31.0,0,0.9485347
159000,159.0,85,3858.54,1523.65,4077.67,1626.34,1.25,10.05,241.99833263888414,2.330610386701636,30.0,1.0,9.0,0.0,219.1300000000001,102.68999999999983,2.450000000000273,-10.210000000000264,237.04249320041194,237.66748620709623,3.0,34.0,0,0.9388137
160000,160.0,85,3857.36,1523.78,4076.46,1615.09,1.2,11.42,237.36538521865387,4.632947420230266,30.0,1.0,9.0,0.0,219.0999999999999,91.30999999999995,-0.03000000000020009,-11.379999999999882,218.858527739856,226.34882151228385,3.0,34.0,0,0.8989013
161000,161.0,85,3856.27,1523.9,4066.86,1608.39,1.09,12.13,226.90682713395836,10.458558084695511,21.695804077045914,1.0,19.0,0.0,210.59000000000015,84.49000000000001,-8.509999999999764,-6.819999999999936,65.76554505632521,195.82401410450237,3.0,44.0,0,0.82960874
162000,162.0,85,3855.04,1524.04,4055.01,1608.32,1.24,11.76,217.00488312478154,9.901944009176816,21.91538175975022,1.0,14.0,0.0,199.97000000000025,84.27999999999997,-10.61999999999989,-0.21000000000003638,80.31009140940566,187.77192175615656,3.0,39.0,0,0.8979017
163000,163.0,85,3853.87,1524.17,4042.99,1608.58,1.17,11.93,207.10244445684347,9.902438667938071,20.914287015722284,1.0,14.0,0.0,189.1199999999999,84.40999999999985,-10.850000000000364,0.12999999999988177,86.6697330759825,178.0595543631387,3.0,39.0,0,0.88545746
164000,164.0,85,3852.74,1524.3,4031.41,1609.12,1.14,11.5,197.78119551666182,9.321248940181647,21.218314926026167,1.0,14.0,0.0,178.67000000000007,84.81999999999994,-10.449999999999818,0.41000000000008185,91.75942172861568,170.6100375124518,3.0,39.0,0,0.89300144
165000,165.0,85,3851.48,1524.44,4017.42,1610.64,1.27,13.98,186.9933784923948,10.787817024267014,17.333755112063574,1.0,19.0,0.0,165.94000000000005,86.20000000000005,-12.730000000000018,1.3800000000001091,103.58192728837592,156.46526163976483,3.0,44.0,0,0.7907177
166000,166.0,85,3850.36,1524.56,4004.87,1613.95,1.12,12.88,178.50465596168618,8.488722530708628,21.028447486171377,1.0,14.0,0.0,154.50999999999976,89.3900000000001,-11.430000000000291,3.1900000000000546,127.63460152511085,155.71104649317525,3.0,39.0,0,0.86936724
167000,167.0,85,3849.19,1524.7,3994.42,1617.62,1.19,10.98,172.41194651183537,6.092709449850815,28.298074597346343,1.0,14.0,0.0,145.23000000000002,92.91999999999985,-9.279999999999745,3.5299999999997453,138.48318425173284,156.50793015051983,3.0,39.0,0,0.9277461
168000,168.0,85,3847.95,1524.83,3983.7,1623.35,1.24,12.07,167.7326828617488,4.679263650086568,30.0,1.0,9.0,0.0,135.75,98.51999999999998,-9.480000000000018,5.600000000000136,153.86899439541133,157.52504086652408,3.0,34.0,0,0.91804713
