timestep_time;person_angle;person_edge;person_id;person_pos;person_slope;person_speed;person_type;person_x;person_y
119.0;329.61;-220064934#5;4.0;55.53;0.0;1.45;DEFAULT_PEDTYPE;3747.37;1271.02
119.0;327.92;220064934#5;5.0;49.14;0.0;1.16;DEFAULT_PEDTYPE;3756.84;1226.34
119.0;142.82;612099146#5;2.0;40.26;0.0;1.19;DEFAULT_PEDTYPE;3595.45;1450.39
120.0;111.0;:2824550288_w2;3.0;3.94;0.0;1.49;DEFAULT_PEDTYPE;3557.71;1455.12
120.0;329.61;-220064934#5;4.0;57.11;0.0;1.58;DEFAULT_PEDTYPE;3746.57;1272.38
120.0;327.92;220064934#5;5.0;47.86;0.0;1.28;DEFAULT_PEDTYPE;3756.16;1227.43
120.0;92.09;467478843#1;6.0;0.0;0.0;0.0;DEFAULT_PEDTYPE;3825.83;1305.78
120.0;142.82;612099146#5;2.0;39.26;0.0;1.0;DEFAULT_PEDTYPE;3596.05;1449.59
121.0;111.0;:2824550288_w2;3.0;5.33;0.0;1.39;DEFAULT_PEDTYPE;3559.01;1454.62
121.0;92.09;:4620932579_w0;6.0;6.93;0.0;1.53;DEFAULT_PEDTYPE;3827.35;1305.4
121.0;329.61;-220064934#5;4.0;58.48;0.0;1.36;DEFAULT_PEDTYPE;3745.88;1273.55
121.0;327.92;220064934#5;5.0;46.65;0.0;1.21;DEFAULT_PEDTYPE;3755.52;1228.45
121.0;142.82;612099146#5;2.0;38.14;0.0;1.12;DEFAULT_PEDTYPE;3596.73;1448.7
122.0;111.0;:2824550288_w2;3.0;6.74;0.0;1.4;DEFAULT_PEDTYPE;3560.32;1454.12
122.0;166.25;:4620932579_w0;6.0;5.4;0.0;1.53;DEFAULT_PEDTYPE;3828.8;1303.41
122.0;329.61;-220064934#5;4.0;59.8;0.0;1.32;DEFAULT_PEDTYPE;3745.22;1274.69
122.0;327.92;220064934#5;5.0;45.55;0.0;1.11;DEFAULT_PEDTYPE;3754.93;1229.39
122.0;142.82;612099146#5;2.0;37.05;0.0;1.09;DEFAULT_PEDTYPE;3597.39;1447.83
123.0;58.22;:2824550288_w2;3.0;8.31;0.0;1.58;DEFAULT_PEDTYPE;3561.35;1454.42
123.0;166.25;:4620932579_w0;6.0;3.78;0.0;1.62;DEFAULT_PEDTYPE;3829.18;1301.84
123.0;329.61;-220064934#5;4.0;61.28;0.0;1.48;DEFAULT_PEDTYPE;3744.47;1275.97
123.0;327.92;220064934#5;5.0;44.3;0.0;1.25;DEFAULT_PEDTYPE;3754.27;1230.45
123.0;142.82;612099146#5;2.0;35.82;0.0;1.23;DEFAULT_PEDTYPE;3598.13;1446.85
124.0;58.22;:2824550288_w2;3.0;9.07;0.0;0.75;DEFAULT_PEDTYPE;3561.99;1454.82
124.0;312.71;:2825726599_w0;4.0;1.31;0.0;1.44;DEFAULT_PEDTYPE;3743.21;1276.94
124.0;166.25;:4620932579_w0;6.0;2.36;0.0;1.41;DEFAULT_PEDTYPE;3829.52;1300.46
124.0;327.92;220064934#5;5.0;43.04;0.0;1.26;DEFAULT_PEDTYPE;3753.59;1231.52
124.0;142.82;612099146#5;2.0;34.8;0.0;1.02;DEFAULT_PEDTYPE;3598.75;1446.03
125.0;58.22;:2824550288_w2;3.0;9.08;0.0;0.01;DEFAULT_PEDTYPE;3562.0;1454.82
125.0;239.59;:2825726599_c0;4.0;12.6;0.0;1.5;DEFAULT_PEDTYPE;3741.65;1277.24
125.0;188.85;:4620932579_w0;6.0;0.73;0.0;1.64;DEFAULT_PEDTYPE;3829.51;1298.48
125.0;327.92;220064934#5;5.0;41.98;0.0;1.06;DEFAULT_PEDTYPE;3753.03;1232.42
125.0;142.82;612099146#5;2.0;33.69;0.0;1.1;DEFAULT_PEDTYPE;3599.42;1445.15
126.0;58.22;:2824550288_c1;3.0;1.48;0.0;1.7;DEFAULT_PEDTYPE;3563.45;1455.72
126.0;239.59;:2825726599_c0;4.0;11.17;0.0;1.44;DEFAULT_PEDTYPE;3740.41;1276.51
126.0;188.85;-1381653372#0;6.0;0.68;0.0;1.4;DEFAULT_PEDTYPE;3829.61;1297.04
126.0;327.92;220064934#5;5.0;40.75;0.0;1.23;DEFAULT_PEDTYPE;3752.38;1233.47
126.0;142.82;612099146#5;2.0;32.61;0.0;1.08;DEFAULT_PEDTYPE;3600.07;1444.29
127.0;58.22;:2824550288_c1;3.0;2.88;0.0;1.4;DEFAULT_PEDTYPE;3564.63;1456.45
127.0;239.59;:2825726599_c0;4.0;9.82;0.0;1.35;DEFAULT_PEDTYPE;3739.25;1275.83
127.0;188.85;-1381653372#0;6.0;2.2;0.0;1.52;DEFAULT_PEDTYPE;3829.38;1295.54
127.0;327.92;220064934#5;5.0;39.61;0.0;1.14;DEFAULT_PEDTYPE;3751.77;1234.43
127.0;142.82;612099146#5;2.0;31.45;0.0;1.16;DEFAULT_PEDTYPE;3600.77;1443.37
128.0;58.22;:2824550288_c1;3.0;4.46;0.0;1.58;DEFAULT_PEDTYPE;3565.98;1457.29
128.0;239.59;:2825726599_c0;4.0;8.28;0.0;1.54;DEFAULT_PEDTYPE;3737.92;1275.04
128.0;188.85;-1381653372#0;6.0;3.69;0.0;1.49;DEFAULT_PEDTYPE;3829.15;1294.07
128.0;329.63;220064934#5;5.0;38.34;0.0;1.27;DEFAULT_PEDTYPE;3751.13;1235.51
128.0;142.82;612099146#5;2.0;30.28;0.0;1.18;DEFAULT_PEDTYPE;3601.48;1442.43
129.0;58.22;:2824550288_c1;3.0;6.06;0.0;1.6;DEFAULT_PEDTYPE;3567.34;1458.13
129.0;239.59;:2825726599_c0;4.0;6.79;0.0;1.48;DEFAULT_PEDTYPE;3736.64;1274.29
129.0;188.85;-1381653372#0;6.0;5.37;0.0;1.68;DEFAULT_PEDTYPE;3828.89;1292.4
129.0;329.63;220064934#5;5.0;37.11;0.0;1.23;DEFAULT_PEDTYPE;3750.51;1236.57
129.0;142.82;612099146#5;2.0;29.09;0.0;1.18;DEFAULT_PEDTYPE;3602.2;1441.49
130.0;58.22;:2824550288_w1;3.0;1.03;0.0;1.37;DEFAULT_PEDTYPE;3568.5;1458.85
130.0;239.59;:2825726599_c0;4.0;5.23;0.0;1.56;DEFAULT_PEDTYPE;3735.29;1273.5
130.0;188.85;-1381653372#0;6.0;7.05;0.0;1.68;DEFAULT_PEDTYPE;3828.63;1290.74
130.0;329.63;220064934#5;5.0;36.02;0.0;1.08;DEFAULT_PEDTYPE;3749.96;1237.51
130.0;142.82;612099146#5;2.0;28.07;0.0;1.03;DEFAULT_PEDTYPE;3602.82;1440.67
131.0;33.73;:2824550288_w1;3.0;2.6;0.0;1.58;DEFAULT_PEDTYPE;3569.3;1460.0
131.0;239.59;:2825726599_c0;4.0;3.67;0.0;1.56;DEFAULT_PEDTYPE;3733.95;1272.71
131.0;188.85;-1381653372#0;6.0;8.73;0.0;1.68;DEFAULT_PEDTYPE;3828.37;1289.08
131.0;329.63;220064934#5;5.0;34.81;0.0;1.22;DEFAULT_PEDTYPE;3749.35;1238.56
131.0;142.82;612099146#5;2.0;26.84;0.0;1.23;DEFAULT_PEDTYPE;3603.56;1439.7
132.0;57.49;:2824550288_w1;3.0;4.25;0.0;1.64;DEFAULT_PEDTYPE;3570.51;1461.29
132.0;239.59;:2825726599_c0;4.0;2.33;0.0;1.35;DEFAULT_PEDTYPE;3732.78;1272.03
132.0;188.85;-1381653372#0;6.0;10.28;0.0;1.55;DEFAULT_PEDTYPE;3828.13;1287.56
132.0;329.63;220064934#5;5.0;33.69;0.0;1.12;DEFAULT_PEDTYPE;3748.78;1239.52
132.0;142.82;612099146#5;2.0;25.75;0.0;1.09;DEFAULT_PEDTYPE;3604.22;1438.83
133.0;239.59;:2825726599_c0;4.0;0.97;0.0;1.36;DEFAULT_PEDTYPE;3731.61;1271.34
133.0;188.85;-1381653372#0;6.0;11.92;0.0;1.64;DEFAULT_PEDTYPE;3827.88;1285.94
133.0;57.49;-1450884426#1;3.0;0.93;0.0;1.45;DEFAULT_PEDTYPE;3571.99;1461.81
133.0;329.63;220064934#5;5.0;32.46;0.0;1.23;DEFAULT_PEDTYPE;3748.16;1240.59
133.0;142.82;612099146#5;2.0;24.62;0.0;1.13;DEFAULT_PEDTYPE;3604.9;1437.93
134.0;239.59;:2825726599_w1;4.0;7.92;0.0;1.42;DEFAULT_PEDTYPE;3730.38;1270.62
134.0;188.85;-1381653372#0;6.0;13.3;0.0;1.38;DEFAULT_PEDTYPE;3827.67;1284.57
134.0;57.49;-1450884426#1;3.0;2.45;0.0;1.52;DEFAULT_PEDTYPE;3573.37;1462.69
134.0;329.63;220064934#5;5.0;31.15;0.0;1.31;DEFAULT_PEDTYPE;3747.49;1241.72
134.0;142.82;612099146#5;2.0;23.48;0.0;1.14;DEFAULT_PEDTYPE;3605.59;1437.02
135.0;335.69;:2825726599_w1;4.0;6.41;0.0;1.51;DEFAULT_PEDTYPE;3729.77;1270.07
135.0;188.85;-1381653372#0;6.0;14.98;0.0;1.68;DEFAULT_PEDTYPE;3827.41;1282.91
135.0;57.49;-1450884426#1;3.0;3.95;0.0;1.5;DEFAULT_PEDTYPE;3574.73;1463.56
135.0;329.63;220064934#5;5.0;29.95;0.0;1.2;DEFAULT_PEDTYPE;3746.89;1242.76
135.0;142.82;612099146#5;2.0;22.27;0.0;1.22;DEFAULT_PEDTYPE;3606.32;1436.05
136.0;335.69;:2825726599_w1;4.0;5.08;0.0;1.33;DEFAULT_PEDTYPE;3729.23;1271.28
136.0;188.85;-1381653372#0;6.0;16.64;0.0;1.66;DEFAULT_PEDTYPE;3827.15;1281.27
136.0;57.49;-1450884426#1;3.0;5.46;0.0;1.51;DEFAULT_PEDTYPE;3576.1;1464.43
136.0;329.63;220064934#5;5.0;28.9;0.0;1.05;DEFAULT_PEDTYPE;3746.36;1243.66
136.0;142.82;612099146#5;2.0;21.25;0.0;1.02;DEFAULT_PEDTYPE;3606.94;1435.24
137.0;335.69;:2825726599_w1;4.0;3.65;0.0;1.44;DEFAULT_PEDTYPE;3728.63;1272.59
137.0;188.88;-1381653372#0;6.0;18.08;0.0;1.44;DEFAULT_PEDTYPE;3826.93;1279.85
137.0;57.49;-1450884426#1;3.0;7.1;0.0;1.64;DEFAULT_PEDTYPE;3577.59;1465.38
137.0;329.63;220064934#5;5.0;27.62;0.0;1.28;DEFAULT_PEDTYPE;3745.71;1244.77
137.0;142.82;612099146#5;2.0;20.24;0.0;1.01;DEFAULT_PEDTYPE;3607.55;1434.43
138.0;335.69;:2825726599_w1;4.0;2.2;0.0;1.45;DEFAULT_PEDTYPE;3728.04;1273.91
138.0;188.88;-1381653372#0;6.0;19.58;0.0;1.5;DEFAULT_PEDTYPE;3826.7;1278.36
138.0;57.49;-1450884426#1;3.0;8.77;0.0;1.67;DEFAULT_PEDTYPE;3579.1;1466.35
138.0;329.63;220064934#5;5.0;26.35;0.0;1.27;DEFAULT_PEDTYPE;3745.07;1245.86
138.0;142.82;612099146#5;2.0;19.07;0.0;1.17;DEFAULT_PEDTYPE;3608.26;1433.5
139.0;57.49;:11413637556_w1;3.0;0.42;0.0;1.43;DEFAULT_PEDTYPE;3580.19;1467.46
139.0;326.85;:2825726599_w1;4.0;0.67;0.0;1.53;DEFAULT_PEDTYPE;3727.24;1275.28
139.0;188.88;-1381653372#0;6.0;21.11;0.0;1.53;DEFAULT_PEDTYPE;3826.46;1276.85
139.0;329.63;220064934#5;5.0;25.24;0.0;1.11;DEFAULT_PEDTYPE;3744.5;1246.82
139.0;142.82;612099146#5;2.0;17.85;0.0;1.22;DEFAULT_PEDTYPE;3608.99;1432.53
140.0;92.65;:11413637556_w1;3.0;1.99;0.0;1.58;DEFAULT_PEDTYPE;3581.9;1467.8
140.0;188.88;-1381653372#0;6.0;22.79;0.0;1.67;DEFAULT_PEDTYPE;3826.2;1275.2
140.0;10.76;1381930941#0;7.0;0.0;0.0;0.0;DEFAULT_PEDTYPE;3877.96;1519.61
140.0;326.85;220064934#4;4.0;9.94;0.0;1.33;DEFAULT_PEDTYPE;3726.21;1276.19
140.0;329.63;220064934#5;5.0;24.08;0.0;1.16;DEFAULT_PEDTYPE;3743.92;1247.83
140.0;142.82;612099146#5;2.0;16.81;0.0;1.04;DEFAULT_PEDTYPE;3609.62;1431.7
141.0;92.65;:11413637556_w1;3.0;3.38;0.0;1.38;DEFAULT_PEDTYPE;3583.29;1467.73
141.0;323.48;:12791598793_w0;7.0;3.84;0.0;1.25;DEFAULT_PEDTYPE;3878.56;1520.0
141.0;188.88;-1381653372#0;6.0;24.26;0.0;1.47;DEFAULT_PEDTYPE;3825.98;1273.74
141.0;326.85;220064934#4;4.0;8.47;0.0;1.48;DEFAULT_PEDTYPE;3725.41;1277.43
141.0;329.63;220064934#5;5.0;22.88;0.0;1.2;DEFAULT_PEDTYPE;3743.31;1248.86
141.0;142.82;612099146#5;2.0;15.75;0.0;1.06;DEFAULT_PEDTYPE;3610.26;1430.86
142.0;323.48;:12791598793_w0;7.0;2.59;0.0;1.25;DEFAULT_PEDTYPE;3877.82;1521.01
142.0;188.88;-1381653372#0;6.0;25.64;0.0;1.38;DEFAULT_PEDTYPE;3825.76;1272.38
142.0;326.85;220064934#4;4.0;7.06;0.0;1.41;DEFAULT_PEDTYPE;3724.64;1278.61
142.0;329.63;220064934#5;5.0;21.8;0.0;1.08;DEFAULT_PEDTYPE;3742.76;1249.79
142.0;142.82;612099146#5;2.0;14.6;0.0;1.15;DEFAULT_PEDTYPE;3610.96;1429.94
142.0;142.82;612099146#5;3.0;59.68;0.0;1.51;DEFAULT_PEDTYPE;3584.22;1466.25
143.0;323.48;:12791598793_w0;7.0;1.24;0.0;1.35;DEFAULT_PEDTYPE;3877.01;1522.09
143.0;188.88;-1381653372#0;6.0;27.24;0.0;1.6;DEFAULT_PEDTYPE;3825.52;1270.8
143.0;326.85;220064934#4;4.0;5.6;0.0;1.46;DEFAULT_PEDTYPE;3723.84;1279.83
143.0;329.63;220064934#5;5.0;20.61;0.0;1.19;DEFAULT_PEDTYPE;3742.16;1250.83
143.0;142.82;612099146#5;2.0;13.47;0.0;1.14;DEFAULT_PEDTYPE;3611.64;1429.04
143.0;142.82;612099146#5;3.0;58.28;0.0;1.4;DEFAULT_PEDTYPE;3585.07;1465.13
144.0;276.46;:12791598793_w0;7.0;0.12;0.0;1.11;DEFAULT_PEDTYPE;3876.62;1521.93
144.0;188.88;-1381653372#0;6.0;28.83;0.0;1.59;DEFAULT_PEDTYPE;3825.27;1269.23
144.0;326.85;220064934#4;4.0;4.23;0.0;1.38;DEFAULT_PEDTYPE;3723.09;1280.98
144.0;329.63;220064934#5;5.0;19.55;0.0;1.06;DEFAULT_PEDTYPE;3741.62;1251.74
144.0;142.82;612099146#5;2.0;12.27;0.0;1.2;DEFAULT_PEDTYPE;3612.36;1428.09
144.0;142.82;612099146#5;3.0;56.68;0.0;1.6;DEFAULT_PEDTYPE;3586.04;1463.86
145.0;276.46;-1381099037#2;7.0;105.96;0.0;1.22;DEFAULT_PEDTYPE;3875.37;1521.75
145.0;188.88;-1381653372#0;6.0;30.36;0.0;1.54;DEFAULT_PEDTYPE;3825.04;1267.71
145.0;326.85;220064934#4;4.0;2.76;0.0;1.47;DEFAULT_PEDTYPE;3722.28;1282.21
145.0;329.6;220064934#5;5.0;18.27;0.0;1.28;DEFAULT_PEDTYPE;3740.97;1252.85
145.0;142.82;612099146#5;2.0;11.23;0.0;1.04;DEFAULT_PEDTYPE;3612.99;1427.26
145.0;142.82;612099146#5;3.0;55.21;0.0;1.47;DEFAULT_PEDTYPE;3586.93;1462.68
146.0;276.46;-1381099037#2;7.0;104.75;0.0;1.2;DEFAULT_PEDTYPE;3874.17;1521.89
146.0;188.88;-1381653372#0;6.0;31.8;0.0;1.44;DEFAULT_PEDTYPE;3824.81;1266.29
146.0;326.85;220064934#4;4.0;1.38;0.0;1.38;DEFAULT_PEDTYPE;3721.53;1283.37
146.0;329.6;220064934#5;5.0;17.16;0.0;1.1;DEFAULT_PEDTYPE;3740.41;1253.8
146.0;142.82;612099146#5;2.0;10.21;0.0;1.02;DEFAULT_PEDTYPE;3613.61;1426.45
146.0;142.82;612099146#5;3.0;53.71;0.0;1.5;DEFAULT_PEDTYPE;3587.83;1461.49
147.0;326.85;:10611854839_w1;4.0;9.34;0.0;1.44;DEFAULT_PEDTYPE;3721.04;1284.77
147.0;276.46;-1381099037#2;7.0;103.66;0.0;1.09;DEFAULT_PEDTYPE;3873.09;1522.01
147.0;188.88;-1381653372#0;6.0;33.21;0.0;1.4;DEFAULT_PEDTYPE;3824.6;1264.9
147.0;329.6;220064934#5;5.0;16.04;0.0;1.13;DEFAULT_PEDTYPE;3739.84;1254.78
147.0;142.82;612099146#5;2.0;9.02;0.0;1.19;DEFAULT_PEDTYPE;3614.33;1425.5
147.0;142.82;612099146#5;3.0;52.31;0.0;1.4;DEFAULT_PEDTYPE;3588.68;1460.37
148.0;326.85;:10611854839_w1;4.0;7.92;0.0;1.41;DEFAULT_PEDTYPE;3720.27;1285.95
148.0;276.46;-1381099037#2;7.0;102.43;0.0;1.23;DEFAULT_PEDTYPE;3871.86;1522.15
148.0;188.88;-1381653372#0;6.0;34.81;0.0;1.6;DEFAULT_PEDTYPE;3824.35;1263.32
148.0;329.6;220064934#5;5.0;14.84;0.0;1.2;DEFAULT_PEDTYPE;3739.24;1255.81
148.0;142.82;612099146#5;2.0;7.95;0.0;1.07;DEFAULT_PEDTYPE;3614.97;1424.65
148.0;142.82;612099146#5;3.0;50.93;0.0;1.38;DEFAULT_PEDTYPE;3589.51;1459.27
149.0;326.87;:10611854839_w1;4.0;6.33;0.0;1.6;DEFAULT_PEDTYPE;3719.39;1287.29
149.0;276.46;-1381099037#2;7.0;101.34;0.0;1.09;DEFAULT_PEDTYPE;3870.78;1522.27
149.0;188.88;-1381653372#0;6.0;36.26;0.0;1.45;DEFAULT_PEDTYPE;3824.13;1261.89
149.0;329.6;220064934#5;5.0;13.78;0.0;1.05;DEFAULT_PEDTYPE;3738.7;1256.72
149.0;142.82;612099146#5;2.0;6.92;0.0;1.03;DEFAULT_PEDTYPE;3615.6;1423.82
149.0;142.82;612099146#5;3.0;49.43;0.0;1.5;DEFAULT_PEDTYPE;3590.42;1458.08
150.0;326.87;:10611854839_w1;4.0;4.77;0.0;1.56;DEFAULT_PEDTYPE;3718.54;1288.6
150.0;276.46;-1381099037#2;7.0;100.0;0.0;1.34;DEFAULT_PEDTYPE;3869.45;1522.42
150.0;188.88;-1381653372#0;6.0;37.81;0.0;1.55;DEFAULT_PEDTYPE;3823.89;1260.36
150.0;329.6;220064934#5;5.0;12.7;0.0;1.08;DEFAULT_PEDTYPE;3738.15;1257.66
150.0;142.82;612099146#5;2.0;5.81;0.0;1.12;DEFAULT_PEDTYPE;3616.27;1422.93
150.0;142.82;612099146#5;3.0;48.04;0.0;1.39;DEFAULT_PEDTYPE;3591.26;1456.97
151.0;326.87;:10611854839_w1;4.0;3.3;0.0;1.47;DEFAULT_PEDTYPE;3717.74;1289.83
151.0;276.4;-1381099037#2;7.0;98.73;0.0;1.27;DEFAULT_PEDTYPE;3868.19;1522.56
151.0;188.88;-1381653372#0;6.0;39.45;0.0;1.64;DEFAULT_PEDTYPE;3823.63;1258.74
151.0;329.6;220064934#5;5.0;11.55;0.0;1.15;DEFAULT_PEDTYPE;3737.57;1258.65
151.0;142.82;612099146#5;2.0;4.81;0.0;1.0;DEFAULT_PEDTYPE;3616.87;1422.14
151.0;142.82;612099146#5;3.0;46.65;0.0;1.39;DEFAULT_PEDTYPE;3592.1;1455.87
152.0;326.8;:10611854839_w1;4.0;1.72;0.0;1.58;DEFAULT_PEDTYPE;3716.88;1291.15
152.0;276.4;-1381099037#2;7.0;97.46;0.0;1.26;DEFAULT_PEDTYPE;3866.93;1522.71
152.0;188.88;-1381653372#0;6.0;40.86;0.0;1.41;DEFAULT_PEDTYPE;3823.42;1257.34
152.0;329.6;220064934#5;5.0;10.48;0.0;1.06;DEFAULT_PEDTYPE;3737.03;1259.57
152.0;142.82;612099146#5;2.0;3.8;0.0;1.01;DEFAULT_PEDTYPE;3617.48;1421.33
152.0;142.82;612099146#5;3.0;45.04;0.0;1.61;DEFAULT_PEDTYPE;3593.07;1454.59
153.0;326.8;:10611854839_w1;4.0;0.39;0.0;1.33;DEFAULT_PEDTYPE;3716.15;1292.26
153.0;276.4;-1381099037#2;7.0;96.38;0.0;1.09;DEFAULT_PEDTYPE;3865.85;1522.83
153.0;188.88;-1381653372#0;6.0;42.36;0.0;1.5;DEFAULT_PEDTYPE;3823.18;1255.86
153.0;329.6;220064934#5;5.0;9.17;0.0;1.31;DEFAULT_PEDTYPE;3736.37;1260.7
153.0;142.82;612099146#5;2.0;2.72;0.0;1.08;DEFAULT_PEDTYPE;3618.13;1420.48
153.0;142.82;612099146#5;3.0;43.59;0.0;1.45;DEFAULT_PEDTYPE;3593.95;1453.43
154.0;276.4;-1381099037#2;7.0;95.14;0.0;1.24;DEFAULT_PEDTYPE;3864.62;1522.96
154.0;188.88;-1381653372#0;6.0;43.86;0.0;1.5;DEFAULT_PEDTYPE;3822.95;1254.38
154.0;326.8;220064934#3;4.0;8.5;0.0;1.57;DEFAULT_PEDTYPE;3714.99;1293.38
154.0;329.6;220064934#5;5.0;8.11;0.0;1.06;DEFAULT_PEDTYPE;3735.83;1261.62
154.0;142.82;612099146#5;2.0;1.67;0.0;1.05;DEFAULT_PEDTYPE;3618.77;1419.64
154.0;142.82;612099146#5;3.0;41.91;0.0;1.68;DEFAULT_PEDTYPE;3594.96;1452.09
155.0;276.4;-1381099037#2;7.0;93.89;0.0;1.25;DEFAULT_PEDTYPE;3863.38;1523.1
155.0;188.88;-1381653372#0;6.0;45.32;0.0;1.46;DEFAULT_PEDTYPE;3822.73;1252.93
155.0;326.8;220064934#3;4.0;6.94;0.0;1.57;DEFAULT_PEDTYPE;3714.13;1294.69
155.0;329.6;220064934#5;5.0;7.05;0.0;1.06;DEFAULT_PEDTYPE;3735.29;1262.53
155.0;142.82;612099146#5;2.0;0.56;0.0;1.1;DEFAULT_PEDTYPE;3619.44;1418.76
155.0;142.82;612099146#5;3.0;40.49;0.0;1.42;DEFAULT_PEDTYPE;3595.82;1450.96
156.0;142.82;:11413637566_w0;2.0;2.76;0.0;1.02;DEFAULT_PEDTYPE;3620.06;1417.94
156.0;276.4;-1381099037#2;7.0;92.62;0.0;1.27;DEFAULT_PEDTYPE;3862.12;1523.25
156.0;188.88;-1381653372#0;6.0;46.85;0.0;1.53;DEFAULT_PEDTYPE;3822.49;1251.42
156.0;326.8;220064934#3;4.0;5.38;0.0;1.55;DEFAULT_PEDTYPE;3713.28;1295.99
156.0;329.6;220064934#5;5.0;5.78;0.0;1.27;DEFAULT_PEDTYPE;3734.64;1263.63
156.0;142.82;612099146#5;3.0;38.81;0.0;1.68;DEFAULT_PEDTYPE;3596.83;1449.62
157.0;207.6;:11413637566_w0;2.0;1.53;0.0;1.23;DEFAULT_PEDTYPE;3619.48;1417.58
157.0;276.4;-1381099037#2;7.0;91.47;0.0;1.15;DEFAULT_PEDTYPE;3860.97;1523.37
157.0;188.88;-1381653372#0;6.0;48.28;0.0;1.43;DEFAULT_PEDTYPE;3822.27;1250.01
157.0;326.8;220064934#3;4.0;4.07;0.0;1.32;DEFAULT_PEDTYPE;3712.56;1297.09
157.0;329.6;220064934#5;5.0;4.56;0.0;1.22;DEFAULT_PEDTYPE;3734.02;1264.69
157.0;142.82;612099146#5;3.0;37.13;0.0;1.68;DEFAULT_PEDTYPE;3597.85;1448.28
158.0;53.13;:11413637566_w0;2.0;0.46;0.0;1.06;DEFAULT_PEDTYPE;3620.07;1415.86
158.0;276.4;-1381099037#2;7.0;90.27;0.0;1.2;DEFAULT_PEDTYPE;3859.78;1523.51
158.0;184.87;-1381653372#0;6.0;49.83;0.0;1.55;DEFAULT_PEDTYPE;3822.12;1248.55
158.0;326.8;220064934#3;4.0;2.75;0.0;1.32;DEFAULT_PEDTYPE;3711.84;1298.19
158.0;329.6;220064934#5;5.0;3.33;0.0;1.22;DEFAULT_PEDTYPE;3733.4;1265.75
158.0;142.82;612099146#5;3.0;35.67;0.0;1.47;DEFAULT_PEDTYPE;3598.74;1447.12
159.0;276.4;-1381099037#2;7.0;89.02;0.0;1.25;DEFAULT_PEDTYPE;3858.54;1523.65
159.0;184.87;-1381653372#0;6.0;51.31;0.0;1.48;DEFAULT_PEDTYPE;3822.0;1247.08
159.0;53.13;1230724677#0;2.0;0.12;0.0;0.58;DEFAULT_PEDTYPE;3620.48;1416.27
159.0;326.8;220064934#3;4.0;1.18;0.0;1.57;DEFAULT_PEDTYPE;3710.98;1299.51
159.0;329.6;220064934#5;5.0;2.09;0.0;1.24;DEFAULT_PEDTYPE;3732.77;1266.82
159.0;142.82;612099146#5;3.0;33.99;0.0;1.68;DEFAULT_PEDTYPE;3599.75;1445.78
160.0;326.8;:10611854844_w1;4.0;4.2;0.0;1.58;DEFAULT_PEDTYPE;3710.41;1301.03
160.0;54.69;:11413637825_w1;2.0;1.05;0.0;1.14;DEFAULT_PEDTYPE;3621.08;1417.33
160.0;276.4;-1381099037#2;7.0;87.83;0.0;1.2;DEFAULT_PEDTYPE;3857.36;1523.78
160.0;184.87;-1381653372#0;6.0;52.98;0.0;1.68;DEFAULT_PEDTYPE;3821.86;1245.41
160.0;329.6;220064934#5;5.0;0.97;0.0;1.11;DEFAULT_PEDTYPE;3732.21;1267.78
160.0;142.82;612099146#5;3.0;32.31;0.0;1.68;DEFAULT_PEDTYPE;3600.76;1444.44
161.0;290.85;:10611854844_w1;4.0;2.68;0.0;1.52;DEFAULT_PEDTYPE;3709.03;1302.01
161.0;54.69;:11413637825_w1;2.0;1.53;0.0;0.48;DEFAULT_PEDTYPE;3621.46;1417.62
161.0;329.6;:2825726599_w1;5.0;8.44;0.0;1.19;DEFAULT_PEDTYPE;3731.92;1268.99
161.0;276.4;-1381099037#2;7.0;86.74;0.0;1.09;DEFAULT_PEDTYPE;3856.27;1523.9
161.0;142.82;612099146#5;3.0;30.62;0.0;1.69;DEFAULT_PEDTYPE;3601.79;1443.09
162.0;290.85;:10611854844_w1;4.0;1.09;0.0;1.59;DEFAULT_PEDTYPE;3707.55;1302.58
162.0;54.69;:11413637825_w1;2.0;1.53;0.0;0.0;DEFAULT_PEDTYPE;3621.46;1417.62
162.0;329.6;:2825726599_w1;5.0;7.37;0.0;1.07;DEFAULT_PEDTYPE;3731.38;1269.91
162.0;276.4;-1381099037#2;7.0;85.49;0.0;1.24;DEFAULT_PEDTYPE;3855.04;1524.04
162.0;142.82;612099146#5;3.0;29.18;0.0;1.44;DEFAULT_PEDTYPE;3602.65;1441.95
163.0;54.69;:11413637825_w1;2.0;1.55;0.0;0.02;DEFAULT_PEDTYPE;3621.48;1417.63
163.0;327.77;:2825726599_w1;5.0;6.32;0.0;1.05;DEFAULT_PEDTYPE;3730.82;1270.84
163.0;276.4;-1381099037#2;7.0;84.32;0.0;1.17;DEFAULT_PEDTYPE;3853.87;1524.17
163.0;237.14;1138377352#1;4.0;5.32;0.0;1.52;DEFAULT_PEDTYPE;3706.12;1301.46
163.0;142.82;612099146#5;3.0;27.81;0.0;1.37;DEFAULT_PEDTYPE;3603.48;1440.86
164.0;54.69;:11413637825_w1;2.0;1.55;0.0;0.0;DEFAULT_PEDTYPE;3621.48;1417.63
164.0;327.77;:2825726599_w1;5.0;5.13;0.0;1.19;DEFAULT_PEDTYPE;3730.18;1271.85
164.0;276.4;-1381099037#2;7.0;83.18;0.0;1.14;DEFAULT_PEDTYPE;3852.74;1524.3
