pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786175478.961,25975,0,0,0,0,1,change,0,76.65,-0.27,9999.0,5.0,0,table,0.0002,table,1,37.496151,126.95536,0.112,0.0,1,0.159,0.0
1786175479.964,25985,0,0,0,0,1,heartbeat,0,77.39,-0.56,9999.0,5.0,0,table,0.0001,table,1,37.496155,126.955353,0.087,0.0,1,0.167,0.0
1786175480.988,25995,0,0,0,0,1,heartbeat,0,77.76,-0.43,9999.0,5.0,0,table,0.0001,table,1,37.496159,126.955353,0.08,0.0,1,0.264,0.0
1786175482.003,26004,0,0,0,0,1,heartbeat,0,78.05,-0.34,9999.0,5.0,0,table,0.0001,table,1,37.496162,126.955353,0.187,0.0,1,0.214,0.0
1786175483.049,26015,0,0,0,0,1,heartbeat,0,79.26,-0.82,9999.0,5.0,0,table,0.0001,table,1,37.49617,126.955345,0.213,0.0,1,0.223,0.0
1786175484.074,26025,0,0,0,0,1,heartbeat,0,80.08,-0.81,9999.0,5.0,0,table,0.0001,table,1,37.496174,126.955345,0.155,0.0,1,0.261,0.0
1786175485.101,26035,0,0,0,0,1,heartbeat,0,80.52,-0.57,9999.0,5.0,0,table,0.0001,table,1,37.496178,126.955345,0.131,0.0,1,0.164,0.0
1786175486.109,26044,0,0,0,0,1,heartbeat,0,80.71,-0.35,9999.0,5.0,0,table,0.0001,table,1,37.496178,126.955345,0.109,0.0,1,0.144,0.0
1786175487.156,26054,0,0,0,0,1,heartbeat,0,80.87,-0.23,9999.0,5.0,0,table,0.0001,table,1,37.496181,126.955345,0.082,0.0,1,0.136,0.0
1786175488.186,26065,0,0,0,0,1,heartbeat,0,82.12,-0.81,9999.0,5.0,0,table,0.0001,table,1,37.496189,126.955338,0.043,0.0,1,0.202,0.0
1786175489.214,26075,0,0,0,0,1,heartbeat,0,82.98,-0.78,9999.0,5.0,0,table,0.0001,table,1,37.496193,126.955338,0.059,0.0,1,0.178,0.0
1786175490.216,26084,0,0,0,0,1,heartbeat,0,83.26,-0.49,9999.0,5.0,0,table,0.0001,table,1,37.496193,126.955338,0.059,0.0,1,0.115,0.0
1786175491.277,26094,0,0,0,0,1,heartbeat,0,84.3,-0.8,9999.0,5.0,0,table,0.0001,table,1,37.496197,126.95533,0.06,0.0,1,0.104,0.0
1786175492.301,26105,0,0,0,0,1,heartbeat,0,85.22,-0.82,9999.0,5.0,0,table,0.0001,table,1,37.496204,126.95533,0.084,0.0,1,0.114,0.0
1786175493.329,26115,0,0,0,0,1,heartbeat,0,85.83,-0.72,9999.0,5.0,0,table,0.0,table,1,37.496208,126.955322,0.081,0.0,1,0.129,0.0
1786175494.331,26124,0,0,0,0,1,heartbeat,0,86.76,-0.84,9999.0,5.0,0,table,0.0,table,1,37.496212,126.955322,0.127,0.0,1,0.131,0.0
