pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786173865.52,10288,0,0,0,0,1,change,0,51.6,0.44,116.64,2.6,0,table,0.0171,table,1,37.496471,126.955078,0.192,0.0,1,0.0,0.0
1786173866.529,10298,0,0,0,0,1,heartbeat,0,51.63,0.17,297.74,2.6,0,table,0.0142,table,1,37.496471,126.955078,0.166,0.0,1,0.0,0.0
1786173867.563,10308,0,0,0,0,1,heartbeat,0,51.37,0.26,195.48,2.6,0,table,0.008,table,1,37.496471,126.95507,0.177,0.0,1,0.0,0.0
1786173868.588,10318,0,0,0,0,1,heartbeat,0,51.07,0.26,196.39,2.6,0,table,0.0132,table,1,37.496468,126.95507,0.205,0.0,1,0.0,0.0
1786173869.62,10328,0,0,0,0,1,heartbeat,0,50.6,0.35,144.85,2.6,0,table,0.0116,table,1,37.496464,126.955063,0.232,0.0,1,0.0,0.0
1786173870.645,10338,0,0,0,0,1,heartbeat,0,50.56,0.16,309.29,2.6,0,table,0.015,table,1,37.496464,126.955063,0.232,0.0,1,0.0,0.0
1786173871.665,10347,0,0,0,0,1,heartbeat,0,50.24,0.27,185.23,2.6,0,table,0.0127,table,1,37.49646,126.955055,0.252,0.0,1,0.0,0.0
1786173872.7,10358,0,0,0,0,1,heartbeat,0,50.1,0.17,292.91,2.6,0,table,0.0116,table,1,37.496456,126.955055,0.273,0.0,1,0.0,0.0
1786173873.753,10368,0,0,0,0,1,heartbeat,0,49.74,0.3,167.49,2.6,0,table,0.0186,table,1,37.496456,126.955048,0.273,0.0,1,0.0,0.0
1786173874.766,10378,0,0,0,0,1,heartbeat,0,50.1,-0.13,9999.0,10.0,0,table,0.0031,table,1,37.496449,126.955055,0.25,0.0,1,0.0,0.0
1786173875.808,10388,0,0,0,0,1,heartbeat,0,50.8,-0.44,9999.0,10.0,0,table,0.0031,table,1,37.496437,126.955055,0.265,0.0,1,0.0,0.0
1786173876.829,10397,0,0,0,0,1,heartbeat,0,51.24,-0.45,9999.0,10.0,0,table,0.0031,table,1,37.496429,126.955055,0.25,0.0,1,0.018,0.0
1786173877.846,10407,0,0,0,0,1,heartbeat,0,51.88,-0.58,9999.0,10.0,0,table,0.0031,table,1,37.496426,126.955063,0.223,0.0,1,0.009,0.0
1786173878.893,10417,0,0,0,0,1,heartbeat,0,52.4,-0.52,9999.0,10.0,0,table,0.0031,table,1,37.496418,126.955063,0.219,0.0,1,0.005,0.0
1786173879.924,10428,0,0,0,0,1,heartbeat,0,52.49,-0.28,9999.0,10.0,0,table,0.0031,table,1,37.496414,126.955063,0.214,0.0,1,0.002,0.0
1786173880.966,10438,0,0,0,0,1,heartbeat,0,52.56,-0.16,9999.0,10.0,0,table,0.0031,table,1,37.49641,126.955063,0.186,0.0,1,0.001,0.0
1786173881.992,10448,0,0,0,0,1,heartbeat,0,52.54,-0.05,9999.0,10.0,0,table,0.0026,table,1,37.49641,126.955063,0.162,0.0,1,0.001,0.0
