pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786578030.847,1028,2,2,0,0,1,change,0,24.4,-0.0,9999.0,18.0,0,ttc_capped,0.6876,model,1,37.496338,126.957481,0.401,0.0,1,0.011,0.0
1786578031.854,1038,2,2,0,0,1,heartbeat,0,24.86,-0.46,9999.0,18.0,0,ttc_capped,0.0174,table,1,37.496334,126.957489,0.297,0.0,1,0.019,0.0
1786578032.885,1048,2,2,2,0,1,heartbeat,0,24.85,-0.15,9999.0,18.0,0,ttc_capped,0.0163,table,1,37.496334,126.957489,0.262,0.0,1,0.014,0.0
1786578033.402,1053,0,0,2,0,1,change,0,24.83,-0.08,9999.0,18.0,0,ttc_capped,0.0163,table,1,37.496334,126.957489,0.206,0.0,1,0.009,0.0
1786578034.425,1062,0,0,0,0,1,heartbeat,0,24.75,0.01,2424.01,4.2,0,ttc_capped,0.0014,table,1,37.496334,126.957489,0.15,0.0,1,0.018,0.0
1786578035.498,1073,0,0,0,0,1,heartbeat,0,24.66,0.04,572.65,4.2,0,ttc_capped,0.0006,table,1,37.496334,126.957497,0.106,0.0,1,0.018,0.0
1786578036.507,1083,0,0,0,0,1,heartbeat,0,24.97,-0.2,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.49633,126.957497,0.155,0.0,1,0.012,0.0
1786578037.536,1093,0,0,0,0,1,heartbeat,0,25.09,-0.12,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.49633,126.957497,0.163,0.0,1,0.03,0.0
1786578038.605,1101,0,0,0,0,1,heartbeat,0,24.81,0.09,288.39,21.0,0,ttc_capped,0.0038,table,1,37.49633,126.957497,0.144,0.0,1,0.047,0.0
1786578039.761,1113,0,0,0,0,1,heartbeat,0,24.7,0.09,267.25,4.2,0,ttc_capped,0.0017,table,1,37.49633,126.957497,0.245,0.0,1,0.057,0.0
1786578040.82,1124,0,0,0,0,1,heartbeat,0,24.27,0.27,88.84,19.74,0,ttc_capped,0.0007,table,1,37.496334,126.957497,0.154,0.0,1,0.087,0.0
1786578041.966,1136,0,0,0,0,1,heartbeat,0,23.75,0.37,64.83,21.0,0,ttc_capped,0.0009,table,1,37.496338,126.957497,0.313,0.0,1,0.027,0.0
1786578042.997,1146,1,1,0,0,1,change,0,22.7,0.76,29.73,21.0,1,table,0.0008,table,1,37.496346,126.957497,0.319,0.0,1,0.131,0.0
1786578044.125,1157,1,1,1,0,1,heartbeat,0,21.99,0.64,34.5,21.0,0,ttc_capped,0.0007,table,1,37.496349,126.957497,0.378,0.0,1,0.148,0.0
1786578045.145,1165,1,1,1,0,1,heartbeat,0,21.29,0.68,31.41,4.2,0,ttc_capped,0.001,table,1,37.496357,126.957489,0.3,0.0,1,0.113,0.0
