pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786576320.656,694,2,2,0,0,1,change,0,17.28,-0.0,9999.0,25.0,0,ttc_capped,0.7506,model,1,37.496429,126.957649,0.211,0.0,1,0.013,0.0
1786576321.677,704,2,2,0,0,1,heartbeat,0,17.35,-0.26,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496437,126.957657,0.313,0.0,1,0.011,0.0
1786576322.721,714,2,2,2,0,1,heartbeat,0,17.62,-0.3,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496437,126.957664,0.318,0.0,1,0.011,0.0
1786576323.141,718,0,0,2,0,1,change,0,17.85,-0.38,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496433,126.957664,0.306,0.0,1,0.009,0.0
1786576324.186,728,0,0,0,0,1,heartbeat,0,18.18,-0.32,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496433,126.957664,0.083,0.0,1,0.018,0.0
1786576325.234,738,0,0,0,0,1,heartbeat,0,18.83,-0.54,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496429,126.957672,0.16,0.0,1,0.011,0.0
1786576326.28,748,0,0,0,0,1,heartbeat,0,19.56,-0.61,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496426,126.957672,0.377,0.0,1,0.011,0.0
1786576327.326,758,0,0,0,0,1,heartbeat,0,19.95,-0.48,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496422,126.957672,0.423,0.0,1,0.009,0.0
1786576328.372,768,0,0,0,0,1,heartbeat,0,20.31,-0.4,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496418,126.957672,0.343,0.0,1,0.013,0.0
1786576329.373,777,0,0,0,0,1,heartbeat,0,20.35,-0.19,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496418,126.957672,0.095,0.0,1,0.015,0.0
1786576330.426,787,0,0,0,0,1,heartbeat,0,20.78,-0.33,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496414,126.957672,0.109,0.0,1,0.036,0.0
1786576331.478,797,0,0,0,0,1,heartbeat,0,21.05,-0.27,9999.0,18.0,0,ttc_capped,0.0003,table,1,37.496414,126.957672,0.329,0.0,1,0.013,0.0
1786576332.538,807,0,0,0,0,1,heartbeat,0,21.07,-0.12,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.49641,126.957664,0.274,0.0,1,0.017,0.0
1786576333.587,817,0,0,0,0,1,heartbeat,0,21.36,-0.23,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496403,126.957664,0.07,0.0,1,0.008,0.0
1786576334.648,827,0,0,0,0,1,heartbeat,0,21.6,-0.19,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496403,126.957657,0.055,0.0,1,0.01,0.0
1786576335.698,837,0,0,0,0,1,heartbeat,0,21.53,-0.07,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496399,126.957657,0.127,0.0,1,0.012,0.0
1786576336.751,848,0,0,0,0,1,heartbeat,0,21.41,-0.0,9999.0,18.0,0,ttc_capped,0.0009,table,1,37.496395,126.957649,0.114,0.0,1,0.016,0.0
1786576337.796,858,0,0,0,0,1,heartbeat,0,21.45,-0.03,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496395,126.957649,0.042,0.0,1,0.009,0.0
1786576338.843,868,0,0,0,0,1,heartbeat,0,21.36,0.05,397.51,4.2,0,ttc_capped,0.0006,table,1,37.496395,126.957642,0.082,0.0,1,0.011,0.0
1786576339.886,878,0,0,0,0,1,heartbeat,0,21.52,-0.09,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496391,126.957642,0.171,0.0,1,0.014,0.0
1786576340.934,888,0,0,0,0,1,heartbeat,0,21.37,0.01,1450.91,4.2,0,ttc_capped,0.0005,table,1,37.496387,126.957642,0.208,0.0,1,0.013,0.0
1786576341.978,898,0,0,0,0,1,heartbeat,0,21.35,0.01,1905.26,4.2,0,ttc_capped,0.0014,table,1,37.496387,126.957634,0.064,0.0,1,0.01,0.0
1786576343.03,908,0,0,0,0,1,heartbeat,0,21.41,-0.03,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496384,126.957634,0.167,0.0,1,0.013,0.0
1786576344.072,918,0,0,0,0,1,heartbeat,0,21.19,0.14,153.99,4.2,0,ttc_capped,0.0005,table,1,37.496384,126.957626,0.148,0.0,1,0.01,0.0
1786576345.118,928,0,0,0,0,1,heartbeat,0,20.18,0.59,34.49,4.2,0,ttc_capped,0.0006,table,1,37.496387,126.957588,0.178,0.0,1,0.007,0.0
1786576346.126,937,0,0,0,0,1,heartbeat,0,19.3,0.3,65.07,5.6,0,ttc_capped,0.0009,table,1,37.496391,126.957535,0.063,0.0,1,0.011,0.0
1786576347.176,947,0,0,0,0,1,heartbeat,0,19.44,-0.83,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496391,126.957497,0.028,0.0,1,0.011,0.0
1786576348.224,957,0,0,0,0,1,heartbeat,0,20.58,-1.37,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496391,126.957466,0.019,0.0,1,0.01,0.0
1786576349.274,967,0,0,0,0,1,heartbeat,0,21.53,-1.29,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496387,126.957443,0.023,0.0,1,0.003,0.0
1786576350.318,977,0,0,0,0,1,heartbeat,0,22.38,-1.06,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496387,126.957428,0.024,0.0,1,0.007,0.0
1786576351.185,986,2,2,0,0,1,change,0,19.7,1.2,16.43,5.6,0,table,0.2553,model,1,37.496429,126.957458,0.034,0.0,1,0.005,0.0
1786576352.207,995,2,2,2,0,1,heartbeat,0,12.91,4.21,3.07,48.0,2,table,0.1216,table,1,37.496464,126.957481,0.027,0.0,1,0.012,0.0
1786576352.744,1000,3,3,2,0,1,change,0,9.61,4.84,1.99,63.0,3,safety_floor,0.0546,table,1,37.496483,126.957497,0.041,0.0,1,0.018,0.0
1786576353.793,1011,3,3,3,0,1,heartbeat,0,5.61,4.11,1.37,63.0,3,safety_floor,0.2036,table,1,37.496506,126.957512,0.075,0.0,1,0.016,0.0
1786576354.82,1021,3,3,3,0,1,heartbeat,0,3.67,2.68,1.37,63.0,3,safety_floor,0.1312,table,1,37.496521,126.95752,0.051,0.0,1,0.016,0.0
1786576355.852,1031,3,3,3,0,1,heartbeat,0,2.98,1.11,2.67,58.0,2,table,0.0033,table,1,37.496532,126.95752,0.037,0.0,1,0.007,0.0
1786576356.862,1040,3,3,3,0,1,heartbeat,0,2.63,0.41,6.47,47.89,2,table,0.003,table,1,37.49654,126.957527,0.055,0.0,1,0.007,0.0
