pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786531070.273,7043,2,2,0,0,1,heartbeat,0,12.78,3.23,3.96,48.0,2,table,0.4495,table,1,37.496639,126.957504,0.12,0.0,1,0.026,0.0
1786531254.639,1050,2,2,0,0,1,heartbeat,0,3.52,0.0,53656.05,27.71,1,table,0.0303,table,1,37.496548,126.957603,0.077,0.0,1,0.025,0.0
1786531255.678,1060,2,2,2,0,1,heartbeat,0,2.74,0.77,3.57,53.0,2,table,0.1548,table,1,37.49654,126.957603,0.024,0.0,1,0.02,0.0
1786531255.988,1063,3,3,2,0,1,change,0,2.36,0.92,2.57,58.0,3,safety_floor,0.0073,table,1,37.496536,126.957611,0.025,0.0,1,0.02,0.0
1786531257.022,1073,3,3,3,0,1,heartbeat,0,1.65,0.44,3.73,53.0,2,table,0.0039,table,1,37.496532,126.957619,0.027,0.0,1,0.02,0.0
1786531262.321,1124,1,1,0,0,1,change,0,4.01,-1.08,9999.0,30.0,1,table,0.0001,table,1,37.496498,126.957664,0.03,0.0,1,0.026,0.0
1786531263.365,1134,1,1,1,0,1,heartbeat,0,4.71,-0.84,9999.0,30.0,1,table,0.0001,table,1,37.496494,126.957672,0.025,0.0,1,0.026,0.0
1786531264.417,1144,1,1,1,0,1,heartbeat,0,5.2,-0.62,9999.0,30.0,1,table,0.0001,table,1,37.49649,126.95768,0.046,0.0,1,0.026,0.0
1786531270.203,1200,1,1,0,0,1,heartbeat,0,6.58,-1.9,9999.0,30.0,1,table,0.0001,table,1,37.496494,126.957672,0.031,0.0,1,0.093,0.0
1786531271.211,1210,1,1,1,0,1,heartbeat,0,6.19,-1.09,9999.0,30.0,1,table,0.0001,table,1,37.496502,126.957657,0.033,0.0,1,0.093,0.0
1786531272.25,1220,1,1,1,0,1,heartbeat,0,5.34,-0.18,9999.0,30.0,1,table,0.0001,table,1,37.49651,126.957649,0.023,0.0,1,0.093,0.0
1786531277.256,1268,1,1,0,0,1,heartbeat,0,4.49,-0.21,9999.0,30.0,1,table,0.0001,table,1,37.496552,126.957603,0.033,0.0,1,0.023,0.0
1786531278.268,1278,1,1,1,0,1,heartbeat,0,5.16,-0.58,9999.0,30.0,1,table,0.0001,table,1,37.496559,126.957596,0.028,0.0,1,0.023,0.0
1786531279.303,1288,1,1,1,0,1,heartbeat,0,6.15,-0.82,9999.0,30.0,1,table,0.0001,table,1,37.496563,126.957588,0.025,0.0,1,0.023,0.0
1786531284.195,1335,1,1,0,0,1,heartbeat,0,13.4,-2.61,9999.0,25.0,1,table,0.0001,table,1,37.496586,126.957565,0.022,0.0,1,0.018,0.0
1786531285.222,1344,1,1,1,0,1,heartbeat,0,14.37,-1.64,9999.0,25.0,1,table,0.0001,table,1,37.496586,126.957558,0.023,0.0,1,0.018,0.0
1786531286.24,1355,1,1,1,0,1,heartbeat,0,14.7,-0.82,9999.0,25.0,1,table,0.0001,table,1,37.49659,126.957558,0.01,0.0,1,0.018,0.0
1786531287.277,1365,1,1,1,0,1,heartbeat,0,14.63,-0.33,9999.0,25.0,1,table,0.0001,table,1,37.496593,126.957558,0.016,0.0,1,0.018,0.0
1786531291.222,1403,1,1,0,0,1,heartbeat,0,18.61,-1.74,9999.0,25.0,1,table,0.0002,table,1,37.496597,126.957565,0.027,0.0,1,0.059,0.0
1786531292.237,1413,1,1,1,0,1,heartbeat,0,18.66,-0.82,9999.0,25.0,1,table,0.0001,table,1,37.496593,126.957565,0.02,0.0,1,0.059,0.0
1786531293.288,1423,1,1,1,0,1,heartbeat,0,18.2,-0.1,9999.0,25.0,1,table,0.0001,table,1,37.496593,126.957573,0.017,0.0,1,0.059,0.0
1786531298.157,1470,3,3,0,0,1,change,0,9.36,3.44,2.72,41.92,3,safety_floor,0.0077,table,1,37.496586,126.957581,0.017,0.0,1,0.033,0.0
1786531299.194,1480,3,3,3,0,1,heartbeat,0,8.24,2.02,4.07,53.0,2,table,0.0022,table,1,37.496582,126.957581,0.018,0.0,1,0.033,0.0
1786531300.242,1490,3,3,3,0,1,heartbeat,0,8.39,0.67,12.59,33.0,1,table,0.0008,table,1,37.496582,126.957581,0.022,0.0,1,0.033,0.0
1786531300.608,1494,1,1,3,0,1,change,0,8.48,0.43,19.51,29.97,1,table,0.0013,table,1,37.496582,126.957588,0.032,0.0,1,0.033,0.0
1786531305.195,1538,1,1,0,0,1,heartbeat,0,7.49,-0.73,9999.0,30.0,1,table,0.0004,table,1,37.496578,126.957588,0.023,0.0,1,0.033,0.0
1786531306.204,1548,1,1,1,0,1,heartbeat,0,7.59,-0.66,9999.0,30.0,1,table,0.0001,table,1,37.496574,126.957588,0.014,0.0,1,0.033,0.0
1786531307.232,1558,1,1,1,0,1,heartbeat,0,7.32,-0.11,9999.0,30.0,1,table,0.0004,table,1,37.496574,126.957588,0.021,0.0,1,0.033,0.0
1786531312.239,1606,1,1,0,0,1,heartbeat,0,6.44,-1.47,9999.0,30.0,1,table,0.0001,table,1,37.496567,126.957588,0.031,0.0,1,0.044,0.0
1786531313.251,1616,1,1,1,0,1,heartbeat,0,6.89,-1.19,9999.0,30.0,1,table,0.0001,table,1,37.496567,126.957588,0.029,0.0,1,0.044,0.0
1786531314.284,1626,1,1,1,0,1,heartbeat,0,6.68,-0.32,9999.0,30.0,1,table,0.0002,table,1,37.496567,126.957588,0.033,0.0,1,0.044,0.0
1786531319.173,1673,1,1,0,0,1,heartbeat,0,9.51,-1.55,9999.0,30.0,1,table,0.0002,table,1,37.496571,126.957588,0.033,0.0,1,0.028,0.0
1786531320.189,1683,1,1,1,0,1,heartbeat,0,10.38,-1.18,9999.0,25.0,1,table,0.0001,table,1,37.496571,126.957588,0.075,0.0,1,0.028,0.0
1786531321.233,1693,1,1,1,0,1,heartbeat,0,10.16,-0.37,9999.0,25.0,1,table,0.0004,table,1,37.496574,126.957588,0.11,0.0,1,0.028,0.0
1786531326.233,1741,3,3,0,0,1,change,0,4.62,2.8,1.65,63.0,3,safety_floor,0.9182,table,1,37.496582,126.957596,0.373,0.0,1,0.067,0.0
1786531327.251,1751,3,3,3,0,1,heartbeat,0,3.31,2.04,1.63,63.0,3,safety_floor,0.6853,table,1,37.496582,126.957596,0.305,0.0,1,0.067,0.0
1786531328.316,1760,3,3,3,0,1,heartbeat,0,3.77,0.55,6.8,48.0,2,table,0.0166,table,1,37.496582,126.957596,0.183,0.0,1,0.067,0.0
1786531333.297,1809,1,1,0,0,1,change,0,8.96,-2.03,9999.0,30.0,1,table,0.0001,table,1,37.496586,126.957565,0.061,0.0,1,0.087,0.0
1786531334.312,1819,1,1,1,0,1,heartbeat,0,9.8,-1.42,9999.0,30.0,1,table,0.0001,table,1,37.496586,126.957565,0.048,0.0,1,0.087,0.0
1786531335.342,1829,1,1,1,0,1,heartbeat,0,9.82,-0.63,9999.0,30.0,1,table,0.0001,table,1,37.49659,126.957558,0.08,0.0,1,0.087,0.0
1786531341.183,1885,1,1,0,0,1,heartbeat,0,12.41,-1.72,9999.0,25.0,1,table,0.0003,table,1,37.496593,126.95755,0.036,0.0,1,0.162,0.0
1786531342.196,1895,1,1,1,0,1,heartbeat,0,13.53,-1.45,9999.0,25.0,1,table,0.0004,table,1,37.496593,126.95755,0.025,0.0,1,0.162,0.0
1786531343.228,1905,1,1,1,0,1,heartbeat,0,13.41,-0.49,9999.0,25.0,1,table,0.0004,table,1,37.496593,126.95755,0.013,0.0,1,0.162,0.0
1786531349.264,1963,1,1,0,0,1,heartbeat,0,7.77,0.84,9.22,8.2,0,table,0.0006,table,1,37.49659,126.95755,0.017,0.0,1,0.213,0.0
1786531350.276,1973,1,1,1,0,1,heartbeat,0,7.31,0.37,19.84,8.08,0,table,0.0006,table,1,37.496586,126.95755,0.023,0.0,1,0.213,0.0
1786531357.237,2039,3,3,0,0,1,change,0,1.35,1.92,0.7,68.0,3,safety_floor,0.008,table,1,37.496574,126.95755,0.09,0.0,1,0.093,0.0
1786531358.283,2049,3,3,3,0,1,heartbeat,0,0.76,0.87,0.87,68.0,3,safety_floor,0.0084,table,1,37.496571,126.95755,0.026,0.0,1,0.093,0.0
1786531359.343,2059,3,3,3,0,1,heartbeat,0,1.45,-0.05,9999.0,30.0,1,table,0.0001,table,1,37.496567,126.957558,0.019,0.0,1,0.093,0.0
