pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786532088.266,4352,2,2,0,0,1,change,0,2.5,-0.0,9999.0,30.0,1,table,0.4705,model,1,37.496468,126.957596,0.013,0.0,1,0.053,0.0
1786532089.315,4363,2,2,0,0,1,heartbeat,0,2.5,-0.0,9999.0,30.0,1,table,0.4705,model,1,37.496468,126.957596,0.018,0.0,1,0.041,0.0
1786532090.388,4372,2,2,2,0,1,heartbeat,0,2.84,-0.2,9999.0,30.0,1,table,0.0012,table,1,37.496468,126.957596,0.015,0.0,1,0.022,0.0
1786532091.389,4383,2,2,2,0,1,heartbeat,0,2.86,-0.1,9999.0,30.0,1,table,0.0012,table,1,37.496468,126.957596,0.015,0.0,1,0.022,0.0
1786532091.491,4384,1,1,2,2,1,change,0,2.86,-0.09,9999.0,30.0,1,table,0.0012,table,1,37.496468,126.957596,0.015,0.0,1,0.022,0.0
1786532092.502,4393,1,1,1,0,1,heartbeat,0,3.05,-0.17,9999.0,30.0,1,table,0.0001,table,1,37.496468,126.957603,0.017,0.0,1,0.022,0.0
1786532097.213,4439,1,1,0,0,1,heartbeat,0,7.67,-2.31,9999.0,30.0,1,table,0.0013,table,1,37.496468,126.957603,0.013,0.0,1,0.023,0.0
1786532098.247,4448,1,1,1,0,1,heartbeat,0,8.4,-1.45,9999.0,30.0,1,table,0.0014,table,1,37.496468,126.957603,0.055,0.0,1,0.023,0.0
1786532099.26,4459,1,1,1,0,1,heartbeat,0,8.24,-0.5,9999.0,30.0,1,table,0.0014,table,1,37.496468,126.957603,0.038,0.0,1,0.023,0.0
1786532105.274,4514,2,2,0,0,1,change,0,4.73,1.11,4.27,47.21,2,table,0.0018,table,1,37.496468,126.957603,0.021,0.0,1,0.018,0.0
1786532106.292,4527,2,2,2,0,1,heartbeat,0,4.35,0.69,6.33,42.75,1,table,0.0003,table,1,37.496468,126.957603,0.033,0.0,1,0.018,0.0
1786532107.32,4537,2,2,2,0,1,heartbeat,0,4.47,0.22,20.28,29.39,1,table,0.0002,table,1,37.496468,126.957603,0.047,0.0,1,0.018,0.0
1786532107.938,4543,1,1,2,0,1,change,0,4.58,0.07,65.42,29.39,1,table,0.0008,table,1,37.496468,126.957603,0.04,0.0,1,0.018,0.0
1786532113.222,4594,1,1,0,0,1,heartbeat,0,4.26,-0.82,9999.0,30.0,1,table,0.0002,table,1,37.496471,126.957611,0.014,0.0,1,0.072,0.0
1786532114.23,4604,1,1,1,0,1,heartbeat,0,4.45,-0.66,9999.0,30.0,1,table,0.0001,table,1,37.496475,126.957611,0.016,0.0,1,0.072,0.0
1786532115.272,4614,1,1,1,0,1,heartbeat,0,4.29,-0.18,9999.0,30.0,1,table,0.0004,table,1,37.496475,126.957611,0.025,0.0,1,0.072,0.0
1786532120.263,4661,1,1,0,0,1,heartbeat,0,1.75,-0.69,9999.0,30.0,1,table,0.0001,table,1,37.496479,126.957619,0.053,0.0,1,0.252,0.0
1786532121.277,4672,1,1,1,0,1,heartbeat,0,1.8,-0.84,9999.0,30.0,1,table,0.0002,table,1,37.496479,126.957619,0.025,0.0,1,0.252,0.0
1786532122.323,4682,1,1,1,0,1,heartbeat,0,1.37,-0.09,9999.0,30.0,1,table,0.0002,table,1,37.496479,126.957619,0.019,0.0,1,0.252,0.0
1786532126.29,4720,1,1,0,0,1,heartbeat,0,6.81,-4.45,9999.0,30.0,1,table,0.0003,table,1,37.496483,126.957626,0.013,0.0,1,0.051,0.0
1786532127.295,4730,1,1,1,0,1,heartbeat,0,9.03,-3.18,9999.0,30.0,1,table,0.0001,table,1,37.496483,126.957626,0.056,0.0,1,0.051,0.0
1786532128.332,4740,1,1,1,0,1,heartbeat,0,8.58,-1.06,9999.0,30.0,1,table,0.0001,table,1,37.496487,126.957626,0.046,0.0,1,0.051,0.0
1786532133.222,4787,1,1,0,0,1,heartbeat,0,5.23,-2.31,9999.0,30.0,1,table,0.0004,table,1,37.496487,126.957619,0.029,0.0,1,0.095,0.0
1786532134.24,4794,1,1,1,0,1,heartbeat,0,6.06,-1.82,9999.0,30.0,1,table,0.0003,table,1,37.496487,126.957619,0.024,0.0,1,0.095,0.0
1786532135.253,4807,1,1,1,0,1,heartbeat,0,5.9,-0.61,9999.0,30.0,1,table,0.0003,table,1,37.496487,126.957619,0.046,0.0,1,0.095,0.0
1786532140.238,4852,1,1,0,0,1,heartbeat,0,7.97,-1.31,9999.0,30.0,1,table,0.0002,table,1,37.49649,126.957611,0.04,0.0,1,0.021,0.0
1786532141.246,4865,1,1,1,0,1,heartbeat,0,8.69,-1.1,9999.0,30.0,1,table,0.0001,table,1,37.49649,126.957603,0.046,0.0,1,0.021,0.0
1786532142.285,4875,1,1,1,0,1,heartbeat,0,8.56,-0.37,9999.0,30.0,1,table,0.0002,table,1,37.49649,126.957603,0.027,0.0,1,0.021,0.0
1786532147.296,4922,1,1,0,0,1,heartbeat,0,9.98,-0.7,9999.0,30.0,1,table,0.0001,table,1,37.496487,126.957588,0.024,0.0,1,0.021,0.0
