pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786534727.478,0,2,2,0,0,1,change,0,33.77,-0.0,9999.0,18.0,0,table,0.9706,model,1,37.496727,126.957359,0.015,0.0,1,0.047,0.0
1786534728.516,10,2,2,0,0,1,heartbeat,0,29.64,3.31,8.96,17.44,0,table,0.0142,table,1,37.496704,126.95739,0.041,0.0,1,0.034,0.0
1786534729.539,20,2,2,2,0,1,heartbeat,0,28.99,1.57,18.5,13.2,0,table,0.1455,model,1,37.4967,126.95739,0.034,0.0,1,0.029,0.0
1786534730.547,30,2,2,2,0,1,heartbeat,0,28.42,1.03,27.71,13.09,0,table,0.16,model,1,37.496693,126.957397,0.034,0.0,1,0.029,0.0
1786534731.559,39,2,2,2,0,1,heartbeat,0,27.29,1.08,25.18,12.26,0,table,0.1605,model,1,37.496681,126.957413,0.028,0.0,1,0.029,0.0
1786534754.234,257,2,2,0,0,1,heartbeat,0,14.59,0.61,24.03,28.0,1,table,0.243,model,1,37.496544,126.957497,0.024,0.0,1,0.005,0.0
1786534755.252,267,2,2,2,0,1,heartbeat,0,14.26,0.45,31.9,13.61,0,table,0.2323,model,1,37.49654,126.957497,0.025,0.0,1,0.005,0.0
1786534756.297,277,2,2,2,0,1,heartbeat,0,13.81,0.44,31.41,5.6,0,table,0.2867,model,1,37.496532,126.957497,0.036,0.0,1,0.005,0.0
1786534761.052,322,2,2,0,0,1,heartbeat,0,9.83,0.47,20.85,6.6,0,table,0.003,table,1,37.496517,126.957497,0.022,0.0,1,0.082,0.0
1786534762.111,332,2,2,2,0,1,heartbeat,0,9.45,0.2,47.79,6.6,0,table,0.0007,table,1,37.496513,126.957497,0.031,0.0,1,0.079,0.0
1786534763.071,342,1,1,2,0,1,change,0,8.75,0.57,15.4,26.34,1,table,0.0015,table,1,37.496513,126.957497,0.032,0.0,1,0.107,0.0
1786534764.076,351,1,1,1,0,1,heartbeat,0,7.9,0.68,11.54,20.65,1,table,0.0003,table,1,37.49651,126.957497,0.05,185.34,1,0.067,0.0
1786534765.117,361,1,1,1,0,1,heartbeat,0,7.45,0.48,15.5,15.93,0,table,0.002,table,1,37.49651,126.957497,0.047,185.34,1,0.067,0.0
