pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786532162.208,5067,2,2,0,0,1,change,0,12.28,0.28,43.55,5.96,0,table,0.1622,model,1,37.496479,126.957558,0.013,0.0,1,0.293,0.0
1786532163.219,5077,2,2,2,0,1,heartbeat,0,12.63,-0.32,9999.0,25.0,1,table,0.0001,table,1,37.496479,126.957558,0.017,0.0,1,0.293,0.0
1786532164.26,5087,2,2,2,0,1,heartbeat,0,12.75,-0.17,9999.0,25.0,1,table,0.0004,table,1,37.496479,126.957558,0.015,0.0,1,0.293,0.0
1786532164.78,5092,1,1,2,0,1,change,0,12.69,-0.08,9999.0,25.0,1,table,0.0004,table,1,37.496479,126.957558,0.019,0.0,1,0.293,0.0
1786532169.335,5136,3,3,0,0,1,change,0,5.71,2.44,2.35,37.88,3,safety_floor,0.0005,table,1,37.496479,126.95755,0.014,0.0,1,0.018,0.0
1786532170.352,5146,3,3,3,0,1,heartbeat,0,4.91,0.95,5.19,31.6,1,table,0.0002,table,1,37.496479,126.95755,0.009,0.0,1,0.018,0.0
1786532171.389,5156,3,3,3,0,1,heartbeat,0,5.29,0.36,14.64,24.51,1,table,0.0002,table,1,37.496483,126.95755,0.009,0.0,1,0.018,0.0
1786532171.737,5159,1,1,3,0,1,change,0,5.47,0.16,34.55,30.04,1,table,0.0017,table,1,37.496483,126.95755,0.013,0.0,1,0.018,0.0
1786532176.401,5204,1,1,0,0,1,heartbeat,0,3.49,0.15,24.02,27.82,1,table,0.003,table,1,37.496483,126.957542,0.021,0.0,1,0.085,0.0
1786532177.411,5214,1,1,1,0,1,heartbeat,0,3.51,-0.25,9999.0,30.0,1,table,0.0002,table,1,37.496483,126.957542,0.02,0.0,1,0.085,0.0
1786532178.456,5224,1,1,1,0,1,heartbeat,0,3.47,-0.04,9999.0,30.0,1,table,0.0007,table,1,37.496483,126.957542,0.014,0.0,1,0.085,0.0
1786532184.275,5280,1,1,0,0,1,heartbeat,0,10.68,-3.58,9999.0,25.0,1,table,0.0002,table,1,37.496487,126.957535,0.014,0.0,1,0.026,0.0
1786532185.293,5290,1,1,1,0,1,heartbeat,0,12.02,-2.47,9999.0,25.0,1,table,0.0002,table,1,37.496487,126.957535,0.029,0.0,1,0.026,0.0
1786532186.342,5300,1,1,1,0,1,heartbeat,0,11.58,-0.76,9999.0,25.0,1,table,0.0004,table,1,37.496487,126.957535,0.029,0.0,1,0.026,0.0
1786532191.234,5347,1,1,0,0,1,heartbeat,0,9.34,-0.97,9999.0,30.0,1,table,0.0008,table,1,37.496487,126.957535,0.015,0.0,1,0.098,0.0
1786532192.288,5356,1,1,1,0,1,heartbeat,0,10.3,-1.13,9999.0,25.0,1,table,0.0011,table,1,37.496487,126.957535,0.013,0.0,1,0.098,0.0
1786532193.291,5367,1,1,1,0,1,heartbeat,0,10.37,-0.47,9999.0,25.0,1,table,0.0008,table,1,37.496487,126.957535,0.021,0.0,1,0.098,0.0
1786532198.29,5414,0,0,0,0,1,change,0,8.87,0.22,41.22,6.6,0,table,0.0096,table,1,37.496487,126.957542,0.012,0.0,1,0.075,0.0
1786532199.305,5425,0,0,0,0,1,heartbeat,0,8.83,0.11,78.74,6.6,0,table,0.0028,table,1,37.496483,126.957542,0.014,0.0,1,0.073,0.0
1786532200.368,5434,0,0,0,0,1,heartbeat,0,8.87,0.03,265.17,6.6,0,table,0.0036,table,1,37.496483,126.957542,0.018,0.0,1,0.055,0.0
1786532201.376,5445,0,0,0,0,1,heartbeat,0,8.85,0.02,449.94,6.6,0,table,0.0139,table,1,37.496483,126.957542,0.02,0.0,1,0.055,0.0
1786532202.112,5452,1,1,0,0,1,change,0,8.65,0.19,44.78,24.4,1,table,0.0013,table,1,37.496483,126.95755,0.013,0.0,1,0.055,0.0
1786532203.136,5462,1,1,1,0,1,heartbeat,0,8.05,0.38,21.37,17.87,0,table,0.0006,table,1,37.496487,126.95755,0.011,0.0,1,0.061,0.0
1786532204.154,5471,1,1,1,0,1,heartbeat,0,7.98,0.18,44.44,9.16,0,table,0.0008,table,1,37.496487,126.95755,0.013,0.0,1,0.061,0.0
1786532205.197,5481,0,0,1,0,1,change,0,8.06,0.04,215.31,6.6,0,table,0.0049,table,1,37.496487,126.95755,0.022,0.0,1,0.061,0.0
1786532209.256,5521,1,1,0,0,1,change,0,7.45,-0.06,9999.0,30.0,1,table,0.0001,table,1,37.49649,126.957565,0.021,0.0,1,0.051,0.0
1786532210.264,5531,1,1,1,0,1,heartbeat,0,7.52,-0.09,9999.0,30.0,1,table,0.0002,table,1,37.49649,126.957565,0.034,0.0,1,0.051,0.0
1786532211.309,5541,1,1,1,0,1,heartbeat,0,7.17,0.2,35.42,22.81,1,table,0.0012,table,1,37.49649,126.957573,0.023,0.0,1,0.051,0.0
1786532216.312,5589,1,1,0,0,1,heartbeat,0,8.85,-3.18,9999.0,30.0,1,table,0.0001,table,1,37.496494,126.957581,0.019,0.0,1,0.033,0.0
1786532217.317,5599,1,1,1,0,1,heartbeat,0,9.98,-2.18,9999.0,30.0,1,table,0.0003,table,1,37.496494,126.957581,0.015,0.0,1,0.033,0.0
1786532218.354,5609,1,1,1,0,1,heartbeat,0,9.87,-0.81,9999.0,30.0,1,table,0.0004,table,1,37.496498,126.957581,0.019,0.0,1,0.033,0.0
