pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786576014.383,1274,2,2,0,0,1,change,0,8.95,-0.0,9999.0,30.0,0,ttc_capped,0.6722,model,1,37.496616,126.95752,0.094,0.0,1,0.006,241.21
1786576015.437,1284,2,2,0,0,1,heartbeat,0,8.55,0.29,29.57,25.22,1,table,0.1106,table,1,37.496613,126.95752,0.056,0.0,1,0.009,241.21
1786576016.483,1295,2,2,2,0,1,heartbeat,0,8.6,0.08,110.76,25.22,0,ttc_capped,0.3302,model,1,37.496613,126.95752,0.036,0.0,1,0.009,241.21
1786576017.515,1305,2,2,2,0,1,heartbeat,0,8.62,0.02,433.32,25.22,0,ttc_capped,0.2769,model,1,37.496613,126.95752,0.075,0.0,1,0.025,241.21
1786576018.547,1315,2,2,2,0,1,heartbeat,0,8.63,0.01,842.59,25.22,0,ttc_capped,0.0028,table,1,37.496616,126.95752,0.049,0.0,1,0.027,241.21
1786576019.553,1324,2,2,2,0,1,heartbeat,0,9.47,-0.52,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496624,126.957512,0.127,0.0,1,0.01,241.21
1786576020.286,1331,0,0,2,0,1,change,0,10.31,-0.79,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496628,126.957512,0.05,0.0,1,0.005,241.21
1786576021.331,1342,0,0,0,0,1,heartbeat,0,11.31,-0.9,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496635,126.957504,0.103,0.0,1,0.006,241.21
1786576022.368,1352,0,0,0,0,1,heartbeat,0,12.06,-0.78,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496639,126.957504,0.059,0.0,1,0.009,241.21
1786576023.393,1362,0,0,0,0,1,heartbeat,0,12.8,-0.76,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496651,126.957504,0.038,0.0,1,0.012,241.21
1786576024.399,1371,0,0,0,0,1,heartbeat,0,13.79,-0.88,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496655,126.957497,0.044,0.0,1,0.023,241.21
1786576025.463,1382,0,0,0,0,1,heartbeat,0,14.52,-0.77,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496662,126.957497,0.081,0.0,1,0.01,241.21
