pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786532400.728,1646,2,2,0,0,1,change,0,19.09,-0.0,9999.0,25.0,1,table,0.7738,model,1,37.496643,126.957466,0.036,0.0,1,0.009,0.0
1786532401.767,1656,2,2,0,0,1,heartbeat,0,18.24,0.79,23.05,5.6,0,table,0.2251,model,1,37.496632,126.957466,0.036,0.0,1,0.009,0.0
1786532402.927,1668,2,2,0,0,1,heartbeat,0,16.94,1.07,15.85,5.6,0,table,0.2108,model,1,37.496616,126.957466,0.045,0.0,1,0.009,0.0
1786532409.299,1729,2,2,0,0,1,heartbeat,0,21.01,-1.12,9999.0,18.0,0,table,0.0001,table,1,37.496555,126.957443,0.4,0.0,1,0.036,0.0
1786532410.313,1739,2,2,2,0,1,heartbeat,0,20.31,-0.21,9999.0,18.0,0,table,0.0001,table,1,37.496548,126.957451,0.481,0.0,1,0.036,0.0
1786532411.349,1749,0,0,2,0,1,change,0,19.45,0.37,53.06,5.6,0,table,0.0004,table,1,37.496544,126.957451,0.439,0.0,1,0.036,0.0
1786532416.241,1796,0,0,0,0,1,heartbeat,0,65.46,-22.99,9999.0,5.0,0,table,0.0,table,1,37.496517,126.957466,0.268,144.53,1,0.015,0.0
1786532417.248,1806,0,0,0,0,1,heartbeat,0,74.46,-15.69,9999.0,5.0,0,table,0.0001,table,1,37.496529,126.957466,0.137,138.47,1,0.015,0.0
1786532418.278,1816,0,0,0,0,1,heartbeat,0,73.24,-5.88,9999.0,5.0,0,table,0.0001,table,1,37.496544,126.957458,0.089,136.69,1,0.062,0.0
1786532419.283,1825,0,0,0,0,1,heartbeat,0,71.17,-1.56,9999.0,5.0,0,table,0.0001,table,1,37.496548,126.957458,0.099,134.72,1,0.044,0.0
1786532420.333,1835,0,0,0,0,1,heartbeat,0,69.95,0.0,25127.08,1.6,0,table,0.0001,table,1,37.496552,126.957466,0.046,129.31,1,0.044,0.0
1786532421.368,1845,0,0,0,0,1,heartbeat,0,69.47,0.23,300.57,1.6,0,table,0.0001,table,1,37.496555,126.957466,0.04,128.05,1,0.044,0.0
1786532424.232,1873,0,0,0,0,1,heartbeat,0,72.18,-2.72,9999.0,5.0,0,table,0.0001,table,1,37.496559,126.957474,0.034,128.13,1,0.008,0.0
1786532425.272,1883,0,0,0,0,1,heartbeat,0,73.37,-1.64,9999.0,5.0,0,table,0.0001,table,1,37.496559,126.957474,0.036,127.31,1,0.019,0.0
1786532426.421,1893,0,0,0,0,1,heartbeat,0,72.78,-0.24,9999.0,5.0,0,table,0.0001,table,1,37.496559,126.957481,0.131,125.43,1,0.017,0.0
1786532427.503,1905,0,0,0,0,1,heartbeat,0,71.83,0.4,177.6,4.77,0,table,0.0,table,1,37.496559,126.957489,0.604,134.76,1,0.011,0.0
1786532428.517,1914,0,0,0,0,1,heartbeat,0,70.38,0.97,72.64,8.0,0,table,0.0,table,1,37.496555,126.957497,0.925,135.24,1,0.011,0.0
1786532429.554,1924,0,0,0,0,1,heartbeat,0,68.86,1.23,55.89,1.6,0,table,0.0001,table,1,37.496552,126.957512,0.875,133.31,1,0.011,0.0
1786532433.251,1960,0,0,0,0,1,heartbeat,0,59.89,4.26,14.05,2.6,0,table,0.0002,table,1,37.496548,126.957542,0.714,133.05,1,0.008,0.0
1786532434.288,1970,0,0,0,0,1,heartbeat,0,58.24,2.6,22.38,2.6,0,table,0.0001,table,1,37.496548,126.95755,0.357,120.66,1,0.009,0.0
1786532435.343,1980,0,0,0,0,1,heartbeat,0,59.11,0.54,108.88,2.6,0,table,0.0001,table,1,37.496555,126.957542,0.081,114.08,1,0.01,0.0
1786532436.387,1990,0,0,0,0,1,heartbeat,0,59.92,-0.13,9999.0,10.0,0,table,0.0001,table,1,37.496559,126.95755,0.431,117.5,1,0.01,0.0
1786532437.437,2001,0,0,0,0,1,heartbeat,0,59.11,0.43,136.69,2.6,0,table,0.0001,table,1,37.496555,126.957565,0.729,116.4,1,0.008,0.0
1786532438.472,2011,0,0,0,0,1,heartbeat,0,58.33,0.58,100.75,2.6,0,table,0.0001,table,1,37.496555,126.957565,0.378,113.27,1,0.011,0.0
1786532439.5,2021,0,0,0,0,1,heartbeat,0,58.84,-0.1,9999.0,10.0,0,table,0.0001,table,1,37.496563,126.957558,0.684,113.62,1,0.011,0.0
1786532440.53,2031,0,0,0,0,1,heartbeat,0,59.91,-0.6,9999.0,10.0,0,table,0.0001,table,1,37.496563,126.95755,0.791,119.19,1,0.016,0.0
1786532441.564,2041,0,0,0,0,1,heartbeat,0,60.4,-0.5,9999.0,5.0,0,table,0.0001,table,1,37.496567,126.957542,0.8,125.54,1,0.016,0.0
1786532442.596,2051,0,0,0,0,1,heartbeat,0,60.48,-0.27,9999.0,5.0,0,table,0.0001,table,1,37.496567,126.957535,0.694,125.54,1,0.016,0.0
1786532443.616,2060,0,0,0,0,1,heartbeat,0,60.61,-0.21,9999.0,5.0,0,table,0.0001,table,1,37.496567,126.957527,0.617,112.02,1,0.018,0.0
1786532444.668,2070,0,0,0,0,1,heartbeat,0,60.43,0.03,2113.35,1.6,0,table,0.0003,table,1,37.496563,126.957535,0.217,105.9,1,0.014,0.0
1786532445.702,2080,0,0,0,0,1,heartbeat,0,59.32,0.64,92.5,2.6,0,table,0.0002,table,1,37.496555,126.957542,0.359,105.9,1,0.01,0.0
1786532446.74,2091,0,0,0,0,1,heartbeat,0,58.69,0.58,100.98,2.6,0,table,0.0001,table,1,37.496555,126.957542,0.244,71.95,1,0.018,0.0
1786532447.777,2101,0,0,0,0,1,heartbeat,0,57.91,0.75,77.11,12.05,0,table,0.0,table,1,37.496552,126.95755,0.165,0.0,1,0.017,0.0
1786532448.825,2111,0,0,0,0,1,heartbeat,0,57.12,0.72,79.38,13.0,0,table,0.0001,table,1,37.496548,126.95755,0.124,0.0,1,0.019,0.0
1786532449.842,2120,0,0,0,0,1,heartbeat,0,56.55,0.66,85.49,2.6,0,table,0.0002,table,1,37.496544,126.957558,0.654,0.0,1,0.017,0.0
1786532450.866,2130,0,0,0,0,1,heartbeat,0,54.88,1.24,44.43,2.6,0,table,0.0002,table,1,37.496536,126.957573,0.933,0.0,1,0.016,0.0
1786532451.905,2140,0,0,0,0,1,heartbeat,0,52.68,1.78,29.58,2.6,0,table,0.0002,table,1,37.496521,126.957588,0.719,0.0,1,0.013,0.0
1786532452.961,2150,0,0,0,0,1,heartbeat,0,51.92,1.07,48.67,2.6,0,table,0.0001,table,1,37.496521,126.957581,0.725,0.0,1,0.009,0.0
1786532454.008,2160,0,0,0,0,1,heartbeat,0,52.21,0.32,162.95,2.6,0,table,0.0002,table,1,37.496521,126.957581,0.28,0.0,1,0.023,0.0
