pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786540176.237,0,1,1,0,0,1,change,0,7.97,0.01,664.93,33.0,1,table,0.0028,table,1,37.496452,126.957489,0.01,0.0,1,0.005,0.0
1786540177.285,10,1,1,0,0,1,heartbeat,0,8.3,-0.18,9999.0,30.0,1,table,0.0011,table,1,37.496452,126.957489,0.016,0.0,1,0.013,0.0
1786540178.382,18,1,1,0,0,1,heartbeat,0,8.24,-0.02,9999.0,30.0,1,table,0.0001,table,1,37.496452,126.957497,0.033,0.0,1,0.011,0.0
1786540224.685,356,1,1,0,0,1,heartbeat,0,5.41,0.01,383.78,21.54,1,table,0.0069,table,1,37.496494,126.957481,0.129,0.0,1,0.014,0.0
1786540225.714,366,1,1,0,0,1,heartbeat,0,6.26,-0.93,9999.0,30.0,1,table,0.0001,table,1,37.49649,126.957474,0.05,0.0,1,0.01,0.0
1786540226.755,376,1,1,0,0,1,heartbeat,0,6.48,-0.43,9999.0,30.0,1,table,0.0001,table,1,37.49649,126.957474,0.046,0.0,1,0.012,0.0
1786540227.82,384,1,1,0,0,1,heartbeat,0,6.37,-0.14,9999.0,30.0,1,table,0.0004,table,1,37.49649,126.957474,0.341,0.0,1,0.036,0.0
1786540228.841,396,1,1,0,0,1,heartbeat,0,6.8,-0.37,9999.0,30.0,1,table,0.0001,table,1,37.496483,126.957466,0.136,0.0,1,0.017,0.0
1786540229.885,406,1,1,0,0,1,heartbeat,0,7.8,-0.73,9999.0,30.0,1,table,0.0001,table,1,37.496479,126.957458,0.07,0.0,1,0.018,0.0
1786540230.931,416,1,1,0,0,1,heartbeat,0,8.62,-0.76,9999.0,30.0,1,table,0.0001,table,1,37.496479,126.957451,0.08,0.0,1,0.049,0.0
1786540231.938,425,1,1,0,0,1,heartbeat,0,9.16,-0.63,9999.0,30.0,1,table,0.0001,table,1,37.496471,126.957451,0.074,0.0,1,0.014,0.0
1786540232.988,435,1,1,0,0,1,heartbeat,0,9.46,-0.44,9999.0,30.0,1,table,0.0001,table,1,37.496468,126.957451,0.035,0.0,1,0.004,0.0
1786540234.036,445,1,1,0,0,1,heartbeat,0,9.67,-0.3,9999.0,30.0,1,table,0.0001,table,1,37.496464,126.957451,0.048,0.0,1,0.005,0.0
1786540235.088,455,1,1,0,0,1,heartbeat,0,9.81,-0.23,9999.0,30.0,1,table,0.0001,table,1,37.496464,126.957451,0.039,0.0,1,0.005,0.0
1786540236.141,465,1,1,0,0,1,heartbeat,0,9.46,0.07,143.46,6.6,0,table,0.0007,table,1,37.49646,126.957458,0.042,0.0,1,0.01,0.0
1786540237.296,475,1,1,0,0,1,heartbeat,0,9.59,-0.04,9999.0,30.0,1,table,0.0001,table,1,37.49646,126.957458,0.024,0.0,1,0.006,0.0
