시각,경과초,시각ms,IMU시각ms,부팅횟수,리셋원인,GPS복구횟수,마지막GPS복구ms,위험,차량위험,차량위험경과ms,RSU위험,RSU위험경과ms,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,IMU방향유효,IMU방향,방향가속도크기,방향자이로크기,방향자세cos,자기모델잔차,자기모델반경,방향채택,방향거부,송신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,차량수신
17:04:53,0.299,2631810,2631798,356,POWER_ON,0,0,0,0,-1,0,153,1,37.496338,126.958389,0.348,0.0,0.499,1,17.8,"6.373,5.574,-1.077","52.519,37.092,-4.656","-39.150,101.250,-56.400",0,342.7,8.54,64.46,0.6519,1.00,1.144,7129,315332,24823,7,1.22,37.496341,126.958378,4905,12,8,3,-79,-75.1,24555,78,24555
17:04:53,0.300,2632020,2632008,356,POWER_ON,0,0,0,0,-1,0,145,1,37.496338,126.958389,0.348,0.0,0.499,1,17.8,"7.590,6.732,-0.460","26.023,10.237,8.084","-40.200,97.050,-60.750",0,342.7,10.16,29.11,0.7434,1.00,1.144,7129,315358,24825,7,1.22,37.496341,126.958378,4905,12,8,3,-74,-75.2,24557,81,24557
17:04:53,0.415,2632231,2632219,356,POWER_ON,0,0,0,0,-1,0,155,1,37.496338,126.958382,0.280,0.0,0.154,1,17.8,"7.092,5.914,-0.718","3.176,19.542,9.718","-41.550,94.800,-59.850",0,342.7,9.26,22.05,0.7212,1.00,1.144,7129,315384,24827,7,1.22,37.496338,126.958377,4906,12,8,3,-80,-76.6,24559,86,24559
17:04:53,0.735,2632443,2632431,356,POWER_ON,0,0,0,0,-1,0,164,1,37.496338,126.958382,0.280,0.0,0.154,1,17.8,"6.833,6.584,0.373","-15.374,7.191,3.107","-43.050,92.550,-59.850",0,342.7,9.50,17.25,0.7964,1.00,1.144,7129,315410,24829,7,1.22,37.496338,126.958377,4906,12,8,3,-79,-77.5,24562,0,24562
17:04:54,1.083,2632760,2632748,356,POWER_ON,0,0,0,0,-1,0,54,1,37.496338,126.958382,0.280,0.0,0.154,1,17.8,"7.264,6.206,-0.417","8.908,-2.130,-9.427","-43.950,91.650,-62.700",0,342.7,9.56,13.14,0.7445,1.00,1.144,7129,315449,24832,7,1.22,37.496338,126.958377,4906,12,8,3,-72,-75.6,24565,4,24565
17:04:54,1.169,2632970,2632958,356,POWER_ON,0,0,0,0,-1,0,264,1,37.496338,126.958382,0.280,0.0,0.154,1,17.8,"8.361,7.063,-1.020","5.145,-5.740,-17.595","-43.050,93.000,-59.100",0,342.7,10.99,19.21,0.7106,1.00,1.144,7129,315475,24834,7,1.22,37.496338,126.958377,4906,12,8,3,-71,-74.1,24567,4,24567
17:04:54,1.583,2633075,2633063,356,POWER_ON,0,0,0,0,-1,0,62,1,37.496338,126.958382,0.280,0.0,0.154,1,17.8,"7.738,5.095,-1.125","31.313,6.496,-7.023","-40.950,93.900,-61.950",0,342.7,9.33,32.74,0.6837,1.00,1.144,7129,315488,24835,7,1.22,37.496338,126.958377,4906,12,8,3,-71,-74.1,24567,109,24567
17:04:54,1.855,2633604,2633592,356,POWER_ON,0,0,0,0,-1,0,171,1,37.496338,126.958382,0.276,0.0,0.268,1,17.8,"6.809,7.130,-3.553","56.137,39.786,-5.443","-46.500,77.250,-69.750",0,342.7,10.48,69.02,0.5721,1.00,1.144,7129,315553,24840,7,1.22,37.496336,126.958378,4907,12,8,3,-63,-67.4,24572,25,24572
17:04:54,1.879,2633815,2633803,356,POWER_ON,0,0,0,0,-1,0,170,1,37.496338,126.958382,0.276,0.0,0.268,1,17.8,"6.761,6.369,-4.080","17.473,7.267,3.557","-49.650,72.000,-71.700",0,342.7,10.14,19.26,0.4520,1.00,1.144,7129,315579,24842,7,1.22,37.496336,126.958378,4907,12,8,3,-68,-67.3,24574,28,24574
17:04:55,1.981,2633920,2633908,356,POWER_ON,0,0,0,0,-1,0,75,1,37.496338,126.958382,0.276,0.0,0.268,1,17.8,"6.091,6.369,-2.356","2.695,5.863,2.802","-51.150,72.450,-71.100",0,342.7,9.12,7.03,0.5798,1.00,1.144,7129,315592,24843,7,1.22,37.496336,126.958378,4907,12,8,3,-69,-67.6,24575,33,24575
17:04:55,2.467,2634025,2634013,356,POWER_ON,0,0,0,0,-1,0,180,1,37.496338,126.958382,0.276,0.0,0.268,1,17.8,"6.603,6.536,-2.490","-17.718,17.084,0.260","-54.000,71.850,-69.750",0,342.7,9.62,24.61,0.5809,1.00,1.144,7129,315605,24844,7,1.22,37.496336,126.958378,4907,12,8,3,-70,-68.1,24576,37,24576
17:04:57,4.089,2634448,2634436,356,POWER_ON,0,0,0,0,-1,0,113,1,37.496338,126.958382,0.213,0.0,0.098,1,17.8,"5.612,5.109,0.742","-26.038,0.420,5.198","-57.750,79.500,-61.050",0,342.7,7.63,26.56,0.8308,1.00,1.144,7129,315657,24848,7,1.55,37.496332,126.958378,4908,12,8,3,-67,-67.9,24580,37,24580
17:04:57,4.288,2636031,2636019,356,POWER_ON,0,0,0,0,-1,0,186,1,37.496334,126.958382,0.200,0.0,0.175,1,17.8,"7.915,5.401,0.268","-7.634,-9.534,0.183","-58.650,80.850,-60.000",0,342.7,9.59,12.22,0.7849,1.00,1.144,7129,315852,24863,7,1.22,37.496329,126.958383,4909,12,8,3,-61,-65.1,24595,87,24595
17:04:57,4.689,2636136,2636124,356,POWER_ON,0,0,0,0,-1,0,66,1,37.496330,126.958382,0.179,0.0,0.139,1,17.8,"7.920,5.420,0.804","-4.504,-2.450,1.832","-58.650,78.900,-59.400",0,342.7,9.63,5.44,0.8179,1.00,1.144,7129,315865,24864,7,1.22,37.496323,126.958378,4910,12,8,3,-60,-64.1,24596,91,24596
17:04:57,4.892,2636559,2636547,356,POWER_ON,0,0,0,0,-1,0,67,1,37.496330,126.958382,0.179,0.0,0.139,1,17.8,"7.542,5.693,2.169","-23.420,-1.664,-0.252","-57.900,83.550,-58.200",0,342.7,9.70,23.48,0.8934,1.00,1.144,7129,315917,24868,7,1.22,37.496323,126.958378,4910,12,8,3,-63,-62.4,24601,8,24601
17:04:58,4.943,2636665,2636653,356,POWER_ON,0,0,0,0,-1,0,173,1,37.496330,126.958382,0.179,0.0,0.139,1,17.8,"7.489,5.641,1.963","-6.176,1.481,3.160","-56.550,84.450,-55.800",0,342.7,9.58,7.09,0.8846,1.00,1.144,7129,315930,24869,7,1.22,37.496323,126.958378,4910,12,8,3,-66,-63.1,24602,12,24602
17:04:58,4.961,2636875,2636863,356,POWER_ON,0,0,0,0,-1,0,174,1,37.496330,126.958382,0.179,0.0,0.139,1,17.8,"7.772,5.588,2.078","-8.420,-2.588,4.214","-58.050,84.450,-56.250",0,342.7,9.80,9.76,0.8865,1.00,1.144,7129,315956,24871,7,1.22,37.496323,126.958378,4910,12,8,3,-68,-64.9,24604,21,24604
17:04:58,5.013,2636980,2636968,356,POWER_ON,0,0,0,0,-1,0,76,1,37.496330,126.958382,0.179,0.0,0.139,1,17.8,"8.102,5.076,1.470","-34.420,-24.221,1.947","-58.200,86.250,-56.100",0,342.7,9.67,42.13,0.8508,1.00,1.144,7129,315969,24872,7,1.22,37.496323,126.958378,4910,12,8,3,-69,-65.7,24605,23,24605
