wall_time,age_sec,kind,risk,node_id,raw_or_json
1782982018.786,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25251, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2556772, ""rx_ms"": 2605529, ""recv_count"": 25252, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982018.806,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11413, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1156919, ""rx_ms"": 2605541, ""recv_count"": 25128, ""lost_count"": 117358, ""rssi"": -35, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982018.889,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25252, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2556874, ""rx_ms"": 2605631, ""recv_count"": 25253, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982018.909,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11414, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157020, ""rx_ms"": 2605645, ""recv_count"": 25129, ""lost_count"": 117358, ""rssi"": -34, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982018.989,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25253, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2556975, ""rx_ms"": 2605731, ""recv_count"": 25254, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.009,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11415, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157122, ""rx_ms"": 2605744, ""recv_count"": 25130, ""lost_count"": 117358, ""rssi"": -34, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.094,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25254, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557077, ""rx_ms"": 2605836, ""recv_count"": 25255, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.114,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11416, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157222, ""rx_ms"": 2605850, ""recv_count"": 25131, ""lost_count"": 117358, ""rssi"": -35, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.191,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25255, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557178, ""rx_ms"": 2605934, ""recv_count"": 25256, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.211,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11417, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157322, ""rx_ms"": 2605946, ""recv_count"": 25132, ""lost_count"": 117358, ""rssi"": -34, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.292,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25256, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557279, ""rx_ms"": 2606035, ""recv_count"": 25257, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.312,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11418, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157425, ""rx_ms"": 2606048, ""recv_count"": 25133, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.395,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25257, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557381, ""rx_ms"": 2606137, ""recv_count"": 25258, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.415,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11419, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157526, ""rx_ms"": 2606153, ""recv_count"": 25134, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.501,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25258, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557482, ""rx_ms"": 2606243, ""recv_count"": 25259, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.521,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11420, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157629, ""rx_ms"": 2606256, ""recv_count"": 25135, ""lost_count"": 117358, ""rssi"": -38, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.599,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25259, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557584, ""rx_ms"": 2606342, ""recv_count"": 25260, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.620,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11421, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157729, ""rx_ms"": 2606354, ""recv_count"": 25136, ""lost_count"": 117358, ""rssi"": -40, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.698,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25260, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557685, ""rx_ms"": 2606441, ""recv_count"": 25261, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.718,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11422, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157833, ""rx_ms"": 2606457, ""recv_count"": 25137, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.799,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25261, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557786, ""rx_ms"": 2606542, ""recv_count"": 25262, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.819,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11423, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1157933, ""rx_ms"": 2606559, ""recv_count"": 25138, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982019.901,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25262, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557887, ""rx_ms"": 2606644, ""recv_count"": 25263, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982019.921,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11424, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1158033, ""rx_ms"": 2606661, ""recv_count"": 25139, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982020.001,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25263, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2557988, ""rx_ms"": 2606744, ""recv_count"": 25264, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982020.021,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11425, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1158135, ""rx_ms"": 2606757, ""recv_count"": 25140, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982020.104,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25264, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2558090, ""rx_ms"": 2606846, ""recv_count"": 25265, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982020.124,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11426, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1158235, ""rx_ms"": 2606859, ""recv_count"": 25141, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982020.205,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25265, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2558192, ""rx_ms"": 2606948, ""recv_count"": 25266, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982020.225,0.000,cane,,4125577512,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 11427, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 1158337, ""rx_ms"": 2606960, ""recv_count"": 25142, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982020.307,0.000,vehicle,,2882630492,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 25266, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 90.0, ""node_risk"": 0, ""tx_ms"": 2558294, ""rx_ms"": 2607050, ""recv_count"": 25267, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
