"wall_time","elapsed_s","type","node_id","risk_level","lat","lng","speed_mps","heading_deg","seq","raw"
"1782980940.650","0.018","text","","","","","","","","4,""rx_ms"":1407570,""recv_count"":12639,""lost_count"":0,""rssi"":-36,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980940.752","0.121","cane","4125577512","","37.0","127.0","0.0","0.0","12639","{""type"":""cane"",""node_id"":4125577512,""seq"":12639,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265314,""rx_ms"":1407672,""recv_count"":12640,""lost_count"":0,""rssi"":-33,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980940.850","0.218","cane","4125577512","","37.0","127.0","0.0","0.0","12640","{""type"":""cane"",""node_id"":4125577512,""seq"":12640,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265414,""rx_ms"":1407770,""recv_count"":12641,""lost_count"":0,""rssi"":-37,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980940.950","0.318","cane","4125577512","","37.0","127.0","0.0","0.0","12641","{""type"":""cane"",""node_id"":4125577512,""seq"":12641,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265514,""rx_ms"":1407870,""recv_count"":12642,""lost_count"":0,""rssi"":-35,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.050","0.418","cane","4125577512","","37.0","127.0","0.0","0.0","12642","{""type"":""cane"",""node_id"":4125577512,""seq"":12642,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265614,""rx_ms"":1407970,""recv_count"":12643,""lost_count"":0,""rssi"":-34,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.150","0.518","cane","4125577512","","37.0","127.0","0.0","0.0","12643","{""type"":""cane"",""node_id"":4125577512,""seq"":12643,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265714,""rx_ms"":1408070,""recv_count"":12644,""lost_count"":0,""rssi"":-33,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.250","0.618","cane","4125577512","","37.0","127.0","0.0","0.0","12644","{""type"":""cane"",""node_id"":4125577512,""seq"":12644,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265814,""rx_ms"":1408170,""recv_count"":12645,""lost_count"":0,""rssi"":-32,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.353","0.722","cane","4125577512","","37.0","127.0","0.0","0.0","12645","{""type"":""cane"",""node_id"":4125577512,""seq"":12645,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1265914,""rx_ms"":1408273,""recv_count"":12646,""lost_count"":0,""rssi"":-34,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.450","0.818","cane","4125577512","","37.0","127.0","0.0","0.0","12646","{""type"":""cane"",""node_id"":4125577512,""seq"":12646,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1266014,""rx_ms"":1408370,""recv_count"":12647,""lost_count"":0,""rssi"":-33,""src_mac"":""30:76:F5:E7:51:28""}"
"1782980941.550","0.918","cane","4125577512","","37.0","127.0","0.0","0.0","12647","{""type"":""cane"",""node_id"":4125577512,""seq"":12647,""gps_valid"":1,""lat"":37.000000,""lng"":127.000000,""speed_mps"":0.000,""heading_deg"":0.00,""node_risk"":0,""tx_ms"":1266114,""rx_ms"":1408470,""recv_count"":12648,""lost_count"":0,""rssi"":-34,""src_mac"":""30:76:F5:E7:51:28""}"
