wall_time,elapsed_s,gap_s,type,seq,rssi,distance_m,ttc_s,node_risk,computed_risk,vehicle_risk,cane_risk,final_risk,reason,raw
1782982983.084,3.638,0.081,vehicle,34771,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34771, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521120, ""rx_ms"": 3569862, ""recv_count"": 34772, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.104,3.658,0.020,cane,20933,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20933, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121257, ""rx_ms"": 3569875, ""recv_count"": 34648, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.186,3.740,0.082,vehicle,34772,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34772, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521222, ""rx_ms"": 3569964, ""recv_count"": 34773, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.206,3.760,0.020,cane,20934,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20934, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121357, ""rx_ms"": 3569977, ""recv_count"": 34649, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.289,3.843,0.083,vehicle,34773,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34773, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521324, ""rx_ms"": 3570067, ""recv_count"": 34774, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.310,3.864,0.020,cane,20935,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20935, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121459, ""rx_ms"": 3570080, ""recv_count"": 34650, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.391,3.945,0.081,vehicle,34774,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34774, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521425, ""rx_ms"": 3570169, ""recv_count"": 34775, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.411,3.965,0.020,cane,20936,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20936, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121562, ""rx_ms"": 3570181, ""recv_count"": 34651, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.490,4.044,0.079,vehicle,34775,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34775, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521526, ""rx_ms"": 3570268, ""recv_count"": 34776, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.510,4.064,0.020,cane,20937,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20937, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121664, ""rx_ms"": 3570282, ""recv_count"": 34652, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.591,4.145,0.081,vehicle,34776,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34776, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521627, ""rx_ms"": 3570369, ""recv_count"": 34777, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.611,4.165,0.020,cane,20938,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20938, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121764, ""rx_ms"": 3570382, ""recv_count"": 34653, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.693,4.247,0.082,vehicle,34777,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34777, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521729, ""rx_ms"": 3570471, ""recv_count"": 34778, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.714,4.267,0.020,cane,20939,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20939, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121864, ""rx_ms"": 3570484, ""recv_count"": 34654, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.796,4.350,0.083,vehicle,34778,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34778, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000046, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3521831, ""rx_ms"": 3570574, ""recv_count"": 34779, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.816,4.370,0.020,cane,20940,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20940, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2121966, ""rx_ms"": 3570587, ""recv_count"": 34655, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.896,4.450,0.080,vehicle,34779,-12,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34779, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 3, ""tx_ms"": 3521932, ""rx_ms"": 3570674, ""recv_count"": 34780, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982983.916,4.470,0.020,cane,20941,-39,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20941, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 3, ""tx_ms"": 2122068, ""rx_ms"": 3570687, ""recv_count"": 34656, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982983.998,4.552,0.082,vehicle,34780,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34780, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522034, ""rx_ms"": 3570776, ""recv_count"": 34781, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.018,4.572,0.020,cane,20942,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20942, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122170, ""rx_ms"": 3570789, ""recv_count"": 34657, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.103,4.657,0.085,vehicle,34781,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34781, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522136, ""rx_ms"": 3570881, ""recv_count"": 34782, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.124,4.677,0.020,cane,20943,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20943, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122271, ""rx_ms"": 3570902, ""recv_count"": 34658, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.201,4.755,0.077,vehicle,34782,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34782, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522237, ""rx_ms"": 3570979, ""recv_count"": 34783, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.221,4.775,0.020,cane,20944,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20944, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122371, ""rx_ms"": 3570991, ""recv_count"": 34659, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.302,4.856,0.081,vehicle,34783,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34783, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522338, ""rx_ms"": 3571080, ""recv_count"": 34784, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.322,4.876,0.020,cane,20945,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20945, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122474, ""rx_ms"": 3571092, ""recv_count"": 34660, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.403,4.957,0.081,vehicle,34784,-9,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34784, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522439, ""rx_ms"": 3571181, ""recv_count"": 34785, ""lost_count"": 0, ""rssi"": -9, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.423,4.977,0.020,cane,20946,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20946, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122575, ""rx_ms"": 3571193, ""recv_count"": 34661, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.504,5.058,0.081,vehicle,34785,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34785, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522540, ""rx_ms"": 3571282, ""recv_count"": 34786, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.524,5.078,0.020,cane,20947,-37,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20947, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122676, ""rx_ms"": 3571296, ""recv_count"": 34662, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.605,5.159,0.080,vehicle,34786,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34786, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522641, ""rx_ms"": 3571383, ""recv_count"": 34787, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.625,5.179,0.020,cane,20948,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20948, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122777, ""rx_ms"": 3571400, ""recv_count"": 34663, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.707,5.261,0.082,vehicle,34787,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34787, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522742, ""rx_ms"": 3571485, ""recv_count"": 34788, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.727,5.281,0.020,cane,20949,-38,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20949, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122878, ""rx_ms"": 3571502, ""recv_count"": 34664, ""lost_count"": 117358, ""rssi"": -38, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.809,5.363,0.082,vehicle,34788,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34788, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522844, ""rx_ms"": 3571588, ""recv_count"": 34789, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.830,5.384,0.020,cane,20950,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20950, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2122980, ""rx_ms"": 3571604, ""recv_count"": 34665, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982984.914,5.468,0.084,vehicle,34789,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34789, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3522946, ""rx_ms"": 3571692, ""recv_count"": 34790, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982984.934,5.488,0.020,cane,20951,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20951, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2123083, ""rx_ms"": 3571707, ""recv_count"": 34666, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.011,5.565,0.077,vehicle,34790,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34790, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523047, ""rx_ms"": 3571789, ""recv_count"": 34791, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.031,5.585,0.020,cane,20952,-38,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20952, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2123187, ""rx_ms"": 3571805, ""recv_count"": 34667, ""lost_count"": 117358, ""rssi"": -38, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.112,5.666,0.081,vehicle,34791,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34791, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523148, ""rx_ms"": 3571890, ""recv_count"": 34792, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.132,5.686,0.020,cane,20953,-39,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20953, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2123287, ""rx_ms"": 3571905, ""recv_count"": 34668, ""lost_count"": 117358, ""rssi"": -39, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.213,5.767,0.081,vehicle,34792,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34792, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523249, ""rx_ms"": 3571992, ""recv_count"": 34793, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.234,5.788,0.020,cane,20954,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20954, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2123387, ""rx_ms"": 3572008, ""recv_count"": 34669, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.316,5.870,0.082,vehicle,34793,-12,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34793, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000038, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523350, ""rx_ms"": 3572094, ""recv_count"": 34794, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.336,5.890,0.020,cane,20955,-36,-,-,2,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20955, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 2, ""tx_ms"": 2123487, ""rx_ms"": 3572107, ""recv_count"": 34670, ""lost_count"": 117358, ""rssi"": -36, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.415,5.969,0.078,vehicle,34794,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34794, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000031, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523451, ""rx_ms"": 3572193, ""recv_count"": 34795, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.435,5.989,0.020,cane,20956,-37,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20956, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 3, ""tx_ms"": 2123587, ""rx_ms"": 3572207, ""recv_count"": 34671, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.516,6.070,0.081,vehicle,34795,-12,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34795, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000031, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 3, ""tx_ms"": 3523552, ""rx_ms"": 3572294, ""recv_count"": 34796, ""lost_count"": 0, ""rssi"": -12, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.536,6.090,0.020,cane,20957,-38,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20957, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 3, ""tx_ms"": 2123688, ""rx_ms"": 3572307, ""recv_count"": 34672, ""lost_count"": 117358, ""rssi"": -38, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.619,6.173,0.083,vehicle,34796,-11,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34796, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000031, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523654, ""rx_ms"": 3572397, ""recv_count"": 34797, ""lost_count"": 0, ""rssi"": -11, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.639,6.193,0.020,cane,20958,-37,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20958, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 3, ""tx_ms"": 2123789, ""rx_ms"": 3572410, ""recv_count"": 34673, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.723,6.277,0.084,vehicle,34797,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34797, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000031, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523755, ""rx_ms"": 3572501, ""recv_count"": 34798, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
1782982985.743,6.297,0.020,cane,20959,-37,-,-,3,0,0,0,0,safe_distance_and_ttc,"{""type"": ""cane"", ""node_id"": 4125577512, ""seq"": 20959, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.0, ""speed_mps"": 0.0, ""heading_deg"": 0.0, ""node_risk"": 3, ""tx_ms"": 2123892, ""rx_ms"": 3572515, ""recv_count"": 34674, ""lost_count"": 117358, ""rssi"": -37, ""src_mac"": ""30:76:F5:E7:51:28""}"
1782982985.821,6.375,0.078,vehicle,34798,-10,-,-,0,0,0,0,0,safe_distance_and_ttc,"{""type"": ""vehicle"", ""node_id"": 2882630492, ""seq"": 34798, ""gps_valid"": 1, ""lat"": 37.0, ""lng"": 127.000031, ""speed_mps"": 0.42, ""heading_deg"": 270.0, ""node_risk"": 0, ""tx_ms"": 3523857, ""rx_ms"": 3572599, ""recv_count"": 34799, ""lost_count"": 0, ""rssi"": -10, ""src_mac"": ""1C:C3:AB:D1:73:5C""}"
