rx_wall,node_id,distance_m,closing_mps,ttc_s,risk_level,reason,sent
1782723651.021,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.221,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.821,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723651.925,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.021,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.221,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.525,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.721,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723652.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.021,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.422,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.624,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.822,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723653.921,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.221,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.621,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.723,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723654.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.021,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.222,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723655.921,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723656.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.422,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723657.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.024,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.122,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.522,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.721,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723658.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.122,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723659.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723660.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.621,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723661.921,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.025,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723662.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.623,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723663.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.023,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.521,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723664.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723665.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723666.922,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.320,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.721,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723667.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.325,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723668.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.322,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.622,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723669.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.323,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.822,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723670.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723671.926,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.020,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.524,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.723,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723672.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.821,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723673.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.321,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723674.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.421,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723675.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.323,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723676.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723677.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.520,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723678.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.121,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.221,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.724,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723679.922,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.120,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.420,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.720,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723680.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.220,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723681.920,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.321,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.820,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723682.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.425,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.620,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723683.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.334,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723684.921,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.219,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.619,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.719,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723685.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.119,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.222,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.319,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.519,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.621,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.718,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723686.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.118,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.218,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.318,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.419,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.518,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.618,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.718,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.819,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723687.919,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723688.019,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723688.118,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
1782723688.218,2882630492,2.00,8.00,0.25,3,sim ttc<1.5s,
