시각,경과초,노드,항목,값
16:05:23,0.29,차량,위험,0
16:05:23,0.30,차량,원시위험,0
16:05:23,0.31,차량,GPS유효,0
16:05:23,0.32,차량,위도,0.000000
16:05:23,0.33,차량,경도,0.000000
16:05:23,0.34,차량,속도,0.00
16:05:23,0.35,차량,방향,0.0
16:05:23,0.36,차량,가속도,"-0.40,1.19,9.51"
16:05:23,0.37,차량,자이로,"1.4,0.3,-0.6"
16:05:23,0.37,차량,충격값,0.15
16:05:23,0.38,차량,송신,3129
16:05:23,0.39,차량,지팡이수신,2294
16:05:23,0.39,차량,GPS위성,0
16:05:23,0.40,차량,GPS_HDOP,99.00
16:05:23,0.41,차량,원시위도,0.000000
16:05:23,0.41,차량,원시경도,0.000000
16:05:23,0.42,차량,GPS채택,0
16:05:23,0.43,차량,GPS이상치거부,0
16:05:23,0.43,차량,GPS품질거부,0
16:05:23,0.44,차량,GPS재기준,0
16:05:23,0.45,차량,계산거리,-1.00
16:05:23,0.45,차량,접근속도,0.00
16:05:23,0.46,차량,TTC,999.00
16:05:23,0.46,차량,방향오차,0.0
16:05:23,0.47,차량,전방여부,0
16:05:23,0.48,차량,위험음성횟수,0
16:05:23,0.48,차량,충격음성횟수,0
16:05:23,0.49,차량,마지막위험음성,0
16:05:23,0.50,차량,RSSI원시,-55
16:05:23,0.50,차량,RSSI평활,-55.7
16:05:23,0.51,차량,RSSI샘플,2294
16:05:23,0.52,차량,RSSI경과ms,69
16:05:23,0.52,차량,위험송신,2294
16:05:24,1.29,차량,위험,0
16:05:24,1.30,차량,원시위험,0
16:05:24,1.32,차량,GPS유효,0
16:05:24,1.33,차량,위도,0.000000
16:05:24,1.34,차량,경도,0.000000
16:05:24,1.35,차량,속도,0.00
16:05:24,1.35,차량,방향,0.0
16:05:24,1.36,차량,가속도,"-0.42,1.25,9.56"
16:05:24,1.37,차량,자이로,"-1.1,2.2,-3.2"
16:05:24,1.38,차량,충격값,0.06
16:05:24,1.38,차량,송신,3138
16:05:24,1.39,차량,지팡이수신,2304
16:05:24,1.40,차량,GPS위성,0
16:05:24,1.40,차량,GPS_HDOP,99.00
16:05:24,1.41,차량,원시위도,0.000000
16:05:24,1.42,차량,원시경도,0.000000
16:05:24,1.42,차량,GPS채택,0
16:05:24,1.43,차량,GPS이상치거부,0
16:05:24,1.44,차량,GPS품질거부,0
16:05:24,1.44,차량,GPS재기준,0
16:05:24,1.45,차량,계산거리,-1.00
16:05:24,1.46,차량,접근속도,0.00
16:05:24,1.46,차량,TTC,999.00
16:05:24,1.47,차량,방향오차,0.0
16:05:24,1.47,차량,전방여부,0
16:05:24,1.48,차량,위험음성횟수,0
16:05:24,1.49,차량,충격음성횟수,0
16:05:24,1.49,차량,마지막위험음성,0
16:05:24,1.50,차량,RSSI원시,-54
16:05:24,1.51,차량,RSSI평활,-55.4
16:05:24,1.51,차량,RSSI샘플,2304
16:05:24,1.52,차량,RSSI경과ms,16
16:05:24,1.53,차량,위험송신,2304
16:05:25,2.32,차량,위험,0
16:05:25,2.33,차량,원시위험,0
16:05:25,2.34,차량,GPS유효,0
16:05:25,2.35,차량,위도,0.000000
16:05:25,2.36,차량,경도,0.000000
16:05:25,2.37,차량,속도,0.00
16:05:25,2.38,차량,방향,0.0
16:05:25,2.39,차량,가속도,"-0.48,1.24,9.49"
16:05:25,2.40,차량,자이로,"2.0,-1.2,-0.7"
16:05:25,2.41,차량,충격값,0.13
16:05:25,2.42,차량,송신,3148
16:05:25,2.42,차량,지팡이수신,2313
16:05:25,2.43,차량,GPS위성,0
16:05:25,2.44,차량,GPS_HDOP,99.00
16:05:25,2.44,차량,원시위도,0.000000
