시각,경과초,시각ms,IMU시각ms,부팅횟수,리셋원인,GPS복구횟수,마지막GPS복구ms,위험,차량위험,차량위험경과ms,RSU위험,RSU위험경과ms,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,IMU방향유효,IMU방향,방향가속도크기,방향자이로크기,방향자세cos,자기모델잔차,자기모델반경,방향채택,방향거부,송신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,차량수신
17:23:27,0.268,340289,340277,357,POWER_ON,0,0,0,0,-1,0,177,1,37.496349,126.958344,0.061,0.0,0.051,1,266.6,"7.805,2.030,5.152","2.183,-0.748,-0.718","-42.300,97.200,2.850",0,78.4,9.57,2.42,0.9242,10.80,1.184,2631,37796,3111,8,1.35,37.496347,126.958341,1467,0,19,0,-76,-71.2,3158,22,3158
17:23:27,0.390,340395,340383,357,POWER_ON,0,0,0,0,-1,0,78,1,37.496346,126.958344,0.060,0.0,0.057,1,266.6,"7.815,1.925,5.416","-2.603,1.656,-0.962","-43.800,95.250,4.650",0,78.4,9.70,3.23,0.9240,10.80,1.184,2631,37809,3112,8,1.35,37.496347,126.958342,1468,0,19,0,-76,-72.1,3159,22,3159
17:23:27,0.404,340501,340489,357,POWER_ON,0,0,0,0,-1,0,184,1,37.496346,126.958344,0.060,0.0,0.057,1,266.6,"7.882,1.829,5.023","-11.420,-7.672,-0.672","-44.400,95.100,2.700",0,78.4,9.52,13.77,0.9140,10.80,1.184,2631,37822,3113,8,1.35,37.496347,126.958342,1468,0,19,0,-76,-72.9,3160,27,3160
17:23:28,0.515,340607,340595,357,POWER_ON,0,0,0,0,-1,0,82,1,37.496346,126.958344,0.062,0.0,0.067,1,266.6,"7.954,1.671,5.368","-13.878,-8.725,-0.260","-43.950,93.150,3.000",0,78.4,9.74,16.39,0.9122,10.80,1.184,2631,37835,3114,8,1.35,37.496347,126.958342,1469,0,19,0,-74,-73.1,3161,33,3161
17:23:28,1.247,340819,340807,357,POWER_ON,0,0,0,0,-1,0,105,1,37.496346,126.958344,0.071,0.0,0.087,1,266.6,"7.930,1.705,5.502","21.443,11.351,2.000","-42.000,94.050,4.350",0,78.4,9.80,24.34,0.9156,10.80,1.184,2631,37861,3116,8,1.35,37.496347,126.958342,1470,0,19,0,-69,-72.4,3163,32,3163
17:23:28,1.430,341557,341545,357,POWER_ON,0,0,0,0,-1,0,188,1,37.496346,126.958344,0.123,0.0,0.134,1,266.6,"8.169,2.097,3.950","-73.061,-47.481,-7.115","-42.450,97.350,1.500",0,78.4,9.31,87.42,0.9795,14.01,0.991,2631,37952,3123,8,1.35,37.496347,126.958342,1474,0,19,0,-72,-72.2,3170,59,3170
17:23:29,1.733,341768,341756,357,POWER_ON,0,0,0,0,-1,0,187,1,37.496346,126.958344,0.101,0.0,0.062,1,266.6,"7.805,2.423,4.492","55.672,45.527,0.061","-43.200,95.100,3.450",0,78.4,9.33,71.92,0.9056,14.01,0.991,2631,37978,3125,8,1.53,37.496347,126.958341,1475,0,19,0,-75,-73.1,3172,62,3172
17:23:29,1.831,341979,341967,357,POWER_ON,0,0,0,0,-1,0,186,1,37.496349,126.958344,0.073,0.0,0.021,1,266.6,"11.234,10.985,6.589","62.947,87.534,8.779","-36.750,103.350,0.000",0,78.4,17.04,108.17,0.9056,14.01,0.991,2631,38004,3127,8,1.53,37.496348,126.958341,1476,0,19,0,-75,-73.9,3174,74,3174
17:23:30,2.932,342085,342073,357,POWER_ON,0,0,0,0,-1,0,82,1,37.496349,126.958344,0.073,0.0,0.021,1,266.6,"8.844,4.865,3.984","4.061,26.565,-18.023","-35.700,102.300,-1.500",0,78.4,10.85,32.36,0.9353,14.01,0.991,2631,38017,3128,8,1.53,37.496348,126.958341,1476,0,19,0,-74,-73.9,3175,80,3175
17:23:31,3.492,343248,343236,357,POWER_ON,0,0,0,0,-1,0,179,1,37.496346,126.958336,0.206,80.9,0.170,1,266.6,"4.808,4.894,7.843","-69.336,-23.374,-102.740","-40.950,61.650,13.650",1,80.9,10.42,126.13,0.9825,10.49,1.148,2639,38152,3139,8,1.35,37.496345,126.958341,1482,0,19,0,-70,-72.8,3186,2,3186
