시각,경과초,노드,항목,값
15:03:42,3.92,지팡이,위험,0
15:03:42,3.93,지팡이,GPS유효,1
15:03:42,3.94,지팡이,위도,37.496540
15:03:42,3.95,지팡이,경도,126.957832
15:03:42,3.96,지팡이,속도,0.25
15:03:42,3.97,지팡이,방향,278.3
15:03:42,3.97,지팡이,가속도,"-1.72,3.07,9.05"
15:03:42,3.98,지팡이,송신,23400
15:03:42,3.98,지팡이,GPS위성,7
15:03:42,3.99,지팡이,GPS_HDOP,1.25
15:03:42,3.99,지팡이,원시위도,37.496539
15:03:42,4.00,지팡이,원시경도,126.957828
15:03:42,4.00,지팡이,GPS채택,3902
15:03:42,4.01,지팡이,GPS이상치거부,3
15:03:42,4.01,지팡이,GPS품질거부,28
15:03:42,4.02,지팡이,GPS재기준,1
15:03:42,4.02,지팡이,차량수신,22142
15:03:42,4.26,차량,위험,0
15:03:42,4.27,차량,GPS유효,1
15:03:42,4.28,차량,위도,37.496482
15:03:42,4.28,차량,경도,126.958016
15:03:42,4.29,차량,속도,0.41
15:03:42,4.30,차량,방향,183.3
15:03:42,4.30,차량,가속도,"-2.12,4.02,7.97"
15:03:42,4.31,차량,자이로,"31.7,7.8,6.6"
15:03:42,4.31,차량,충격값,3.28
15:03:42,4.32,차량,송신,26587
15:03:42,4.32,차량,지팡이수신,25905
15:03:42,4.33,차량,GPS위성,5
15:03:42,4.33,차량,GPS_HDOP,1.60
15:03:42,4.34,차량,원시위도,37.496480
15:03:42,4.34,차량,원시경도,126.958017
15:03:42,4.35,차량,GPS채택,3340
15:03:42,4.35,차량,GPS이상치거부,4
15:03:42,4.36,차량,GPS품질거부,350
15:03:42,4.36,차량,GPS재기준,1
15:03:42,4.37,차량,위험송신,25905
15:03:44,6.02,지팡이,위험,1
15:03:44,6.03,지팡이,GPS유효,1
15:03:44,6.04,지팡이,위도,37.496540
15:03:44,6.05,지팡이,경도,126.957817
15:03:44,6.06,지팡이,속도,0.37
15:03:44,6.06,지팡이,방향,278.3
15:03:44,6.07,지팡이,가속도,"16.75,-8.94,16.45"
15:03:44,6.08,지팡이,송신,23420
15:03:44,6.08,지팡이,GPS위성,8
15:03:44,6.09,지팡이,GPS_HDOP,1.25
15:03:44,6.09,지팡이,원시위도,37.496542
15:03:44,6.10,지팡이,원시경도,126.957815
15:03:44,6.10,지팡이,GPS채택,3906
15:03:44,6.11,지팡이,GPS이상치거부,3
15:03:44,6.11,지팡이,GPS품질거부,28
15:03:44,6.12,지팡이,GPS재기준,1
15:03:44,6.12,지팡이,차량수신,22158
15:03:45,7.05,지팡이,위험,1
15:03:45,7.06,지팡이,GPS유효,1
15:03:45,7.07,지팡이,위도,37.496548
15:03:45,7.08,지팡이,경도,126.957817
15:03:45,7.09,지팡이,속도,0.21
15:03:45,7.09,지팡이,방향,278.3
15:03:45,7.10,지팡이,가속도,"-1.63,3.21,9.00"
15:03:45,7.11,지팡이,송신,23429
15:03:45,7.11,지팡이,GPS위성,9
15:03:45,7.12,지팡이,GPS_HDOP,1.25
15:03:45,7.12,지팡이,원시위도,37.496549
15:03:45,7.13,지팡이,원시경도,126.957823
15:03:45,7.13,지팡이,GPS채택,3908
15:03:45,7.14,지팡이,GPS이상치거부,3
15:03:45,7.14,지팡이,GPS품질거부,28
15:03:45,7.15,지팡이,GPS재기준,1
15:03:45,7.15,지팡이,차량수신,22167
15:03:46,8.27,차량,위험,0
15:03:46,8.28,차량,GPS유효,1
15:03:46,8.29,차량,위도,37.496575
15:03:46,8.30,차량,경도,126.958039
15:03:46,8.31,차량,속도,1.25
15:03:46,8.32,차량,방향,44.0
15:03:46,8.32,차량,가속도,"8.98,7.17,19.61"
15:03:46,8.33,차량,자이로,"-78.9,-10.8,15.0"
15:03:46,8.33,차량,충격값,15.28
15:03:46,8.34,차량,송신,26626
15:03:46,8.34,차량,지팡이수신,25937
15:03:46,8.35,차량,GPS위성,5
15:03:46,8.35,차량,GPS_HDOP,1.60
15:03:46,8.36,차량,원시위도,37.496567
15:03:46,8.36,차량,원시경도,126.958035
15:03:46,8.37,차량,GPS채택,3348
15:03:46,8.37,차량,GPS이상치거부,4
15:03:46,8.38,차량,GPS품질거부,350
15:03:46,8.38,차량,GPS재기준,1
15:03:46,8.39,차량,위험송신,25937
15:03:47,9.29,차량,위험,0
15:03:47,9.30,차량,GPS유효,1
15:03:47,9.31,차량,위도,37.496588
15:03:47,9.32,차량,경도,126.958047
15:03:47,9.32,차량,속도,1.18
15:03:47,9.33,차량,방향,34.9
15:03:47,9.34,차량,가속도,"-8.29,-8.10,3.49"
15:03:47,9.34,차량,자이로,"-19.6,4.5,-12.5"
15:03:47,9.35,차량,충격값,13.96
15:03:47,9.36,차량,송신,26636
15:03:47,9.36,차량,지팡이수신,25945
15:03:47,9.37,차량,GPS위성,5
15:03:47,9.37,차량,GPS_HDOP,1.60
15:03:47,9.37,차량,원시위도,37.496582
15:03:47,9.38,차량,원시경도,126.958043
15:03:47,9.38,차량,GPS채택,3350
15:03:47,9.39,차량,GPS이상치거부,4
15:03:47,9.39,차량,GPS품질거부,350
15:03:47,9.40,차량,GPS재기준,1
15:03:47,9.40,차량,위험송신,25945
15:03:49,11.05,지팡이,위험,1
15:03:49,11.06,지팡이,GPS유효,1
15:03:49,11.07,지팡이,위도,37.496555
15:03:49,11.08,지팡이,경도,126.957840
15:03:49,11.09,지팡이,속도,0.19
15:03:49,11.10,지팡이,방향,278.3
15:03:49,11.10,지팡이,가속도,"-1.74,3.22,8.94"
15:03:49,11.11,지팡이,송신,23469
15:03:49,11.12,지팡이,GPS위성,8
15:03:49,11.12,지팡이,GPS_HDOP,1.03
15:03:49,11.13,지팡이,원시위도,37.496558
15:03:49,11.13,지팡이,원시경도,126.957847
15:03:49,11.14,지팡이,GPS채택,3916
15:03:49,11.14,지팡이,GPS이상치거부,3
15:03:49,11.14,지팡이,GPS품질거부,28
15:03:49,11.15,지팡이,GPS재기준,1
15:03:49,11.15,지팡이,차량수신,22204
15:03:49,11.33,차량,위험,0
15:03:49,11.34,차량,GPS유효,1
15:03:49,11.35,차량,위도,37.496604
15:03:49,11.36,차량,경도,126.958057
15:03:49,11.36,차량,속도,1.04
15:03:49,11.37,차량,방향,30.5
15:03:49,11.37,차량,가속도,"-7.50,-14.03,-2.40"
15:03:49,11.38,차량,자이로,"5.3,8.2,-3.3"
15:03:49,11.38,차량,충격값,19.75
15:03:49,11.39,차량,송신,26655
15:03:49,11.39,차량,지팡이수신,25964
15:03:49,11.40,차량,GPS위성,5
15:03:49,11.40,차량,GPS_HDOP,1.60
15:03:50,11.41,차량,원시위도,37.496600
15:03:50,11.41,차량,원시경도,126.958055
15:03:50,11.42,차량,GPS채택,3354
15:03:50,11.42,차량,GPS이상치거부,4
15:03:50,11.42,차량,GPS품질거부,350
15:03:50,11.43,차량,GPS재기준,1
15:03:50,11.43,차량,위험송신,25964
15:03:50,12.08,지팡이,위험,1
15:03:50,12.09,지팡이,GPS유효,1
15:03:50,12.10,지팡이,위도,37.496559
15:03:50,12.11,지팡이,경도,126.957848
15:03:50,12.12,지팡이,속도,0.16
15:03:50,12.12,지팡이,방향,278.3
15:03:50,12.13,지팡이,가속도,"9.46,2.66,18.63"
15:03:50,12.14,지팡이,송신,23478
15:03:50,12.14,지팡이,GPS위성,9
15:03:50,12.15,지팡이,GPS_HDOP,1.07
15:03:50,12.15,지팡이,원시위도,37.496560
15:03:50,12.16,지팡이,원시경도,126.957853
15:03:50,12.16,지팡이,GPS채택,3918
15:03:50,12.17,지팡이,GPS이상치거부,3
15:03:50,12.17,지팡이,GPS품질거부,28
15:03:50,12.18,지팡이,GPS재기준,1
15:03:50,12.18,지팡이,차량수신,22214
15:03:52,13.41,차량,위험,0
15:03:52,13.42,차량,GPS유효,1
15:03:52,13.43,차량,위도,37.496619
15:03:52,13.44,차량,경도,126.958060
15:03:52,13.45,차량,속도,0.78
15:03:52,13.46,차량,방향,30.5
15:03:52,13.46,차량,가속도,"8.46,16.34,13.70"
15:03:52,13.47,차량,자이로,"-5.2,-16.2,77.8"
15:03:52,13.47,차량,충격값,18.48
15:03:52,13.48,차량,송신,26675
15:03:52,13.48,차량,지팡이수신,25982
15:03:52,13.49,차량,GPS위성,5
15:03:52,13.49,차량,GPS_HDOP,1.60
15:03:52,13.50,차량,원시위도,37.496615
15:03:52,13.50,차량,원시경도,126.958058
15:03:52,13.51,차량,GPS채택,3358
15:03:52,13.51,차량,GPS이상치거부,4
15:03:52,13.52,차량,GPS품질거부,350
15:03:52,13.52,차량,GPS재기준,1
15:03:52,13.53,차량,위험송신,25982
15:03:52,14.02,지팡이,위험,0
15:03:52,14.03,지팡이,GPS유효,1
15:03:52,14.04,지팡이,위도,37.496563
15:03:52,14.05,지팡이,경도,126.957863
15:03:52,14.06,지팡이,속도,0.11
15:03:52,14.06,지팡이,방향,278.3
15:03:52,14.07,지팡이,가속도,"-1.51,3.27,9.05"
15:03:52,14.08,지팡이,송신,23498
15:03:52,14.08,지팡이,GPS위성,8
15:03:52,14.09,지팡이,GPS_HDOP,1.07
15:03:52,14.09,지팡이,원시위도,37.496566
15:03:52,14.10,지팡이,원시경도,126.957867
15:03:52,14.10,지팡이,GPS채택,3922
15:03:52,14.11,지팡이,GPS이상치거부,3
15:03:52,14.11,지팡이,GPS품질거부,28
15:03:52,14.12,지팡이,GPS재기준,1
15:03:52,14.12,지팡이,차량수신,22233
15:03:53,15.05,지팡이,위험,0
15:03:53,15.06,지팡이,GPS유효,1
15:03:53,15.07,지팡이,위도,37.496571
15:03:53,15.08,지팡이,경도,126.957870
15:03:53,15.09,지팡이,속도,0.07
15:03:53,15.09,지팡이,방향,278.3
15:03:53,15.10,지팡이,가속도,"-1.62,3.23,9.10"
15:03:53,15.11,지팡이,송신,23508
15:03:53,15.11,지팡이,GPS위성,9
15:03:53,15.12,지팡이,GPS_HDOP,1.13
15:03:53,15.12,지팡이,원시위도,37.496571
15:03:53,15.13,지팡이,원시경도,126.957872
15:03:53,15.13,지팡이,GPS채택,3924
15:03:53,15.14,지팡이,GPS이상치거부,3
15:03:53,15.14,지팡이,GPS품질거부,28
15:03:53,15.14,지팡이,GPS재기준,1
15:03:53,15.15,지팡이,차량수신,22243
15:03:53,15.32,차량,위험,1
15:03:53,15.32,차량,GPS유효,1
15:03:53,15.33,차량,위도,37.496624
15:03:53,15.34,차량,경도,126.958055
15:03:53,15.34,차량,속도,0.46
15:03:53,15.35,차량,방향,30.5
15:03:53,15.35,차량,가속도,"-0.23,0.79,11.06"
15:03:53,15.36,차량,자이로,"6.5,-1.7,-0.9"
15:03:53,15.36,차량,충격값,1.70
15:03:53,15.37,차량,송신,26694
15:03:53,15.37,차량,지팡이수신,26002
15:03:53,15.38,차량,GPS위성,5
15:03:53,15.38,차량,GPS_HDOP,1.60
15:03:53,15.39,차량,원시위도,37.496622
15:03:53,15.39,차량,원시경도,126.958055
15:03:53,15.40,차량,GPS채택,3362
15:03:53,15.40,차량,GPS이상치거부,4
15:03:53,15.41,차량,GPS품질거부,350
15:03:54,15.41,차량,GPS재기준,1
15:03:54,15.41,차량,위험송신,26002
15:03:54,16.07,지팡이,위험,0
15:03:54,16.08,지팡이,GPS유효,1
15:03:54,16.09,지팡이,위도,37.496574
15:03:54,16.10,지팡이,경도,126.957878
15:03:54,16.10,지팡이,속도,0.13
15:03:54,16.11,지팡이,방향,278.3
15:03:54,16.12,지팡이,가속도,"-1.79,3.13,9.01"
15:03:54,16.12,지팡이,송신,23518
15:03:54,16.13,지팡이,GPS위성,9
15:03:54,16.13,지팡이,GPS_HDOP,1.05
15:03:54,16.14,지팡이,원시위도,37.496574
15:03:54,16.14,지팡이,원시경도,126.957879
15:03:54,16.15,지팡이,GPS채택,3926
15:03:54,16.15,지팡이,GPS이상치거부,3
15:03:54,16.16,지팡이,GPS품질거부,28
15:03:54,16.16,지팡이,GPS재기준,1
