pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787710490.7,735,0,0,0,0,1,change,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496552,126.957634,0.01,0.0,1,37.496552,126.957596,0.013,0.0,-3.36,0.0,gps
1787710490.902,737,0,0,0,0,1,heartbeat,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496552,126.957634,0.016,0.0,1,37.496552,126.957596,0.013,0.0,-3.36,0.0,gps
1787710491.114,739,0,0,0,0,1,heartbeat,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496552,126.957634,0.01,0.0,1,37.496552,126.957596,0.013,0.0,-3.36,0.0,gps
1787710491.326,741,0,0,0,0,1,heartbeat,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496552,126.957634,0.01,0.0,1,37.496552,126.957596,0.014,0.0,-3.36,0.0,gps
1787710491.532,743,0,0,0,0,1,heartbeat,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.001,table,1,37.496555,126.957634,0.012,0.0,1,37.496552,126.957596,0.014,0.0,-3.36,-0.17,gps
1787710491.737,745,0,0,0,0,1,heartbeat,0,3.36,0.0,9999.0,30.0,0,ttc_capped,0.0011,table,1,37.496555,126.957634,0.01,0.0,1,37.496552,126.957596,0.014,0.0,-3.36,-0.17,gps
1787710491.942,746,0,0,0,0,1,heartbeat,0,3.36,-0.0,9999.0,30.0,0,ttc_capped,0.001,table,1,37.496555,126.957634,0.01,0.0,1,37.496552,126.957596,0.014,0.0,-3.36,-0.17,gps
1787710492.164,749,0,0,0,0,1,heartbeat,0,3.36,-0.0,9999.0,30.0,0,ttc_capped,0.0011,table,1,37.496555,126.957634,0.011,0.0,1,37.496552,126.957596,0.012,0.0,-3.36,-0.17,gps
1787710492.368,751,0,0,0,0,1,heartbeat,0,3.36,-0.0,9999.0,30.0,0,ttc_capped,0.001,table,1,37.496555,126.957634,0.011,0.0,1,37.496552,126.957596,0.012,0.0,-3.36,-0.17,gps
1787710492.586,753,0,0,0,0,1,heartbeat,0,3.36,-0.0,9999.0,30.0,0,ttc_capped,0.0008,table,1,37.496555,126.957634,0.009,0.0,1,37.496552,126.957596,0.012,0.0,-3.36,-0.17,gps
1787710492.792,755,0,0,0,0,1,heartbeat,0,3.36,-0.0,9999.0,30.0,0,ttc_capped,0.0008,table,1,37.496555,126.957634,0.008,0.0,1,37.496552,126.957596,0.012,0.0,-3.36,-0.17,gps
