pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787097444.764,917,0,0,0,0,1,change,0,39.56,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496105,126.958122,0.226,0.0,1,37.496403,126.958366,0.013,0.0,21.55,33.17
1787097444.977,919,0,0,0,0,1,heartbeat,0,38.47,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.49612,126.958138,0.387,0.0,1,37.496403,126.958366,0.013,0.0,20.84,32.34
1787097445.195,921,0,0,0,0,1,heartbeat,0,36.4,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496143,126.95816,0.572,0.0,1,37.496403,126.958366,0.013,0.0,19.52,30.72
1787097445.45,924,0,0,0,0,1,heartbeat,0,33.99,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496181,126.958199,0.646,0.0,1,37.496407,126.958366,0.022,0.0,17.94,28.87
1787097445.672,926,0,0,0,0,1,heartbeat,0,32.57,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496197,126.958214,0.429,0.0,1,37.496407,126.958366,0.022,0.0,17.07,27.74
1787097445.874,928,0,0,0,0,1,heartbeat,0,31.84,0.01,9999.0,13.93,0,ttc_capped,,table,1,37.496208,126.958221,0.316,0.0,1,37.496407,126.958366,0.022,0.0,16.64,27.14
1787097446.082,930,0,0,0,0,1,heartbeat,0,31.17,0.01,9999.0,18.0,0,ttc_capped,,table,1,37.496216,126.958221,0.236,0.0,1,37.496407,126.958366,0.022,0.0,16.28,26.58
1787097446.292,932,0,0,0,0,1,heartbeat,0,30.03,0.0,9999.0,16.08,0,ttc_capped,,table,1,37.496223,126.958229,0.213,0.0,1,37.496407,126.958366,0.022,0.0,15.62,25.65
1787097446.502,934,0,0,0,0,1,heartbeat,0,29.69,0.0,9999.0,9.1,0,ttc_capped,,table,1,37.496227,126.958237,0.16,0.0,1,37.496407,126.958374,0.031,0.0,15.55,25.29
1787097446.713,936,0,0,0,0,1,heartbeat,0,29.19,0.0,9999.0,5.43,0,ttc_capped,,table,1,37.496235,126.958237,0.133,0.0,1,37.496407,126.958374,0.031,0.0,15.28,24.86
1787097446.931,938,0,0,0,0,1,heartbeat,0,21.58,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496239,126.958244,0.09,0.0,1,37.496407,126.958374,0.031,0.0,11.01,18.55
1787097447.139,940,0,0,0,0,1,heartbeat,0,21.24,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496246,126.958244,0.093,0.0,1,37.496407,126.958374,0.031,0.0,11.01,18.16
1787097447.346,942,0,0,0,0,1,heartbeat,0,20.88,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.49625,126.958252,0.08,0.0,1,37.496407,126.958374,0.029,0.0,10.78,17.89
1787097447.561,944,0,0,0,0,1,heartbeat,0,20.61,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496254,126.958252,0.059,0.0,1,37.496407,126.958374,0.029,0.0,10.66,17.64
1787097447.768,946,0,0,0,0,1,heartbeat,0,20.29,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496258,126.95826,0.048,0.0,1,37.496407,126.958374,0.029,0.0,10.45,17.4
1787097447.977,948,0,0,0,0,1,heartbeat,0,20.02,0.0,9999.0,3.6,0,ttc_capped,,table,1,37.496262,126.95826,0.051,0.0,1,37.496407,126.958374,0.029,0.0,10.31,17.16
1787097448.188,950,0,0,0,0,1,heartbeat,0,19.78,0.0,9999.0,5.0,0,ttc_capped,,table,1,37.496265,126.95826,0.044,0.0,1,37.496407,126.958374,0.029,0.0,10.2,16.95
1787097448.399,952,0,0,0,0,1,heartbeat,0,19.82,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496269,126.95826,0.05,0.0,1,37.49641,126.958382,0.035,0.0,10.43,16.85
1787097448.611,954,0,0,0,0,1,heartbeat,0,19.82,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496269,126.95826,0.063,0.0,1,37.49641,126.958382,0.035,0.0,10.43,16.85
1787097448.822,956,0,0,0,0,1,heartbeat,0,19.6,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496273,126.95826,0.126,0.0,1,37.49641,126.958382,0.035,0.0,10.37,16.63
1787097449.027,957,0,0,0,0,1,heartbeat,0,19.39,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496277,126.95826,0.148,0.0,1,37.49641,126.958382,0.035,0.0,10.33,16.41
1787097449.232,959,0,0,0,0,1,heartbeat,0,19.39,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496277,126.95826,0.203,0.0,1,37.49641,126.958382,0.023,0.0,10.32,16.41
1787097449.435,961,0,0,0,0,1,heartbeat,0,19.16,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.4963,126.958229,0.373,0.0,1,37.49641,126.958382,0.023,0.0,10.54,16.0
1787097449.636,963,0,0,0,0,1,heartbeat,0,16.14,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496342,126.958206,0.381,0.0,1,37.49641,126.958382,0.023,0.0,14.32,7.44
1787097449.843,965,0,0,0,0,1,heartbeat,0,15.96,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496368,126.958199,0.431,0.0,1,37.49641,126.958382,0.023,0.0,14.81,5.96
1787097450.057,967,0,0,0,0,1,heartbeat,0,15.75,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496384,126.958199,0.37,0.0,1,37.49641,126.958382,0.023,0.0,14.97,4.89
1787097450.264,969,0,0,0,0,1,heartbeat,0,16.0,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496387,126.958199,0.307,0.0,1,37.49641,126.958389,0.016,0.0,15.33,4.58
1787097450.467,971,0,0,0,0,1,heartbeat,0,16.05,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496384,126.958191,0.333,0.0,1,37.49641,126.958389,0.016,0.0,15.45,4.34
1787097450.685,973,0,0,0,0,1,heartbeat,0,16.33,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496384,126.958176,0.429,0.0,1,37.49641,126.958389,0.016,0.0,15.83,3.99
