시각,경과초,노드,항목,값
15:01:39,0.17,지팡이,위험,0
15:01:39,0.18,지팡이,GPS유효,1
15:01:39,0.19,지팡이,위도,37.496513
15:01:39,0.20,지팡이,경도,126.957794
15:01:39,0.21,지팡이,속도,0.22
15:01:39,0.21,지팡이,방향,174.9
15:01:39,0.22,지팡이,가속도,"-1.57,3.20,9.04"
15:01:39,0.23,지팡이,송신,22205
15:01:39,0.23,지팡이,GPS위성,8
15:01:39,0.24,지팡이,GPS_HDOP,1.13
15:01:39,0.24,지팡이,원시위도,37.496515
15:01:39,0.25,지팡이,원시경도,126.957795
15:01:39,0.25,지팡이,GPS채택,3656
15:01:39,0.26,지팡이,GPS이상치거부,3
15:01:39,0.26,지팡이,GPS품질거부,28
15:01:39,0.27,지팡이,GPS재기준,1
15:01:39,0.27,지팡이,차량수신,21226
15:01:40,1.18,지팡이,위험,0
15:01:40,1.19,지팡이,GPS유효,1
15:01:40,1.20,지팡이,위도,37.496521
15:01:40,1.21,지팡이,경도,126.957787
15:01:40,1.21,지팡이,속도,0.32
15:01:40,1.22,지팡이,방향,174.9
15:01:40,1.23,지팡이,가속도,"-1.76,3.21,9.02"
15:01:40,1.23,지팡이,송신,22214
15:01:40,1.24,지팡이,GPS위성,8
15:01:40,1.25,지팡이,GPS_HDOP,1.13
15:01:40,1.25,지팡이,원시위도,37.496521
15:01:40,1.26,지팡이,원시경도,126.957789
15:01:40,1.26,지팡이,GPS채택,3658
15:01:40,1.26,지팡이,GPS이상치거부,3
15:01:40,1.27,지팡이,GPS품질거부,28
15:01:40,1.27,지팡이,GPS재기준,1
15:01:40,1.28,지팡이,차량수신,21234
15:01:41,1.67,차량,위험,0
15:01:41,1.68,차량,GPS유효,1
15:01:41,1.69,차량,위도,37.496136
15:01:41,1.70,차량,경도,126.958111
15:01:41,1.71,차량,속도,0.36
15:01:41,1.72,차량,방향,165.1
15:01:41,1.72,차량,가속도,"-0.34,1.23,9.55"
15:01:41,1.73,차량,자이로,"2.7,-3.1,0.3"
15:01:41,1.73,차량,충격값,0.07
15:01:41,1.74,차량,송신,25416
15:01:41,1.75,차량,지팡이수신,24886
15:01:41,1.75,차량,GPS위성,5
15:01:41,1.75,차량,GPS_HDOP,1.70
15:01:41,1.76,차량,원시위도,37.496137
15:01:41,1.76,차량,원시경도,126.958112
15:01:41,1.77,차량,GPS채택,3111
15:01:41,1.77,차량,GPS이상치거부,4
15:01:41,1.78,차량,GPS품질거부,336
15:01:41,1.78,차량,GPS재기준,1
15:01:41,1.79,차량,위험송신,24886
15:01:41,2.16,지팡이,위험,0
15:01:41,2.17,지팡이,GPS유효,1
15:01:41,2.17,지팡이,위도,37.496525
15:01:41,2.18,지팡이,경도,126.957787
15:01:41,2.18,지팡이,속도,0.33
15:01:41,2.18,지팡이,방향,174.9
15:01:41,2.19,지팡이,가속도,"-1.69,3.26,9.03"
15:01:41,2.20,지팡이,송신,22224
15:01:41,2.21,지팡이,GPS위성,8
15:01:41,2.22,지팡이,GPS_HDOP,1.13
15:01:41,2.22,지팡이,원시위도,37.496526
15:01:41,2.23,지팡이,원시경도,126.957785
15:01:41,2.23,지팡이,GPS채택,3660
15:01:41,2.24,지팡이,GPS이상치거부,3
15:01:41,2.24,지팡이,GPS품질거부,28
15:01:41,2.25,지팡이,GPS재기준,1
15:01:41,2.25,지팡이,차량수신,21241
15:01:42,2.69,차량,위험,0
15:01:42,2.70,차량,GPS유효,1
15:01:42,2.71,차량,위도,37.496131
15:01:42,2.72,차량,경도,126.958119
15:01:42,2.73,차량,속도,0.22
15:01:42,2.73,차량,방향,165.1
15:01:42,2.74,차량,가속도,"-0.24,1.24,9.58"
15:01:42,2.75,차량,자이로,"-0.0,3.7,-0.6"
15:01:42,2.75,차량,충격값,0.06
15:01:42,2.76,차량,송신,25426
15:01:42,2.76,차량,지팡이수신,24894
15:01:42,2.77,차량,GPS위성,5
