pc_time,cane_seq,computed_level,effective_level,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score
1785569210.72,14189,1,1,1,change,0,19.2,0.0,9999.0,25.0
1785569211.749,14199,1,1,1,heartbeat,0,19.64,-0.33,9999.0,25.0
1785569212.796,14209,1,1,1,heartbeat,0,19.61,-0.08,9999.0,25.0
1785569213.813,14220,1,1,1,heartbeat,0,19.83,-0.18,9999.0,25.0
1785569214.851,14230,1,1,1,heartbeat,0,19.98,-0.15,9999.0,25.0
1785569215.249,14234,0,0,1,change,0,20.05,-0.16,9999.0,18.0
1785569216.28,14244,0,0,1,heartbeat,0,20.23,-0.19,9999.0,18.0
1785569217.306,14254,0,0,1,heartbeat,0,20.63,-0.33,9999.0,18.0
1785569218.328,14264,0,0,1,heartbeat,0,21.17,-0.46,9999.0,18.0
