pc_time,type,node_id,seq,gps_valid,lat,lng,speed_mps,heading_deg,rssi
1785746337.109,cane,4125577512,21631,1,37.496651,126.957893,0.004,188.05,-63
1785746337.141,vehicle,2882630492,1338,1,37.496338,126.957977,0.049,188.27,-88
1785746337.249,vehicle,2882630492,1339,1,37.496338,126.957977,0.049,188.27,-88
1785746337.583,cane,4125577512,21635,1,37.496651,126.957893,0.002,188.05,-63
1785746337.679,cane,4125577512,21637,1,37.496651,126.957893,0.002,188.05,-63
1785746337.791,cane,4125577512,21638,1,37.496651,126.957893,0.002,188.05,-63
1785746337.889,cane,4125577512,21639,1,37.496651,126.957893,0.002,188.05,-63
1785746338.057,vehicle,2882630492,1347,1,37.496338,126.95797,0.199,188.27,-85
1785746338.160,vehicle,2882630492,1348,1,37.496338,126.95797,0.199,188.27,-81
1785746338.367,vehicle,2882630492,1350,1,37.496338,126.95797,0.261,188.27,-83
1785746338.469,vehicle,2882630492,1351,1,37.496342,126.95797,0.336,188.27,-85
1785746338.495,cane,4125577512,21644,1,37.496651,126.957893,0.007,188.05,-63
1785746338.515,cane,4125577512,21645,1,37.496651,126.957893,0.007,188.05,-63
1785746338.603,cane,4125577512,21646,1,37.496651,126.957893,0.007,188.05,-64
1785746338.671,vehicle,2882630492,1353,1,37.496342,126.95797,0.336,188.27,-90
1785746338.697,cane,4125577512,21647,1,37.496651,126.957893,0.007,188.05,-64
1785746338.853,cane,4125577512,21648,1,37.496651,126.957893,0.007,188.05,-63
1785746338.985,vehicle,2882630492,1356,1,37.496342,126.95797,0.336,188.27,-88
1785746339.499,vehicle,2882630492,1361,1,37.496357,126.957947,0.451,188.49,-85
1785746339.703,vehicle,2882630492,1363,1,37.496357,126.957947,0.451,188.49,-83
1785746339.737,cane,4125577512,21657,1,37.496655,126.957893,0.009,188.05,-64
1785746339.809,vehicle,2882630492,1364,1,37.496357,126.957947,0.451,188.49,-88
1785746339.835,cane,4125577512,21658,1,37.496655,126.957893,0.009,188.05,-64
1785746340.017,cane,4125577512,21659,1,37.496655,126.957893,0.009,188.05,-63
1785746340.065,cane,4125577512,21660,1,37.496655,126.957893,0.009,188.05,-63
1785746340.217,vehicle,2882630492,1368,1,37.496357,126.957947,0.451,188.49,-83
1785746340.519,vehicle,2882630492,1371,1,37.496372,126.957932,0.509,188.64,-80
1785746340.565,cane,4125577512,21665,1,37.496655,126.957893,0.007,188.05,-63
1785746341.135,vehicle,2882630492,1377,1,37.49638,126.957924,0.643,136.23,-81
1785746341.341,vehicle,2882630492,1379,1,37.496387,126.957916,0.71,102.17,-86
1785746341.385,cane,4125577512,21673,1,37.496655,126.957893,0.006,188.05,-63
1785746341.651,vehicle,2882630492,1382,1,37.496395,126.957916,0.62,80.03,-85
1785746341.751,vehicle,2882630492,1383,1,37.496395,126.957916,0.62,80.03,-84
1785746341.853,vehicle,2882630492,1384,1,37.496395,126.957916,0.62,80.03,-85
1785746341.923,cane,4125577512,21678,1,37.496655,126.957893,0.006,188.05,-63
1785746341.953,vehicle,2882630492,1385,1,37.496395,126.957916,0.62,80.03,-89
1785746342.039,cane,4125577512,21679,1,37.496655,126.957893,0.006,188.05,-64
1785746342.061,vehicle,2882630492,1386,1,37.496399,126.957916,0.62,80.03,-84
1785746342.082,cane,4125577512,21680,1,37.496655,126.957893,0.006,188.05,-64
1785746342.161,vehicle,2882630492,1387,1,37.496399,126.957916,0.62,80.03,-81
1785746342.671,vehicle,2882630492,1392,1,37.496407,126.957916,0.637,50.79,-86
1785746342.691,cane,4125577512,21685,1,37.496655,126.957893,0.011,188.05,-63
1785746342.873,cane,4125577512,21688,1,37.496655,126.957893,0.011,188.05,-63
1785746342.997,cane,4125577512,21689,1,37.496655,126.957893,0.011,188.05,-63
1785746343.017,vehicle,2882630492,1395,1,37.49641,126.957909,0.637,50.79,-81
1785746343.103,vehicle,2882630492,1396,1,37.49641,126.957909,0.637,50.79,-84
1785746343.199,vehicle,2882630492,1397,1,37.49641,126.957909,0.637,50.79,-87
1785746343.297,vehicle,2882630492,1398,1,37.496418,126.957909,0.668,41.14,-87
1785746343.397,vehicle,2882630492,1399,1,37.496418,126.957909,0.712,31.47,-84
1785746343.603,cane,4125577512,21693,1,37.496655,126.957893,0.008,188.05,-63
1785746343.703,cane,4125577512,21696,1,37.496655,126.957893,0.008,188.05,-63
1785746343.724,vehicle,2882630492,1402,1,37.496422,126.957909,0.712,31.47,-88
1785746343.909,vehicle,2882630492,1404,1,37.496422,126.957909,0.712,31.47,-79
1785746343.943,cane,4125577512,21698,1,37.496655,126.957893,0.008,188.05,-63
1785746344.219,vehicle,2882630492,1407,1,37.496426,126.957909,0.712,31.47,-88
1785746344.259,cane,4125577512,21701,1,37.496655,126.957893,0.009,188.05,-63
1785746344.327,vehicle,2882630492,1408,1,37.496429,126.957909,0.734,25.19,-84
1785746344.429,vehicle,2882630492,1409,1,37.496433,126.957909,0.745,20.75,-82
1785746344.529,vehicle,2882630492,1410,1,37.496433,126.957909,0.745,20.75,-88
1785746344.631,cane,4125577512,21705,1,37.496655,126.957901,0.009,188.05,-64
1785746344.871,cane,4125577512,21707,1,37.496655,126.957901,0.009,188.05,-63
1785746345.029,cane,4125577512,21709,1,37.496655,126.957901,0.009,188.05,-63
1785746345.131,cane,4125577512,21710,1,37.496655,126.957901,0.009,188.05,-63
1785746345.243,cane,4125577512,21711,1,37.496651,126.957901,0.01,188.05,-63
1785746345.361,cane,4125577512,21712,1,37.496651,126.957901,0.01,188.05,-64
1785746345.381,vehicle,2882630492,1418,1,37.496449,126.957901,0.751,17.86,-77
1785746345.453,cane,4125577512,21713,1,37.496651,126.957901,0.01,188.05,-64
1785746345.539,cane,4125577512,21714,1,37.496651,126.957901,0.01,188.05,-63
1785746345.577,vehicle,2882630492,1420,1,37.496449,126.957901,0.751,17.86,-83
1785746345.635,cane,4125577512,21715,1,37.496651,126.957901,0.01,188.05,-63
1785746345.763,cane,4125577512,21716,1,37.496651,126.957901,0.01,188.05,-63
1785746345.883,vehicle,2882630492,1423,1,37.496452,126.957901,0.702,15.96,-82
1785746345.991,vehicle,2882630492,1424,1,37.496452,126.957901,0.702,15.96,-82
1785746346.053,cane,4125577512,21719,1,37.496651,126.957901,0.01,188.05,-64
1785746346.103,vehicle,2882630492,1425,1,37.496456,126.957901,0.702,15.96,-82
1785746346.141,cane,4125577512,21720,1,37.496651,126.957901,0.01,188.05,-63
1785746346.201,vehicle,2882630492,1426,1,37.496456,126.957901,0.702,15.96,-81
1785746346.245,cane,4125577512,21721,1,37.496651,126.957901,0.012,188.05,-63
1785746346.309,vehicle,2882630492,1427,1,37.49646,126.957901,0.678,14.73,-82
1785746346.355,cane,4125577512,21722,1,37.496651,126.957901,0.013,188.05,-63
1785746346.409,vehicle,2882630492,1428,1,37.49646,126.957901,0.604,13.93,-76
1785746346.449,cane,4125577512,21723,1,37.496651,126.957901,0.013,188.05,-63
1785746346.509,vehicle,2882630492,1429,1,37.49646,126.957901,0.604,13.93,-74
1785746346.559,cane,4125577512,21724,1,37.496651,126.957901,0.013,188.05,-63
1785746346.613,vehicle,2882630492,1430,1,37.49646,126.957901,0.604,13.93,-78
1785746346.649,cane,4125577512,21725,1,37.496651,126.957901,0.013,188.05,-64
1785746346.821,vehicle,2882630492,1432,1,37.496464,126.957901,0.604,13.93,-87
1785746346.925,vehicle,2882630492,1433,1,37.496464,126.957901,0.604,13.93,-79
1785746346.995,cane,4125577512,21727,1,37.496651,126.957901,0.013,188.05,-64
1785746347.025,vehicle,2882630492,1434,1,37.496464,126.957901,0.604,13.93,-81
1785746347.091,cane,4125577512,21729,1,37.496651,126.957901,0.013,188.05,-64
1785746347.131,vehicle,2882630492,1435,1,37.496464,126.957901,0.604,13.93,-78
1785746347.173,cane,4125577512,21730,1,37.496651,126.957901,0.013,188.05,-63
1785746347.227,vehicle,2882630492,1436,1,37.496464,126.957901,0.604,13.93,-75
1785746347.263,cane,4125577512,21731,1,37.496651,126.957901,0.008,188.05,-63
1785746347.335,vehicle,2882630492,1437,1,37.496468,126.957901,0.567,13.41,-79
1785746347.355,cane,4125577512,21732,1,37.496651,126.957901,0.006,188.05,-64
1785746347.435,vehicle,2882630492,1438,1,37.496468,126.957901,0.51,13.41,-81
1785746347.545,vehicle,2882630492,1439,1,37.496468,126.957901,0.51,13.41,-81
1785746347.567,cane,4125577512,21733,1,37.496651,126.957901,0.006,188.05,-64
1785746347.588,cane,4125577512,21734,1,37.496651,126.957901,0.006,188.05,-64
1785746347.634,vehicle,2882630492,1440,1,37.496471,126.957901,0.51,13.41,-75
1785746347.670,cane,4125577512,21735,1,37.496651,126.957901,0.006,188.05,-64
1785746347.742,vehicle,2882630492,1441,1,37.496471,126.957901,0.51,13.41,-78
1785746347.944,vehicle,2882630492,1443,1,37.496471,126.957901,0.51,13.41,-79
1785746348.070,cane,4125577512,21739,1,37.496651,126.957901,0.006,188.05,-64
1785746348.148,vehicle,2882630492,1445,1,37.496471,126.957901,0.51,13.41,-77
1785746348.174,cane,4125577512,21740,1,37.496651,126.957901,0.006,188.05,-63
1785746348.254,vehicle,2882630492,1446,1,37.496479,126.957901,0.481,13.41,-80
1785746348.330,cane,4125577512,21741,1,37.496651,126.957901,0.007,188.05,-64
1785746348.362,vehicle,2882630492,1447,1,37.496479,126.957901,0.481,13.41,-78
1785746348.382,cane,4125577512,21742,1,37.496651,126.957901,0.008,188.05,-65
1785746348.454,vehicle,2882630492,1448,1,37.496479,126.957901,0.619,15.69,-75
1785746348.560,vehicle,2882630492,1449,1,37.496483,126.957901,0.619,15.69,-77
1785746348.586,cane,4125577512,21743,1,37.496651,126.957901,0.008,188.05,-63
1785746348.660,vehicle,2882630492,1450,1,37.496483,126.957909,0.619,15.69,-75
1785746348.758,vehicle,2882630492,1451,1,37.496483,126.957909,0.619,15.69,-75
1785746348.962,vehicle,2882630492,1453,1,37.496483,126.957909,0.619,15.69,-76
1785746349.066,vehicle,2882630492,1454,1,37.496487,126.957909,0.619,15.69,-78
1785746349.168,vehicle,2882630492,1455,1,37.496487,126.957909,0.619,15.69,-80
1785746349.270,vehicle,2882630492,1456,1,37.49649,126.957909,0.687,17.17,-78
1785746349.376,vehicle,2882630492,1457,1,37.49649,126.957909,0.687,17.17,-80
1785746349.396,cane,4125577512,21752,1,37.496651,126.957901,0.012,188.05,-64
1785746349.508,cane,4125577512,21753,1,37.496651,126.957901,0.012,188.05,-63
1785746349.582,vehicle,2882630492,1459,1,37.496494,126.957909,0.634,18.14,-75
1785746349.680,vehicle,2882630492,1460,1,37.496494,126.957909,0.634,18.14,-77
1785746349.782,vehicle,2882630492,1461,1,37.496498,126.957909,0.634,18.14,-72
1785746349.892,cane,4125577512,21756,1,37.496651,126.957901,0.012,188.05,-63
1785746349.915,vehicle,2882630492,1462,1,37.496498,126.957909,0.634,18.14,-73
1785746349.935,cane,4125577512,21757,1,37.496651,126.957901,0.012,188.05,-64
1785746350.022,vehicle,2882630492,1463,1,37.496498,126.957909,0.634,18.14,-72
1785746350.042,cane,4125577512,21758,1,37.496651,126.957901,0.012,188.05,-63
1785746350.096,vehicle,2882630492,1464,1,37.496498,126.957909,0.634,18.14,-73
1785746350.194,vehicle,2882630492,1465,1,37.496498,126.957909,0.634,18.14,-71
1785746350.228,cane,4125577512,21759,1,37.496651,126.957901,0.012,188.05,-63
1785746350.298,vehicle,2882630492,1466,1,37.49651,126.957909,0.608,18.77,-72
1785746350.318,cane,4125577512,21761,1,37.496647,126.957901,0.011,188.05,-63
1785746350.402,vehicle,2882630492,1467,1,37.49651,126.957909,0.608,18.77,-70
1785746350.422,cane,4125577512,21762,1,37.496647,126.957901,0.011,188.05,-64
1785746350.502,vehicle,2882630492,1468,1,37.49651,126.957909,0.608,18.77,-76
1785746350.562,cane,4125577512,21763,1,37.496647,126.957901,0.011,188.05,-64
1785746350.610,vehicle,2882630492,1469,1,37.496513,126.957909,0.608,18.77,-71
1785746350.630,cane,4125577512,21764,1,37.496647,126.957901,0.011,188.05,-63
1785746350.716,cane,4125577512,21765,1,37.496647,126.957901,0.011,188.05,-63
1785746350.827,vehicle,2882630492,1471,1,37.496517,126.957909,0.679,20.11,-81
1785746350.882,cane,4125577512,21766,1,37.496647,126.957901,0.011,188.05,-64
1785746350.920,vehicle,2882630492,1472,1,37.496517,126.957909,0.679,20.11,-76
1785746350.940,cane,4125577512,21767,1,37.496647,126.957901,0.011,188.05,-63
1785746351.026,vehicle,2882630492,1473,1,37.496517,126.957909,0.679,20.11,-71
1785746351.046,cane,4125577512,21768,1,37.496647,126.957901,0.011,188.05,-64
1785746351.218,vehicle,2882630492,1475,1,37.496521,126.957909,0.679,20.11,-76
1785746351.336,vehicle,2882630492,1476,1,37.496532,126.957909,0.715,20.99,-69
1785746351.428,vehicle,2882630492,1477,1,37.49654,126.957909,0.823,20.68,-68
1785746351.448,cane,4125577512,21772,1,37.496651,126.957901,0.011,188.05,-64
1785746351.538,cane,4125577512,21773,1,37.496651,126.957901,0.011,188.05,-65
1785746351.630,vehicle,2882630492,1479,1,37.496544,126.957909,0.823,20.68,-67
1785746351.650,cane,4125577512,21774,1,37.496651,126.957901,0.011,188.05,-64
1785746351.734,vehicle,2882630492,1480,1,37.496544,126.957909,0.823,20.68,-64
1785746351.754,cane,4125577512,21775,1,37.496651,126.957901,0.011,188.05,-64
1785746351.840,vehicle,2882630492,1481,1,37.496548,126.957909,0.823,20.68,-66
1785746351.860,cane,4125577512,21776,1,37.496651,126.957901,0.011,188.05,-64
1785746351.944,cane,4125577512,21777,1,37.496651,126.957901,0.011,188.05,-63
1785746351.964,vehicle,2882630492,1482,1,37.496548,126.957909,0.823,20.68,-68
1785746352.050,vehicle,2882630492,1483,1,37.496548,126.957909,0.823,20.68,-70
1785746352.070,cane,4125577512,21778,1,37.496651,126.957901,0.011,188.05,-63
1785746352.144,cane,4125577512,21779,1,37.496651,126.957901,0.011,188.05,-64
1785746352.254,vehicle,2882630492,1485,1,37.496559,126.957901,0.877,20.47,-68
1785746352.274,cane,4125577512,21780,1,37.496655,126.957893,0.012,188.05,-63
1785746352.370,cane,4125577512,21781,1,37.496655,126.957893,0.013,188.05,-64
1785746352.458,cane,4125577512,21782,1,37.496655,126.957893,0.013,188.05,-63
1785746352.478,vehicle,2882630492,1487,1,37.496567,126.957901,0.896,17.6,-70
1785746352.542,cane,4125577512,21783,1,37.496655,126.957893,0.013,188.05,-64
1785746352.574,vehicle,2882630492,1488,1,37.496567,126.957901,0.896,17.6,-68
1785746352.646,cane,4125577512,21784,1,37.496655,126.957893,0.013,188.05,-63
1785746352.666,vehicle,2882630492,1489,1,37.496567,126.957901,0.896,17.6,-68
1785746352.746,cane,4125577512,21785,1,37.496655,126.957893,0.013,188.05,-64
1785746352.772,vehicle,2882630492,1490,1,37.496571,126.957901,0.896,17.6,-66
1785746352.866,cane,4125577512,21786,1,37.496655,126.957893,0.013,188.05,-63
1785746352.886,vehicle,2882630492,1491,1,37.496571,126.957901,0.896,17.6,-66
1785746352.982,cane,4125577512,21787,1,37.496655,126.957893,0.013,188.05,-64
1785746353.092,cane,4125577512,21788,1,37.496655,126.957893,0.013,188.05,-63
1785746353.174,cane,4125577512,21789,1,37.496655,126.957893,0.013,188.05,-64
