시각,경과초,노드,항목,값
15:02:57,0.37,지팡이,위험,1
15:02:57,0.38,지팡이,GPS유효,1
15:02:57,0.38,지팡이,위도,37.496559
15:02:57,0.39,지팡이,경도,126.957802
15:02:57,0.39,지팡이,속도,0.02
15:02:57,0.40,지팡이,방향,263.3
15:02:57,0.40,지팡이,가속도,"-3.89,2.36,5.17"
15:02:57,0.41,지팡이,송신,22959
15:02:57,0.41,지팡이,GPS위성,7
15:02:57,0.41,지팡이,GPS_HDOP,1.46
15:02:57,0.42,지팡이,원시위도,37.496558
15:02:57,0.42,지팡이,원시경도,126.957804
15:02:57,0.43,지팡이,GPS채택,3811
15:02:57,0.44,지팡이,GPS이상치거부,3
15:02:57,0.44,지팡이,GPS품질거부,28
15:02:57,0.45,지팡이,GPS재기준,1
15:02:57,0.45,지팡이,차량수신,21779
15:02:57,0.79,차량,위험,0
15:02:57,0.79,차량,GPS유효,1
15:02:57,0.80,차량,위도,37.496485
15:02:57,0.81,차량,경도,126.958102
15:02:57,0.82,차량,속도,0.14
15:02:57,0.83,차량,방향,165.1
15:02:57,0.84,차량,가속도,"0.31,6.73,10.09"
15:02:57,0.84,차량,자이로,"-17.5,4.6,-1.6"
15:02:57,0.85,차량,충격값,5.95
15:02:57,0.85,차량,송신,26151
15:02:57,0.86,차량,지팡이수신,25509
15:02:57,0.87,차량,GPS위성,5
15:02:57,0.87,차량,GPS_HDOP,1.70
15:02:57,0.87,차량,원시위도,37.496485
15:02:57,0.88,차량,원시경도,126.958102
15:02:57,0.88,차량,GPS채택,3264
15:02:57,0.89,차량,GPS이상치거부,4
15:02:57,0.89,차량,GPS품질거부,336
15:02:57,0.90,차량,GPS재기준,1
15:02:57,0.90,차량,위험송신,25509
15:02:59,2.42,지팡이,위험,0
15:02:59,2.43,지팡이,GPS유효,1
15:02:59,2.44,지팡이,위도,37.496555
15:02:59,2.45,지팡이,경도,126.957809
15:02:59,2.45,지팡이,속도,0.03
15:02:59,2.46,지팡이,방향,263.3
15:02:59,2.47,지팡이,가속도,"-1.61,3.25,9.01"
15:02:59,2.47,지팡이,송신,22979
15:02:59,2.48,지팡이,GPS위성,8
15:02:59,2.48,지팡이,GPS_HDOP,1.45
15:02:59,2.49,지팡이,원시위도,37.496553
15:02:59,2.49,지팡이,원시경도,126.957813
15:02:59,2.50,지팡이,GPS채택,3815
15:02:59,2.50,지팡이,GPS이상치거부,3
15:02:59,2.51,지팡이,GPS품질거부,28
15:02:59,2.51,지팡이,GPS재기준,1
15:02:59,2.52,지팡이,차량수신,21787
15:03:00,3.76,차량,위험,0
15:03:00,3.78,차량,GPS유효,1
15:03:00,3.79,차량,위도,37.496490
15:03:00,3.80,차량,경도,126.958080
15:03:00,3.80,차량,속도,0.33
15:03:00,3.81,차량,방향,165.1
15:03:00,3.82,차량,가속도,"4.25,5.62,15.09"
15:03:00,3.82,차량,자이로,"10.1,-0.2,10.3"
15:03:00,3.83,차량,충격값,9.17
15:03:00,3.83,차량,송신,26180
15:03:00,3.84,차량,지팡이수신,25524
15:03:00,3.84,차량,GPS위성,5
15:03:00,3.85,차량,GPS_HDOP,1.70
15:03:00,3.85,차량,원시위도,37.496490
15:03:00,3.86,차량,원시경도,126.958080
15:03:00,3.86,차량,GPS채택,3270
15:03:00,3.87,차량,GPS이상치거부,4
15:03:00,3.87,차량,GPS품질거부,336
15:03:00,3.88,차량,GPS재기준,1
15:03:00,3.88,차량,위험송신,25524
15:03:02,5.36,지팡이,위험,0
15:03:02,5.37,지팡이,GPS유효,1
15:03:02,5.38,지팡이,위도,37.496548
15:03:02,5.39,지팡이,경도,126.957825
15:03:02,5.40,지팡이,속도,0.01
15:03:02,5.41,지팡이,방향,263.3
15:03:02,5.42,지팡이,가속도,"-1.59,3.27,9.01"
15:03:02,5.42,지팡이,송신,23008
15:03:02,5.43,지팡이,GPS위성,9
15:03:02,5.43,지팡이,GPS_HDOP,1.45
15:03:02,5.44,지팡이,원시위도,37.496548
15:03:02,5.44,지팡이,원시경도,126.957829
15:03:02,5.45,지팡이,GPS채택,3821
15:03:02,5.45,지팡이,GPS이상치거부,3
15:03:02,5.46,지팡이,GPS품질거부,28
15:03:02,5.46,지팡이,GPS재기준,1
15:03:02,5.47,지팡이,차량수신,21809
15:03:02,5.81,차량,위험,0
15:03:02,5.82,차량,GPS유효,1
15:03:02,5.83,차량,위도,37.496504
15:03:02,5.84,차량,경도,126.958079
15:03:02,5.85,차량,속도,0.58
15:03:02,5.85,차량,방향,165.1
15:03:02,5.86,차량,가속도,"-1.46,6.79,11.14"
15:03:02,5.87,차량,자이로,"15.7,-1.4,9.8"
15:03:02,5.87,차량,충격값,5.16
15:03:02,5.88,차량,송신,26200
15:03:02,5.88,차량,지팡이수신,25538
15:03:02,5.89,차량,GPS위성,5
15:03:02,5.89,차량,GPS_HDOP,1.70
15:03:02,5.90,차량,원시위도,37.496503
15:03:02,5.90,차량,원시경도,126.958078
15:03:02,5.91,차량,GPS채택,3274
15:03:02,5.91,차량,GPS이상치거부,4
15:03:02,5.92,차량,GPS품질거부,336
15:03:02,5.92,차량,GPS재기준,1
15:03:02,5.93,차량,위험송신,25538
15:03:03,6.74,차량,위험,0
15:03:03,6.75,차량,GPS유효,1
15:03:03,6.76,차량,위도,37.496518
15:03:03,6.77,차량,경도,126.958081
15:03:03,6.77,차량,속도,0.66
15:03:03,6.78,차량,방향,165.1
15:03:03,6.79,차량,가속도,"4.53,-0.06,1.19"
15:03:03,6.79,차량,자이로,"-44.4,17.8,20.3"
15:03:03,6.80,차량,충격값,9.30
15:03:03,6.80,차량,송신,26209
15:03:03,6.81,차량,지팡이수신,25546
15:03:03,6.81,차량,GPS위성,5
15:03:03,6.82,차량,GPS_HDOP,1.70
15:03:03,6.82,차량,원시위도,37.496517
15:03:03,6.83,차량,원시경도,126.958080
15:03:03,6.83,차량,GPS채택,3276
15:03:03,6.84,차량,GPS이상치거부,4
15:03:03,6.84,차량,GPS품질거부,336
15:03:03,6.85,차량,GPS재기준,1
15:03:03,6.85,차량,위험송신,25546
15:03:05,8.45,지팡이,위험,0
15:03:05,8.47,지팡이,GPS유효,1
15:03:05,8.48,지팡이,위도,37.496548
15:03:05,8.48,지팡이,경도,126.957832
15:03:05,8.49,지팡이,속도,0.13
15:03:05,8.50,지팡이,방향,263.3
15:03:05,8.51,지팡이,가속도,"-1.67,3.19,9.00"
15:03:05,8.51,지팡이,송신,23038
15:03:05,8.52,지팡이,GPS위성,9
15:03:05,8.52,지팡이,GPS_HDOP,1.06
15:03:05,8.53,지팡이,원시위도,37.496547
15:03:05,8.53,지팡이,원시경도,126.957832
15:03:05,8.54,지팡이,GPS채택,3828
15:03:05,8.54,지팡이,GPS이상치거부,3
15:03:05,8.55,지팡이,GPS품질거부,28
15:03:05,8.55,지팡이,GPS재기준,1
15:03:05,8.55,지팡이,차량수신,21830
15:03:05,8.78,차량,위험,0
15:03:05,8.79,차량,GPS유효,1
15:03:05,8.80,차량,위도,37.496545
15:03:05,8.81,차량,경도,126.958088
15:03:05,8.81,차량,속도,0.97
15:03:05,8.82,차량,방향,64.4
15:03:05,8.83,차량,가속도,"5.56,-4.07,4.09"
15:03:05,8.83,차량,자이로,"-40.5,1.5,-38.8"
15:03:05,8.84,차량,충격값,9.00
15:03:05,8.84,차량,송신,26229
15:03:05,8.85,차량,지팡이수신,25566
15:03:05,8.85,차량,GPS위성,5
15:03:05,8.86,차량,GPS_HDOP,1.70
15:03:05,8.86,차량,원시위도,37.496542
15:03:05,8.87,차량,원시경도,126.958087
15:03:05,8.87,차량,GPS채택,3280
15:03:05,8.88,차량,GPS이상치거부,4
15:03:05,8.88,차량,GPS품질거부,336
15:03:05,8.88,차량,GPS재기준,1
15:03:05,8.89,차량,위험송신,25566
15:03:06,9.49,지팡이,위험,0
15:03:06,9.50,지팡이,GPS유효,1
15:03:06,9.50,지팡이,위도,37.496548
15:03:06,9.51,지팡이,경도,126.957832
15:03:06,9.52,지팡이,속도,0.14
15:03:06,9.52,지팡이,방향,263.3
15:03:06,9.53,지팡이,가속도,"-1.56,3.23,9.00"
15:03:06,9.53,지팡이,송신,23047
15:03:06,9.54,지팡이,GPS위성,9
15:03:06,9.54,지팡이,GPS_HDOP,1.06
15:03:06,9.55,지팡이,원시위도,37.496546
