시각,경과초,노드,항목,값
16:08:45,0.06,차량,위험,0
16:08:45,0.07,차량,원시위험,0
16:08:46,0.09,차량,GPS유효,0
16:08:46,0.10,차량,위도,0.000000
16:08:46,0.10,차량,경도,0.000000
16:08:46,0.11,차량,속도,0.00
16:08:46,0.12,차량,방향,0.0
16:08:46,0.13,차량,가속도,"-0.52,1.11,9.75"
16:08:46,0.13,차량,자이로,"-0.2,1.4,-0.7"
16:08:46,0.14,차량,충격값,0.16
16:08:46,0.15,차량,송신,5057
16:08:46,0.15,차량,지팡이수신,4162
16:08:46,0.16,차량,GPS위성,0
16:08:46,0.17,차량,GPS_HDOP,99.00
16:08:46,0.17,차량,원시위도,0.000000
16:08:46,0.18,차량,원시경도,0.000000
16:08:46,0.19,차량,GPS채택,0
16:08:46,0.19,차량,GPS이상치거부,0
16:08:46,0.20,차량,GPS품질거부,0
16:08:46,0.21,차량,GPS재기준,0
16:08:46,0.21,차량,계산거리,-1.00
16:08:46,0.22,차량,접근속도,0.00
16:08:46,0.23,차량,TTC,999.00
16:08:46,0.23,차량,방향오차,0.0
16:08:46,0.24,차량,전방여부,0
16:08:46,0.25,차량,위험음성횟수,0
16:08:46,0.25,차량,충격음성횟수,0
16:08:46,0.26,차량,마지막위험음성,0
16:08:46,0.27,차량,RSSI원시,-73
16:08:46,0.27,차량,RSSI평활,-74.3
16:08:46,0.28,차량,RSSI샘플,4162
16:08:46,0.29,차량,RSSI경과ms,89
16:08:46,0.29,차량,위험송신,4162
16:08:46,0.30,지팡이,위험,0
16:08:46,0.31,지팡이,GPS유효,0
16:08:46,0.31,지팡이,위도,0.000000
16:08:46,0.32,지팡이,경도,0.000000
16:08:46,0.33,지팡이,속도,0.00
16:08:46,0.33,지팡이,방향,0.0
16:08:46,0.34,지팡이,가속도,"1.58,-1.85,9.41"
16:08:46,0.35,지팡이,송신,3724
16:08:46,0.35,지팡이,GPS위성,0
16:08:46,0.36,지팡이,GPS_HDOP,99.00
16:08:46,0.37,지팡이,원시위도,0.000000
16:08:46,0.37,지팡이,원시경도,0.000000
16:08:46,0.38,지팡이,GPS채택,0
16:08:46,0.39,지팡이,GPS이상치거부,0
16:08:46,0.39,지팡이,GPS품질거부,0
16:08:46,0.40,지팡이,GPS재기준,0
16:08:46,0.40,지팡이,RSSI원시,-71
16:08:46,0.41,지팡이,RSSI평활,-71.7
16:08:46,0.42,지팡이,RSSI샘플,7207
16:08:46,0.42,지팡이,RSSI경과ms,95
16:08:46,0.43,지팡이,차량수신,3587
16:08:46,0.97,차량,위험,0
16:08:46,0.99,차량,원시위험,0
16:08:46,1.00,차량,GPS유효,0
16:08:46,1.01,차량,위도,0.000000
16:08:46,1.02,차량,경도,0.000000
16:08:46,1.03,차량,속도,0.00
16:08:46,1.04,차량,방향,0.0
16:08:46,1.05,차량,가속도,"-0.40,1.03,9.69"
16:08:46,1.05,차량,자이로,"0.8,-0.5,-0.1"
16:08:46,1.06,차량,충격값,0.12
16:08:46,1.07,차량,송신,5067
16:08:46,1.07,차량,지팡이수신,4171
16:08:47,1.08,차량,GPS위성,0
16:08:47,1.09,차량,GPS_HDOP,99.00
16:08:47,1.09,차량,원시위도,0.000000
16:08:47,1.10,차량,원시경도,0.000000
16:08:47,1.11,차량,GPS채택,0
16:08:47,1.11,차량,GPS이상치거부,0
16:08:47,1.12,차량,GPS품질거부,0
16:08:47,1.13,차량,GPS재기준,0
16:08:47,1.13,차량,계산거리,-1.00
16:08:47,1.14,차량,접근속도,0.00
16:08:47,1.15,차량,TTC,999.00
16:08:47,1.15,차량,방향오차,0.0
16:08:47,1.16,차량,전방여부,0
16:08:47,1.17,차량,위험음성횟수,0
16:08:47,1.17,차량,충격음성횟수,0
16:08:47,1.18,차량,마지막위험음성,0
16:08:47,1.19,차량,RSSI원시,-75
16:08:47,1.19,차량,RSSI평활,-74.1
16:08:47,1.20,차량,RSSI샘플,4171
16:08:47,1.20,차량,RSSI경과ms,39
16:08:47,1.21,차량,위험송신,4171
16:08:48,2.97,차량,위험,0
16:08:48,2.98,차량,원시위험,0
16:08:48,3.00,차량,GPS유효,0
16:08:48,3.01,차량,위도,0.000000
16:08:48,3.02,차량,경도,0.000000
16:08:48,3.03,차량,속도,0.00
16:08:48,3.03,차량,방향,0.0
16:08:48,3.04,차량,가속도,"-0.52,1.00,9.58"
16:08:48,3.05,차량,자이로,"2.8,-0.5,-1.6"
16:08:48,3.06,차량,충격값,0.17
16:08:48,3.06,차량,송신,5086
16:08:48,3.07,차량,지팡이수신,4190
16:08:48,3.08,차량,GPS위성,0
16:08:49,3.08,차량,GPS_HDOP,99.00
16:08:49,3.09,차량,원시위도,0.000000
16:08:49,3.09,차량,원시경도,0.000000
16:08:49,3.10,차량,GPS채택,0
16:08:49,3.11,차량,GPS이상치거부,0
16:08:49,3.11,차량,GPS품질거부,0
16:08:49,3.12,차량,GPS재기준,0
16:08:49,3.13,차량,계산거리,-1.00
16:08:49,3.13,차량,접근속도,0.00
16:08:49,3.14,차량,TTC,999.00
16:08:49,3.15,차량,방향오차,0.0
16:08:49,3.15,차량,전방여부,0
16:08:49,3.16,차량,위험음성횟수,0
16:08:49,3.17,차량,충격음성횟수,0
16:08:49,3.17,차량,마지막위험음성,0
16:08:49,3.18,차량,RSSI원시,-72
16:08:49,3.19,차량,RSSI평활,-73.2
16:08:49,3.19,차량,RSSI샘플,4190
16:08:49,3.20,차량,RSSI경과ms,59
16:08:49,3.21,차량,위험송신,4190
16:08:49,3.21,지팡이,위험,0
16:08:49,3.22,지팡이,GPS유효,0
16:08:49,3.23,지팡이,위도,0.000000
16:08:49,3.23,지팡이,경도,0.000000
16:08:49,3.24,지팡이,속도,0.00
16:08:49,3.25,지팡이,방향,0.0
16:08:49,3.25,지팡이,가속도,"1.57,-1.86,9.36"
16:08:49,3.26,지팡이,송신,3752
16:08:49,3.27,지팡이,GPS위성,0
16:08:49,3.27,지팡이,GPS_HDOP,99.00
16:08:49,3.28,지팡이,원시위도,0.000000
16:08:49,3.29,지팡이,원시경도,0.000000
16:08:49,3.29,지팡이,GPS채택,0
16:08:49,3.30,지팡이,GPS이상치거부,0
16:08:49,3.30,지팡이,GPS품질거부,0
16:08:49,3.31,지팡이,GPS재기준,0
16:08:49,3.32,지팡이,RSSI원시,-72
16:08:49,3.32,지팡이,RSSI평활,-71.8
16:08:49,3.33,지팡이,RSSI샘플,7263
16:08:49,3.34,지팡이,RSSI경과ms,70
16:08:49,3.34,지팡이,차량수신,3615
16:08:49,3.94,차량,위험,0
16:08:49,3.96,차량,원시위험,0
16:08:49,3.97,차량,GPS유효,0
16:08:49,3.98,차량,위도,0.000000
16:08:49,3.99,차량,경도,0.000000
16:08:49,4.00,차량,속도,0.00
16:08:49,4.01,차량,방향,0.0
16:08:49,4.02,차량,가속도,"-0.51,0.97,9.68"
16:08:49,4.02,차량,자이로,"-0.3,-1.0,1.0"
16:08:49,4.03,차량,충격값,0.20
16:08:49,4.04,차량,송신,5096
16:08:49,4.04,차량,지팡이수신,4199
16:08:49,4.05,차량,GPS위성,0
16:08:49,4.06,차량,GPS_HDOP,99.00
16:08:49,4.06,차량,원시위도,0.000000
16:08:49,4.07,차량,원시경도,0.000000
16:08:49,4.08,차량,GPS채택,0
16:08:50,4.08,차량,GPS이상치거부,0
16:08:50,4.09,차량,GPS품질거부,0
16:08:50,4.10,차량,GPS재기준,0
16:08:50,4.10,차량,계산거리,-1.00
16:08:50,4.11,차량,접근속도,0.00
16:08:50,4.12,차량,TTC,999.00
16:08:50,4.12,차량,방향오차,0.0
16:08:50,4.13,차량,전방여부,0
16:08:50,4.13,차량,위험음성횟수,0
16:08:50,4.14,차량,충격음성횟수,0
16:08:50,4.15,차량,마지막위험음성,0
16:08:50,4.15,차량,RSSI원시,-74
16:08:50,4.16,차량,RSSI평활,-73.1
16:08:50,4.17,차량,RSSI샘플,4199
16:08:50,4.17,차량,RSSI경과ms,17
16:08:50,4.18,차량,위험송신,4199
16:08:50,4.19,지팡이,위험,0
16:08:50,4.19,지팡이,GPS유효,0
16:08:50,4.20,지팡이,위도,0.000000
16:08:50,4.21,지팡이,경도,0.000000
16:08:50,4.21,지팡이,속도,0.00
16:08:50,4.22,지팡이,방향,0.0
16:08:50,4.23,지팡이,가속도,"4.88,-5.88,9.99"
16:08:50,4.23,지팡이,송신,3762
16:08:50,4.24,지팡이,GPS위성,0
16:08:50,4.25,지팡이,GPS_HDOP,99.00
16:08:50,4.25,지팡이,원시위도,0.000000
16:08:50,4.26,지팡이,원시경도,0.000000
16:08:50,4.27,지팡이,GPS채택,0
16:08:50,4.27,지팡이,GPS이상치거부,0
16:08:50,4.28,지팡이,GPS품질거부,0
16:08:50,4.28,지팡이,GPS재기준,0
16:08:50,4.29,지팡이,RSSI원시,-75
16:08:50,4.30,지팡이,RSSI평활,-74.6
16:08:50,4.30,지팡이,RSSI샘플,7280
16:08:50,4.31,지팡이,RSSI경과ms,28
16:08:50,4.32,지팡이,차량수신,3623
16:08:51,5.20,지팡이,위험,0
16:08:51,5.21,지팡이,GPS유효,0
16:08:51,5.22,지팡이,위도,0.000000
16:08:51,5.23,지팡이,경도,0.000000
16:08:51,5.24,지팡이,속도,0.00
16:08:51,5.25,지팡이,방향,0.0
16:08:51,5.26,지팡이,가속도,"2.72,1.56,9.17"
16:08:51,5.27,지팡이,송신,3772
16:08:51,5.27,지팡이,GPS위성,0
16:08:51,5.28,지팡이,GPS_HDOP,99.00
16:08:51,5.29,지팡이,원시위도,0.000000
16:08:51,5.30,지팡이,원시경도,0.000000
16:08:51,5.30,지팡이,GPS채택,0
16:08:51,5.31,지팡이,GPS이상치거부,0
16:08:51,5.31,지팡이,GPS품질거부,0
16:08:51,5.32,지팡이,GPS재기준,0
16:08:51,5.33,지팡이,RSSI원시,-74
16:08:51,5.33,지팡이,RSSI평활,-72.2
16:08:51,5.34,지팡이,RSSI샘플,7297
16:08:51,5.35,지팡이,RSSI경과ms,97
16:08:51,5.35,지팡이,차량수신,3632
16:08:51,5.96,차량,위험,0
16:08:51,5.98,차량,원시위험,0
16:08:51,5.99,차량,GPS유효,0
16:08:51,6.00,차량,위도,0.000000
16:08:51,6.01,차량,경도,0.000000
16:08:51,6.02,차량,속도,0.00
16:08:51,6.03,차량,방향,0.0
16:08:51,6.04,차량,가속도,"-0.47,1.04,9.49"
16:08:51,6.04,차량,자이로,"1.3,-3.9,0.1"
16:08:51,6.05,차량,충격값,0.16
16:08:51,6.06,차량,송신,5115
16:08:51,6.06,차량,지팡이수신,4216
16:08:51,6.07,차량,GPS위성,0
16:08:51,6.08,차량,GPS_HDOP,99.00
16:08:52,6.08,차량,원시위도,0.000000
16:08:52,6.09,차량,원시경도,0.000000
16:08:52,6.10,차량,GPS채택,0
16:08:52,6.10,차량,GPS이상치거부,0
16:08:52,6.11,차량,GPS품질거부,0
16:08:52,6.11,차량,GPS재기준,0
16:08:52,6.12,차량,계산거리,-1.00
16:08:52,6.13,차량,접근속도,0.00
16:08:52,6.13,차량,TTC,999.00
16:08:52,6.14,차량,방향오차,0.0
16:08:52,6.15,차량,전방여부,0
16:08:52,6.15,차량,위험음성횟수,0
16:08:52,6.16,차량,충격음성횟수,0
16:08:52,6.17,차량,마지막위험음성,0
16:08:52,6.17,차량,RSSI원시,-63
16:08:52,6.18,차량,RSSI평활,-68.2
16:08:52,6.19,차량,RSSI샘플,4216
16:08:52,6.19,차량,RSSI경과ms,44
16:08:52,6.20,차량,위험송신,4216
16:08:52,6.96,차량,위험,0
16:08:52,6.97,차량,원시위험,0
16:08:52,6.98,차량,GPS유효,0
16:08:52,6.99,차량,위도,0.000000
