pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787642942.417,13583,0,0,0,0,1,change,0,4.93,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.93,uwb_only
1787642942.622,13585,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.93,uwb_only
1787642942.827,13587,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.93,uwb_only
1787642943.044,13589,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.93,uwb_only
1787642943.255,13591,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.93,uwb_only
1787642943.47,13593,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497368,126.958496,0.394,113.17,0.0,4.93,uwb_only
1787642943.699,13595,0,0,0,0,1,heartbeat,0,4.93,0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497368,126.958496,0.394,113.17,0.0,4.93,uwb_only
1787642943.901,13597,0,0,0,0,1,heartbeat,0,4.92,0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497368,126.958496,0.394,113.17,0.0,4.92,uwb_only
1787642944.11,13599,0,0,0,0,1,heartbeat,0,4.92,0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497368,126.958504,0.394,113.17,0.0,4.92,uwb_only
1787642944.324,13601,0,0,0,0,1,heartbeat,0,4.92,0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497372,126.958511,0.621,113.17,0.0,4.92,uwb_only
1787642944.537,13603,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497372,126.958511,0.621,113.17,0.0,4.93,uwb_only
1787642944.756,13605,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497372,126.958511,0.621,113.17,0.0,4.93,uwb_only
1787642944.973,13606,0,0,0,0,1,heartbeat,0,4.93,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497372,126.958519,0.621,113.17,0.0,4.93,uwb_only
1787642945.177,13608,0,0,0,0,1,heartbeat,0,4.92,0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497372,126.958519,0.621,113.17,0.0,4.92,uwb_only
