pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787643274.248,16684,0,0,0,0,1,change,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958702,0.253,234.87,0.0,2.81,uwb_only
1787643274.449,16686,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958702,0.253,234.87,0.0,2.81,uwb_only
1787643274.657,16688,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958702,0.253,234.87,0.0,2.81,uwb_only
1787643274.866,16690,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958702,0.253,234.87,0.0,2.81,uwb_only
1787643275.079,16692,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958702,0.253,234.87,0.0,2.81,uwb_only
1787643275.292,16694,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.165,234.87,0.0,2.81,uwb_only
1787643275.504,16696,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.165,234.87,0.0,2.81,uwb_only
1787643275.714,16698,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.165,234.87,0.0,2.81,uwb_only
1787643275.924,16700,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.165,234.87,0.0,2.81,uwb_only
1787643276.134,16702,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.165,234.87,0.0,2.81,uwb_only
1787643276.349,16704,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.111,234.87,0.0,2.81,uwb_only
1787643276.564,16706,0,0,0,0,1,heartbeat,0,2.81,0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.111,234.87,0.0,2.81,uwb_only
1787643276.773,16708,0,0,0,0,1,heartbeat,0,2.81,0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.111,234.87,0.0,2.81,uwb_only
1787643276.977,16710,0,0,0,0,1,heartbeat,0,2.81,0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.111,234.87,0.0,2.81,uwb_only
1787643277.187,16712,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.95871,0.111,234.87,0.0,2.81,uwb_only
1787643277.391,16714,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958717,0.125,234.87,0.0,2.81,uwb_only
1787643277.618,16716,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958717,0.125,234.87,0.0,2.81,uwb_only
1787643277.829,16718,0,0,0,0,1,heartbeat,0,2.81,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.497131,126.958717,0.125,234.87,0.0,2.81,uwb_only
