시각,경과초,시각ms,IMU시각ms,위험,원시위험,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,충격값,충격피크,마지막충격발생값,마지막충격발생ms,송신,지팡이수신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,계산거리,접근속도,TTC,방향오차,전방여부,위험음성횟수,충격음성횟수,마지막위험음성,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,위험송신
17:15:12,0.659,679043,679043,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.51,0.51,9.66","-1.3,-0.1,0.4","-28.650,-26.250,-2.250",0.13,0.13,30.74,670787,6552,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.698,679307,679307,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.32,0.30,9.72","0.5,2.1,0.2","-28.800,-27.300,-0.450",0.17,0.17,30.74,670787,6555,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.699,679329,679329,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.47,0.35,9.77","-1.0,-0.3,-1.8","-27.300,-26.850,-0.450",0.13,0.13,30.74,670787,6555,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.750,679461,679461,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.32,0.51,9.69","4.2,-2.0,-0.9","-28.200,-25.500,-1.800",0.11,0.11,30.74,670787,6556,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.782,679483,679483,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.58,0.45,9.65","1.3,-0.9,-0.7","-28.650,-25.950,-1.500",0.18,0.18,30.74,670787,6556,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.834,679527,679527,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.36,0.54,9.72","0.9,1.9,-1.2","-28.950,-25.500,-1.800",0.10,0.21,30.74,670787,6557,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.865,679571,679571,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.31,0.45,9.73","1.4,2.8,1.8","-29.700,-27.150,-0.300",0.10,0.21,30.74,670787,6557,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,0.917,679615,679615,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.41,0.49,9.73","0.7,0.1,-1.4","-28.950,-25.950,-2.250",0.04,0.19,30.74,670787,6558,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,1.001,679659,679659,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.48,0.42,9.62","-2.4,2.5,-1.0","-30.300,-26.550,-2.400",0.12,0.12,30.74,670787,6558,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
17:15:12,1.084,679769,679769,0,0,0,0.000000,0.000000,0.00,0.0,0.000,0,0.0,"-0.44,0.43,9.73","-1.1,0.9,1.4","-28.950,-26.700,-1.050",0.05,0.09,30.74,670787,6559,0,0,99.00,0.000000,0.000000,0,0,0,0,-1.00,0.00,999.00,0.0,0,0,6,0,-127,-127.0,0,-1,0
