pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787214345.876,4419,0,0,0,0,1,change,0,26.45,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496517,126.958145,0.388,0.0,1,37.496334,126.958336,0.03,358.82,16.87,-20.37
1787214346.08,4421,0,0,0,0,1,heartbeat,0,26.62,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496521,126.958145,0.324,0.0,1,37.496334,126.958336,0.03,358.82,16.87,-20.59
1787214346.284,4423,0,0,0,0,1,heartbeat,0,26.79,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496525,126.958145,0.284,0.0,1,37.496334,126.958336,0.03,358.82,16.87,-20.82
1787214346.492,4425,0,0,0,0,1,heartbeat,0,26.79,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496525,126.958145,0.237,0.0,1,37.496334,126.958336,0.033,358.82,16.87,-20.82
1787214346.696,4427,0,0,0,0,1,heartbeat,0,26.97,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496529,126.958145,0.185,0.0,1,37.496334,126.958336,0.033,358.82,16.87,-21.04
1787214346.985,4428,0,0,0,0,1,heartbeat,0,26.97,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496529,126.958145,0.185,0.0,1,37.496334,126.958336,0.033,358.82,16.87,-21.04
1787214347.216,4432,0,0,0,0,1,heartbeat,0,27.2,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958138,0.145,0.0,1,37.496334,126.958336,0.033,358.82,16.99,-21.24
1787214347.428,4434,0,0,0,0,1,heartbeat,0,27.38,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958138,0.168,0.0,1,37.49633,126.958336,0.024,358.82,16.99,-21.46
1787214347.638,4436,0,0,0,0,1,heartbeat,0,27.38,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958138,0.241,0.0,1,37.49633,126.958336,0.024,358.82,16.99,-21.46
1787214347.85,4438,0,0,0,0,1,heartbeat,0,27.59,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958138,0.31,0.0,1,37.49633,126.958336,0.024,358.82,17.08,-21.67
1787214348.06,4440,0,0,0,0,1,heartbeat,0,27.59,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958138,0.248,0.0,1,37.49633,126.958336,0.024,358.82,17.08,-21.67
1787214348.272,4442,0,0,0,0,1,heartbeat,0,27.72,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958145,0.174,0.0,1,37.49633,126.958336,0.024,358.82,17.02,-21.88
1787214348.485,4444,0,0,0,0,1,heartbeat,0,27.72,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958145,0.147,0.0,1,37.49633,126.958336,0.015,358.82,17.02,-21.88
1787214348.696,4446,0,0,0,0,1,heartbeat,0,27.72,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496532,126.958145,0.101,0.0,1,37.49633,126.958336,0.015,358.82,17.02,-21.88
1787214348.909,4448,0,0,0,0,1,heartbeat,0,27.78,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958145,0.098,0.0,1,37.49633,126.958336,0.015,358.82,17.01,-21.97
1787214349.12,4450,0,0,0,0,1,heartbeat,0,27.78,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958145,0.067,0.0,1,37.49633,126.958336,0.015,358.82,17.01,-21.97
1787214349.333,4451,0,0,0,0,1,heartbeat,0,27.78,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958145,0.067,0.0,1,37.49633,126.958336,0.018,358.82,17.01,-21.97
1787214349.538,4453,0,0,0,0,1,heartbeat,0,27.78,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496536,126.958145,0.069,0.0,1,37.49633,126.958336,0.018,358.82,17.01,-21.97
1787214349.759,4456,0,0,0,0,1,heartbeat,0,28.05,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496544,126.958138,0.102,0.0,1,37.49633,126.958336,0.018,358.82,17.1,-22.23
1787214349.973,4458,0,0,0,0,1,heartbeat,0,28.05,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496544,126.958138,0.086,0.0,1,37.49633,126.958336,0.018,358.82,17.1,-22.23
1787214350.183,4460,0,0,0,0,1,heartbeat,0,28.05,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496544,126.958138,0.085,0.0,1,37.49633,126.958336,0.018,358.82,17.1,-22.23
1787214350.395,4462,0,0,0,0,1,heartbeat,0,28.4,-0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496548,126.958138,0.129,0.0,1,37.49633,126.958344,0.017,358.82,17.37,-22.46
