pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787210853.593,3581,0,0,0,0,1,change,0,25.96,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.626,244.73,1,37.496475,126.958496,0.041,358.92,25.61,4.23
1787210853.856,3584,0,0,0,0,1,heartbeat,0,25.96,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.607,244.73,1,37.496475,126.958496,0.041,358.92,25.61,4.23
1787210854.076,3586,0,0,0,0,1,heartbeat,0,25.96,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.598,244.73,1,37.496475,126.958496,0.041,358.92,25.61,4.23
1787210854.277,3588,0,0,0,0,1,heartbeat,0,25.96,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.594,0.0,1,37.496475,126.958496,0.041,358.92,25.61,4.23
1787210854.494,3590,0,0,0,0,1,heartbeat,0,25.61,0.0,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.545,0.0,1,37.496475,126.958488,0.08,358.92,25.26,4.23
1787210854.701,3592,0,0,0,0,1,heartbeat,0,25.67,-0.02,9999.0,18.0,0,ttc_capped,,table,1,37.496433,126.958206,0.53,0.0,1,37.496475,126.958488,0.08,358.92,25.26,4.59
1787210854.91,3594,0,0,0,0,1,heartbeat,0,25.64,-0.03,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958206,0.483,0.0,1,37.496475,126.958488,0.08,358.92,25.26,4.41
1787210855.126,3595,0,0,0,0,1,heartbeat,0,25.9,-0.12,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958199,0.476,0.0,1,37.496475,126.958488,0.08,358.92,25.53,4.34
1787210855.333,3598,0,0,0,0,1,heartbeat,0,25.95,-0.17,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958199,0.565,0.0,1,37.496475,126.958488,0.094,358.92,25.58,4.34
1787210855.538,3599,0,0,0,0,1,heartbeat,0,25.99,-0.2,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958199,0.654,0.0,1,37.496475,126.958488,0.094,358.92,25.63,4.33
1787210855.741,3601,0,0,0,0,1,heartbeat,0,26.04,-0.22,9999.0,18.0,0,ttc_capped,,table,1,37.496437,126.958199,0.682,0.0,1,37.496475,126.958488,0.094,358.92,25.68,4.33
1787210855.966,3604,0,0,0,0,1,heartbeat,0,26.17,-0.26,9999.0,18.0,0,ttc_capped,,table,1,37.496441,126.958199,0.616,0.0,1,37.496475,126.958488,0.094,358.92,25.87,3.93
1787210856.178,3606,0,0,0,0,1,heartbeat,0,26.23,-0.28,9999.0,18.0,0,ttc_capped,,table,1,37.496441,126.958199,0.552,0.0,1,37.496475,126.958488,0.094,358.92,25.94,3.86
