pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787211979.949,14266,0,0,0,0,1,change,0,7.84,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496368,126.958321,0.136,0.0,1,37.4963,126.958298,0.171,0.0,-2.03,-7.57
1787211980.172,14269,0,0,0,0,1,heartbeat,0,7.84,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496368,126.958321,0.136,0.0,1,37.4963,126.958298,0.171,0.0,-2.03,-7.57
1787211980.383,14271,0,0,0,0,1,heartbeat,0,8.2,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.236,143.12,1,37.496292,126.95829,0.109,0.0,-2.38,-7.85
1787211980.592,14273,0,0,0,0,1,heartbeat,0,8.2,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.236,143.12,1,37.496292,126.95829,0.109,0.0,-2.38,-7.85
1787211980.802,14275,0,0,0,0,1,heartbeat,0,8.2,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.236,143.12,1,37.496292,126.95829,0.109,0.0,-2.38,-7.85
1787211981.012,14277,0,0,0,0,1,heartbeat,0,8.2,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.236,143.12,1,37.496292,126.95829,0.109,0.0,-2.38,-7.85
1787211981.227,14279,0,0,0,0,1,heartbeat,0,8.2,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.166,143.12,1,37.496292,126.95829,0.109,0.0,-2.39,-7.85
1787211981.438,14281,0,0,0,0,1,heartbeat,0,8.6,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.166,143.12,1,37.496288,126.958282,0.095,0.0,-2.74,-8.15
1787211981.649,14283,0,0,0,0,1,heartbeat,0,8.6,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.166,143.12,1,37.496288,126.958282,0.095,0.0,-2.74,-8.15
1787211981.856,14285,0,0,0,0,1,heartbeat,0,8.6,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.166,0.0,1,37.496288,126.958282,0.095,0.0,-2.74,-8.15
1787211982.07,14287,0,0,0,0,1,heartbeat,0,8.6,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496365,126.958321,0.166,0.0,1,37.496288,126.958282,0.095,0.0,-2.74,-8.15
1787211982.279,14289,0,0,0,0,1,heartbeat,0,8.4,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496361,126.958321,0.194,0.0,1,37.496288,126.958282,0.095,0.0,-2.74,-7.94
1787211982.494,14291,0,0,0,0,1,heartbeat,0,8.76,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496361,126.958321,0.194,0.0,1,37.496284,126.958275,0.109,0.0,-3.08,-8.2
1787211982.703,14292,0,0,0,0,1,heartbeat,0,8.76,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496361,126.958321,0.194,0.0,1,37.496284,126.958275,0.109,0.0,-3.08,-8.2
1787211982.914,14294,0,0,0,0,1,heartbeat,0,8.76,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496361,126.958321,0.194,0.0,1,37.496284,126.958275,0.109,0.0,-3.08,-8.2
1787211983.121,14296,0,0,0,0,1,heartbeat,0,8.76,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496361,126.958321,0.194,0.0,1,37.496284,126.958275,0.109,0.0,-3.08,-8.2
1787211983.324,14298,0,0,0,0,1,heartbeat,0,8.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958321,0.177,0.0,1,37.496281,126.958275,0.078,0.0,-3.28,-8.21
1787211983.529,14300,0,0,0,0,1,heartbeat,0,8.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958321,0.177,0.0,1,37.496281,126.958275,0.078,0.0,-3.28,-8.21
1787211983.758,14303,0,0,0,0,1,heartbeat,0,8.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958321,0.177,0.0,1,37.496281,126.958275,0.078,0.0,-3.28,-8.21
1787211983.968,14305,0,0,0,0,1,heartbeat,0,8.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958321,0.177,0.0,1,37.496281,126.958275,0.078,0.0,-3.28,-8.21
1787211984.178,14307,0,0,0,0,1,heartbeat,0,8.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958321,0.177,0.0,1,37.496281,126.958275,0.078,0.0,-3.28,-8.21
1787211984.39,14309,0,0,0,0,1,heartbeat,0,8.77,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958328,0.169,0.0,1,37.496281,126.958275,0.039,0.0,-3.41,-8.08
1787211984.602,14311,0,0,0,0,1,heartbeat,0,8.77,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958328,0.169,0.0,1,37.496281,126.958275,0.039,0.0,-3.41,-8.08
1787211984.812,14313,0,0,0,0,1,heartbeat,0,8.77,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958328,0.169,0.0,1,37.496281,126.958275,0.039,0.0,-3.41,-8.08
1787211985.026,14315,0,0,0,0,1,heartbeat,0,8.77,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496357,126.958328,0.169,0.0,1,37.496281,126.958275,0.039,0.0,-3.41,-8.08
1787211985.235,14317,0,0,0,0,1,heartbeat,0,8.66,-0.0,9999.0,6.0,0,ttc_capped,,table,1,37.496353,126.958328,0.151,0.0,1,37.496281,126.958275,0.039,0.0,-3.5,-7.92
1787211985.446,14319,0,0,0,0,1,heartbeat,0,8.93,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496353,126.958328,0.151,0.0,1,37.496277,126.958275,0.025,0.0,-3.64,-8.15
1787211985.655,14321,0,0,0,0,1,heartbeat,0,8.93,-0.01,9999.0,30.0,0,ttc_capped,,table,1,37.496353,126.958328,0.151,0.0,1,37.496277,126.958275,0.025,0.0,-3.64,-8.15
1787211985.867,14323,0,0,0,0,1,heartbeat,0,8.93,-0.01,9999.0,30.0,0,ttc_capped,,table,1,37.496353,126.958328,0.151,0.0,1,37.496277,126.958275,0.025,0.0,-3.64,-8.16
