pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787210950.328,4497,0,0,0,0,1,change,0,11.47,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496399,126.95826,0.107,0.0,1,37.49649,126.958321,0.012,181.89,5.39,10.13
1787210950.532,4499,0,0,0,0,1,heartbeat,0,11.47,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496399,126.95826,0.104,0.0,1,37.49649,126.958321,0.012,181.89,5.39,10.13
1787210950.792,4502,0,0,0,0,1,heartbeat,0,11.28,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.95826,0.096,0.0,1,37.49649,126.958321,0.012,181.89,5.39,9.91
1787210951.004,4504,0,0,0,0,1,heartbeat,0,11.33,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.958252,0.104,0.0,1,37.49649,126.958321,0.012,181.89,5.62,9.83
1787210951.213,4506,0,0,0,0,1,heartbeat,0,11.33,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.958252,0.09,0.0,1,37.49649,126.958321,0.012,181.89,5.62,9.83
1787210951.427,4508,0,0,0,0,1,heartbeat,0,11.33,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.958252,0.08,0.0,1,37.49649,126.958321,0.011,181.89,5.62,9.83
1787210951.645,4510,0,0,0,0,1,heartbeat,0,11.33,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.958252,0.061,0.0,1,37.49649,126.958321,0.011,181.89,5.62,9.83
1787210951.849,4512,0,0,0,0,1,heartbeat,0,11.33,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.958252,0.058,0.0,1,37.49649,126.958321,0.011,181.89,5.62,9.83
1787210952.062,4514,0,0,0,0,1,heartbeat,0,11.27,0.0,9999.0,13.7,0,ttc_capped,,table,1,37.496403,126.95826,0.054,0.0,1,37.49649,126.958321,0.011,181.89,5.56,9.8
1787210952.275,4515,0,0,0,0,1,heartbeat,0,11.12,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496403,126.95826,0.054,0.0,1,37.496487,126.958321,0.013,181.89,5.56,9.63
1787210952.482,4518,0,0,0,0,1,heartbeat,0,11.12,0.0,9999.0,20.19,0,ttc_capped,,table,1,37.496403,126.95826,0.085,0.0,1,37.496487,126.958321,0.013,181.89,5.56,9.63
1787210952.686,4519,0,0,0,0,1,heartbeat,0,11.12,0.0,9999.0,20.19,0,ttc_capped,,table,1,37.496403,126.95826,0.085,0.0,1,37.496487,126.958321,0.013,181.89,5.56,9.63
1787210952.887,4521,0,0,0,0,1,heartbeat,0,11.0,0.0,9999.0,18.75,0,ttc_capped,,table,1,37.496407,126.95826,0.093,0.0,1,37.496487,126.958321,0.013,181.89,5.53,9.52
1787210953.116,4524,0,0,0,0,1,heartbeat,0,11.0,0.0,9999.0,16.7,0,ttc_capped,,table,1,37.496407,126.95826,0.075,0.0,1,37.496487,126.958321,0.013,181.89,5.53,9.52
1787210953.326,4526,0,0,0,0,1,heartbeat,0,11.01,0.0,9999.0,17.52,0,ttc_capped,,table,1,37.496407,126.95826,0.061,0.0,1,37.496487,126.958321,0.012,181.89,5.53,9.52
1787210953.536,4528,0,0,0,0,1,heartbeat,0,10.88,0.0,9999.0,22.28,0,ttc_capped,,table,1,37.496407,126.958267,0.051,0.0,1,37.496487,126.958321,0.012,181.89,5.4,9.44
1787210953.748,4530,0,0,0,0,1,heartbeat,0,10.88,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496407,126.958267,0.062,0.0,1,37.496487,126.958321,0.012,181.89,5.4,9.44
1787210953.96,4532,0,0,0,0,1,heartbeat,0,10.88,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496407,126.958267,0.042,0.0,1,37.496487,126.958321,0.012,181.89,5.4,9.44
1787210954.174,4534,0,0,0,0,1,heartbeat,0,10.88,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496407,126.958267,0.056,0.0,1,37.496487,126.958321,0.012,181.89,5.4,9.44
1787210954.385,4536,0,0,0,0,1,heartbeat,0,10.88,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496407,126.958267,0.094,0.0,1,37.496487,126.958321,0.019,181.89,5.4,9.44
