pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787208859.759,2432,0,0,0,0,1,change,0,10.41,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.071,0.0,1,37.496544,126.958237,0.011,91.18,-5.39,8.91
1787208859.965,2434,0,0,0,0,1,heartbeat,0,10.41,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.069,0.0,1,37.496544,126.958237,0.011,91.18,-5.39,8.91
1787208860.169,2436,0,0,0,0,1,heartbeat,0,10.6,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.065,0.0,1,37.496544,126.958229,0.013,91.18,-5.74,8.91
1787208860.379,2438,0,0,0,0,1,heartbeat,0,10.6,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.062,0.0,1,37.496544,126.958229,0.013,91.18,-5.74,8.91
1787208860.593,2440,0,0,0,0,1,heartbeat,0,10.6,0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.053,0.0,1,37.496544,126.958229,0.013,91.18,-5.74,8.91
1787208860.807,2442,0,0,0,0,1,heartbeat,0,10.6,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.051,0.0,1,37.496544,126.958229,0.013,91.18,-5.74,8.91
1787208861.015,2444,0,0,0,0,1,heartbeat,0,10.6,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.496464,126.958298,0.049,0.0,1,37.496544,126.958229,0.013,91.18,-5.74,8.91
1787208861.219,2446,0,0,0,0,1,heartbeat,0,10.78,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.49646,126.958298,0.05,0.0,1,37.496544,126.958229,0.009,91.18,-5.74,9.13
1787208861.428,2448,0,0,0,0,1,heartbeat,0,10.96,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.49646,126.958305,0.043,0.0,1,37.496544,126.958229,0.009,91.18,-5.95,9.2
1787208861.64,2450,0,0,0,0,1,heartbeat,0,10.96,-0.0,9999.0,25.0,0,ttc_capped,,table,1,37.49646,126.958305,0.043,0.0,1,37.496544,126.958229,0.009,91.18,-5.95,9.2
