pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1787209246.08,1771,0,0,0,0,1,change,0,6.48,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496475,126.958252,0.042,0.0,1,37.496418,126.958267,0.016,77.66,1.32,-6.35
1787209246.28,1773,0,0,0,0,1,heartbeat,0,6.7,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496475,126.958252,0.035,0.0,1,37.496414,126.958267,0.023,77.66,1.32,-6.57
1787209246.49,1775,0,0,0,0,1,heartbeat,0,6.7,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496475,126.958252,0.03,0.0,1,37.496414,126.958267,0.023,77.66,1.32,-6.57
1787209246.691,1777,0,0,0,0,1,heartbeat,0,6.7,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496475,126.958252,0.03,0.0,1,37.496414,126.958267,0.023,77.66,1.32,-6.57
1787209246.895,1779,0,0,0,0,1,heartbeat,0,6.7,0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496475,126.958252,0.032,0.0,1,37.496414,126.958267,0.023,77.66,1.32,-6.57
1787209247.111,1781,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.028,0.0,1,37.496414,126.958267,0.023,77.66,1.32,-6.79
1787209247.318,1783,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.031,0.0,1,37.496414,126.958267,0.014,77.66,1.32,-6.79
1787209247.53,1785,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.025,0.0,1,37.496414,126.958267,0.014,77.66,1.32,-6.79
1787209247.823,1788,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.044,0.0,1,37.496414,126.958267,0.014,77.66,1.32,-6.79
1787209248.03,1789,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.044,0.0,1,37.496414,126.958267,0.014,77.66,1.32,-6.79
1787209248.239,1791,0,0,0,0,1,heartbeat,0,6.92,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496479,126.958252,0.052,0.0,1,37.496414,126.958267,0.01,77.66,1.32,-6.79
1787209248.44,1793,0,0,0,0,1,heartbeat,0,7.14,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496483,126.958252,0.063,0.0,1,37.496414,126.958267,0.01,77.66,1.32,-7.01
1787209248.648,1795,0,0,0,0,1,heartbeat,0,7.14,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496483,126.958252,0.062,0.0,1,37.496414,126.958267,0.01,77.66,1.32,-7.01
1787209248.855,1797,0,0,0,0,1,heartbeat,0,7.14,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496483,126.958252,0.074,0.0,1,37.496414,126.958267,0.01,77.66,1.32,-7.01
1787209249.069,1799,0,0,0,0,1,heartbeat,0,7.14,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496483,126.958252,0.1,0.0,1,37.496414,126.958267,0.01,77.66,1.32,-7.01
1787209249.3,1802,0,0,0,0,1,heartbeat,0,7.48,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496487,126.958252,0.118,0.0,1,37.496414,126.958275,0.007,77.66,1.57,-7.31
1787209249.512,1804,0,0,0,0,1,heartbeat,0,7.48,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496487,126.958252,0.15,0.0,1,37.496414,126.958275,0.007,77.66,1.57,-7.31
1787209249.722,1806,0,0,0,0,1,heartbeat,0,7.48,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496487,126.958252,0.207,0.0,1,37.496414,126.958275,0.007,77.66,1.57,-7.31
1787209249.934,1808,0,0,0,0,1,heartbeat,0,7.48,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496487,126.958252,0.212,0.0,1,37.496414,126.958275,0.007,77.66,1.57,-7.31
1787209250.15,1810,0,0,0,0,1,heartbeat,0,7.48,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.496487,126.958252,0.217,0.0,1,37.496414,126.958275,0.007,77.66,1.57,-7.32
1787209250.365,1812,0,0,0,0,1,heartbeat,0,7.68,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.195,0.0,1,37.496414,126.958275,0.011,77.66,1.57,-7.52
1787209250.566,1814,0,0,0,0,1,heartbeat,0,7.68,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.168,0.0,1,37.496414,126.958275,0.011,77.66,1.57,-7.52
1787209250.782,1816,0,0,0,0,1,heartbeat,0,7.68,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.147,0.0,1,37.496414,126.958275,0.011,77.66,1.57,-7.52
1787209250.991,1818,0,0,0,0,1,heartbeat,0,7.68,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.133,0.0,1,37.496414,126.958275,0.011,77.66,1.57,-7.52
1787209251.203,1820,0,0,0,0,1,heartbeat,0,7.68,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.144,0.0,1,37.496414,126.958275,0.011,77.66,1.57,-7.52
1787209251.415,1822,0,0,0,0,1,heartbeat,0,7.85,-0.0,9999.0,30.0,0,ttc_capped,,table,1,37.49649,126.958252,0.166,0.0,1,37.49641,126.958275,0.013,77.66,1.69,-7.67
