pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787796601.196,910,2,2,0,0,1,change,0,0.35,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.35,uwb_only
1787796601.406,912,2,2,0,2,1,heartbeat,0,0.35,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.35,uwb_only
1787796601.614,914,2,2,2,2,1,heartbeat,0,0.35,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.35,uwb_only
1787796601.82,916,2,2,2,2,1,heartbeat,0,0.35,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.35,uwb_only
1787796602.026,918,2,2,2,2,1,heartbeat,0,0.35,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.35,uwb_only
1787796602.235,920,2,2,2,2,1,heartbeat,0,0.37,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.37,uwb_only
1787796602.442,922,2,2,2,2,1,heartbeat,0,0.61,-0.36,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.61,uwb_only
1787796602.649,924,2,2,2,2,1,heartbeat,0,0.81,-0.55,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.81,uwb_only
1787796602.861,926,2,2,2,2,1,heartbeat,0,1.01,-0.68,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.01,uwb_only
1787796603.05,928,0,0,2,2,1,change,0,1.14,-0.67,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.14,uwb_only
