pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787803359.642,22775,0,0,0,0,1,change,0,11.97,0.0,9999.0,25.0,0,ttc_capped,0.3535,table,1,37.49651,126.957916,0.088,0.0,1,37.496414,126.957977,1.134,14.99,5.39,-10.69,gps
1787803359.855,22777,0,0,0,0,1,heartbeat,0,11.68,0.0,9999.0,25.0,0,ttc_capped,0.5772,table,1,37.49651,126.957916,0.088,0.0,1,37.496418,126.957977,1.134,14.99,5.42,-10.35,gps
1787803360.062,22779,0,0,0,0,1,heartbeat,0,12.12,-0.56,9999.0,25.0,0,ttc_capped,0.6492,table,1,37.49651,126.957916,0.088,0.0,1,37.496418,126.957977,1.134,14.99,5.77,-10.66,uwb
1787803360.278,22781,2,2,0,0,1,change,0,12.12,-0.56,9999.0,25.0,0,ttc_capped,0.934,model,1,37.496506,126.957916,0.079,0.0,1,37.496426,126.957977,1.357,18.07,6.1,-10.48,uwb
1787803360.481,22783,2,2,2,2,1,heartbeat,0,12.12,-0.56,9999.0,25.0,0,ttc_capped,0.937,model,1,37.496506,126.957916,0.079,0.0,1,37.496426,126.957985,1.357,18.07,6.41,-10.29,uwb
1787803360.702,22786,2,2,2,2,1,heartbeat,0,12.12,-0.56,9999.0,25.0,0,ttc_capped,0.937,model,1,37.496506,126.957916,0.079,0.0,1,37.496429,126.957985,1.357,18.07,6.71,-10.1,uwb
1787803360.916,22788,2,2,2,2,1,heartbeat,0,12.12,-0.56,9999.0,5.0,0,ttc_capped,0.9269,model,1,37.496506,126.957916,0.079,0.0,1,37.496429,126.957985,1.357,18.07,6.93,-9.95,uwb
1787803361.121,22789,2,2,2,2,1,heartbeat,0,10.28,0.64,16.1,5.6,0,table,0.9269,model,1,37.496506,126.957916,0.079,0.0,1,37.496429,126.957985,1.357,18.07,6.05,-8.31,gps
1787803361.33,22791,2,2,2,2,1,heartbeat,0,9.98,0.76,13.12,6.6,0,table,0.9501,model,1,37.496506,126.957916,0.078,0.0,1,37.496441,126.957985,1.573,19.24,6.16,-7.85,gps
1787803361.545,22793,2,2,2,2,1,heartbeat,0,9.84,0.8,12.36,6.6,0,table,0.9501,model,1,37.496506,126.957916,0.078,0.0,1,37.496441,126.957993,1.573,19.24,6.34,-7.52,gps
1787803361.754,22795,2,2,2,2,1,heartbeat,0,9.68,0.78,12.41,6.6,0,table,0.9508,model,1,37.496506,126.957916,0.078,0.0,1,37.496445,126.957993,1.573,19.24,6.5,-7.17,gps
1787803361.967,22797,2,2,2,2,1,heartbeat,0,9.52,0.75,12.74,6.6,0,table,0.9487,model,1,37.496506,126.957916,0.078,0.0,1,37.496445,126.957993,1.573,19.24,6.61,-6.86,gps
1787803362.191,22800,2,2,2,2,1,heartbeat,0,9.37,0.71,13.25,6.6,0,table,0.9487,model,1,37.496506,126.957916,0.074,0.0,1,37.496445,126.957993,1.573,19.24,6.73,-6.52,gps
1787803362.395,22802,2,2,2,2,1,heartbeat,0,9.26,0.63,14.69,6.6,0,table,0.9081,model,1,37.496506,126.957916,0.074,0.0,1,37.496452,126.957993,1.291,18.38,6.79,-6.3,gps
1787803362.603,22804,2,2,2,2,1,heartbeat,0,12.19,-0.56,9999.0,5.0,0,ttc_capped,0.9122,model,1,37.496506,126.957916,0.074,0.0,1,37.496456,126.957993,1.291,18.38,9.18,-8.02,uwb
1787803362.821,22806,2,2,2,2,1,heartbeat,0,11.26,1.06,10.66,7.2,0,table,0.9124,model,1,37.496506,126.957916,0.074,0.0,1,37.496456,126.957993,1.291,18.38,8.69,-7.16,uwb
1787803363.031,22808,2,2,2,2,1,heartbeat,0,10.79,1.46,7.38,8.6,0,table,0.9073,table,1,37.496506,126.957916,0.074,0.0,1,37.49646,126.957993,1.291,18.38,8.52,-6.61,uwb
1787803363.232,22809,2,2,2,2,1,heartbeat,0,10.47,1.49,7.05,8.6,0,table,0.7779,table,1,37.496506,126.957916,0.074,0.0,1,37.49646,126.957993,0.681,18.38,8.34,-6.33,uwb
1787803363.44,22811,2,2,2,2,1,heartbeat,0,10.27,1.35,7.61,8.6,0,table,0.7906,table,1,37.496502,126.957916,0.064,0.0,1,37.49646,126.957993,0.681,18.38,8.45,-5.84,uwb
1787803363.643,22813,2,2,2,2,1,heartbeat,0,10.14,1.14,8.89,7.2,0,table,0.7961,table,1,37.496502,126.957916,0.064,0.0,1,37.49646,126.957993,0.681,18.38,8.47,-5.57,uwb
1787803363.849,22815,2,2,2,2,1,heartbeat,0,10.14,1.14,8.89,7.2,0,table,0.7961,table,1,37.496502,126.957916,0.064,0.0,1,37.49646,126.957993,0.681,18.38,8.6,-5.37,uwb
1787803363.965,22816,0,0,2,2,1,change,0,10.14,1.14,8.89,7.2,0,table,0.7961,table,1,37.496502,126.957916,0.064,0.0,1,37.49646,126.957993,0.681,18.38,8.67,-5.25,uwb
1787803364.17,22818,0,0,0,0,1,heartbeat,0,10.04,0.67,15.06,5.6,0,table,0.7989,table,1,37.496502,126.957916,0.064,0.0,1,37.49646,126.957993,0.681,18.38,8.72,-4.99,uwb
1787803364.388,22820,0,0,0,0,1,heartbeat,0,10.03,0.5,9999.0,5.0,0,ttc_capped,0.684,table,1,37.496502,126.957916,0.076,0.0,1,37.49646,126.957993,0.379,14.24,8.62,-5.12,uwb
1787803364.597,22822,0,0,0,0,1,heartbeat,0,10.03,0.5,9999.0,5.0,0,ttc_capped,0.684,table,1,37.496502,126.957916,0.076,0.0,1,37.49646,126.957993,0.379,14.24,8.72,-4.94,uwb
1787803364.823,22824,0,0,0,0,1,heartbeat,0,10.04,0.16,9999.0,5.0,0,ttc_capped,0.684,table,1,37.496502,126.957916,0.076,0.0,1,37.49646,126.957993,0.379,14.24,8.84,-4.76,uwb
1787803365.03,22827,0,0,0,0,1,heartbeat,0,10.02,0.14,9999.0,5.0,0,ttc_capped,0.6877,table,1,37.496502,126.957916,0.076,0.0,1,37.49646,126.957993,0.379,14.24,8.92,-4.58,uwb
1787803365.244,22829,0,0,0,0,1,heartbeat,0,10.02,0.14,9999.0,5.0,0,ttc_capped,0.6848,table,1,37.496498,126.957916,0.082,0.0,1,37.49646,126.957993,0.379,14.24,9.12,-4.16,uwb
1787803365.456,22831,0,0,0,0,1,heartbeat,0,10.02,0.14,9999.0,5.0,0,ttc_capped,0.0076,table,1,37.496498,126.957916,0.082,0.0,1,37.496456,126.957993,0.21,14.24,8.52,-5.28,uwb
1787803365.658,22833,0,0,0,0,1,heartbeat,0,10.02,0.14,9999.0,5.0,0,ttc_capped,0.0076,table,1,37.496498,126.957916,0.082,0.0,1,37.496456,126.957993,0.21,14.24,8.52,-5.28,uwb
1787803365.865,22835,0,0,0,0,1,heartbeat,0,10.03,0.09,9999.0,5.0,0,ttc_capped,0.0076,table,1,37.496498,126.957916,0.082,0.0,1,37.496456,126.957993,0.21,14.24,8.52,-5.28,uwb
1787803366.078,22836,0,0,0,0,1,heartbeat,0,10.01,0.09,9999.0,5.0,0,ttc_capped,0.0076,table,1,37.496498,126.957916,0.082,0.0,1,37.496456,126.957993,0.21,14.24,8.51,-5.28,uwb
1787803366.296,22838,0,0,0,0,1,heartbeat,0,10.0,0.08,9999.0,6.0,0,ttc_capped,0.0047,table,1,37.496498,126.957916,0.069,0.0,1,37.496456,126.957993,0.11,14.24,8.5,-5.27,uwb
1787803366.497,22840,0,0,0,0,1,heartbeat,0,10.0,0.08,9999.0,6.0,0,ttc_capped,0.0033,table,1,37.496494,126.957916,0.069,0.0,1,37.496456,126.957993,0.11,14.24,8.62,-5.07,uwb
1787803366.711,22842,0,0,0,0,1,heartbeat,0,10.02,0.01,9999.0,5.0,0,ttc_capped,0.0033,table,1,37.496494,126.957916,0.069,0.0,1,37.496456,126.957993,0.11,14.24,8.64,-5.07,uwb
1787803366.935,22844,0,0,0,0,1,heartbeat,0,10.04,-0.02,9999.0,5.0,0,ttc_capped,0.0033,table,1,37.496494,126.957916,0.069,0.0,1,37.496456,126.957993,0.11,14.24,8.65,-5.08,uwb
1787803367.14,22846,0,0,0,0,1,heartbeat,0,10.04,-0.02,9999.0,5.0,0,ttc_capped,0.0033,table,1,37.496494,126.957916,0.069,0.0,1,37.496456,126.957993,0.11,14.24,8.65,-5.08,uwb
1787803367.355,22848,0,0,0,0,1,heartbeat,0,10.04,-0.02,9999.0,5.0,0,ttc_capped,0.0089,table,1,37.496494,126.957916,0.074,0.0,1,37.496452,126.957985,0.107,14.24,8.53,-5.28,uwb
1787803367.56,22850,0,0,0,0,1,heartbeat,0,10.04,-0.02,9999.0,5.0,0,ttc_capped,0.0089,table,1,37.496494,126.957916,0.074,0.0,1,37.496452,126.957985,0.107,14.24,8.53,-5.28,uwb
1787803367.774,22852,0,0,0,0,1,heartbeat,0,10.01,0.05,9999.0,5.0,0,ttc_capped,0.0089,table,1,37.496494,126.957916,0.074,0.0,1,37.496452,126.957985,0.107,14.24,8.51,-5.27,uwb
1787803367.994,22855,0,0,0,0,1,heartbeat,0,10.01,0.05,9999.0,5.0,0,ttc_capped,0.0089,table,1,37.496494,126.957916,0.074,0.0,1,37.496452,126.957985,0.107,14.24,8.51,-5.27,uwb
