pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m,distance_source
1787800896.68,0,2,2,0,0,1,change,0,0.41,0.2,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.018,174.22,0.0,0.41,uwb_only
1787800896.887,2,2,2,2,2,1,heartbeat,0,0.35,0.22,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.018,174.22,0.0,0.35,uwb_only
1787800897.096,4,2,2,2,2,1,heartbeat,0,0.32,0.21,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.018,174.22,0.0,0.32,uwb_only
1787800897.343,6,2,2,2,2,1,heartbeat,0,0.29,0.18,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.04,174.22,0.0,0.29,uwb_only
1787800897.552,8,2,2,2,2,1,heartbeat,0,0.29,0.14,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.04,174.22,0.0,0.29,uwb_only
1787800897.771,10,2,2,2,2,1,heartbeat,0,0.29,0.1,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.04,174.22,0.0,0.29,uwb_only
1787800898.011,13,2,2,2,2,1,heartbeat,0,0.29,0.06,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957909,0.04,174.22,0.0,0.29,uwb_only
1787800898.22,15,2,2,2,2,1,heartbeat,0,0.29,0.05,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.033,174.22,0.0,0.29,uwb_only
1787800898.425,17,2,2,2,2,1,heartbeat,0,0.28,0.04,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.033,174.22,0.0,0.28,uwb_only
1787800898.649,19,2,2,2,2,1,heartbeat,0,0.28,0.04,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.033,174.22,0.0,0.28,uwb_only
1787800898.869,21,2,2,2,2,1,heartbeat,0,0.27,0.03,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.033,174.22,0.0,0.27,uwb_only
1787800899.075,23,2,2,2,2,1,heartbeat,0,0.27,0.03,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.033,174.22,0.0,0.27,uwb_only
1787800899.289,25,2,2,2,2,1,heartbeat,0,0.26,0.02,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.042,174.22,0.0,0.26,uwb_only
1787800899.505,27,2,2,2,2,1,heartbeat,0,0.26,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.042,174.22,0.0,0.26,uwb_only
1787800899.72,28,2,2,2,2,1,heartbeat,0,0.27,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.042,174.22,0.0,0.27,uwb_only
1787800899.951,30,2,2,2,2,1,heartbeat,0,0.27,0.0,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.042,174.22,0.0,0.27,uwb_only
1787800900.163,33,2,2,2,2,1,heartbeat,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.042,174.22,0.0,0.27,uwb_only
1787800900.38,35,2,2,2,2,1,heartbeat,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.031,174.22,0.0,0.27,uwb_only
1787800900.67,37,2,2,2,2,1,heartbeat,0,0.27,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.031,174.22,0.0,0.27,uwb_only
1787800900.894,40,2,2,2,2,1,heartbeat,0,0.27,0.0,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.031,174.22,0.0,0.27,uwb_only
1787800901.107,42,2,2,2,2,1,heartbeat,0,0.27,0.0,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.031,174.22,0.0,0.27,uwb_only
1787800901.314,44,2,2,2,2,1,heartbeat,0,0.27,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.27,uwb_only
1787800901.531,46,2,2,2,2,1,heartbeat,0,0.27,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.27,uwb_only
1787800901.763,48,2,2,2,2,1,heartbeat,0,0.26,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800901.984,50,2,2,2,2,1,heartbeat,0,0.26,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800902.232,52,2,2,2,2,1,heartbeat,0,0.26,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800902.463,54,2,2,2,2,1,heartbeat,0,0.26,0.01,9999.0,30.0,2,near_floor,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800902.745,57,2,2,2,2,1,heartbeat,0,0.26,-0.0,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800902.968,59,2,2,2,2,1,heartbeat,0,0.26,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957901,0.026,174.22,0.0,0.26,uwb_only
1787800903.179,61,2,2,2,2,1,heartbeat,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957893,0.054,174.22,0.0,0.27,uwb_only
1787800903.392,63,2,2,2,2,1,heartbeat,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957893,0.054,174.22,0.0,0.27,uwb_only
1787800903.599,65,2,2,2,2,1,heartbeat,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957893,0.054,174.22,0.0,0.27,uwb_only
1787800903.671,66,0,0,2,2,1,change,0,0.27,-0.01,9999.0,30.0,0,ttc_capped,,table,0,0.0,0.0,0.0,0.0,1,37.496597,126.957893,0.054,174.22,0.0,0.27,uwb_only
