pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786686055.844,7690,2,2,0,0,1,change,0,5.45,-0.0,9999.0,30.0,0,ttc_capped,0.7024,model,1,37.496803,126.958054,0.255,0.0,1,0.421,16.81
1786686056.861,7700,2,2,0,0,1,heartbeat,0,5.11,0.12,42.75,19.34,0,ttc_capped,0.0014,table,1,37.496799,126.958054,0.315,0.0,1,0.593,15.79
1786686057.878,7709,2,2,0,2,1,heartbeat,0,5.46,-0.24,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.496799,126.958054,0.268,0.0,1,0.38,15.57
1786686058.491,7715,0,0,2,2,1,change,0,5.6,-0.22,9999.0,30.0,0,ttc_capped,0.0003,table,1,37.496796,126.958054,0.514,0.0,1,0.312,15.57
1786686059.505,7725,0,0,0,0,1,heartbeat,0,5.34,0.02,219.33,18.02,0,ttc_capped,0.0024,table,1,37.496792,126.958054,0.246,0.0,1,0.18,15.57
1786686060.442,7734,1,1,0,0,1,change,0,4.96,0.17,29.14,20.69,1,table,0.0011,table,1,37.496792,126.958054,0.074,0.0,1,0.513,15.41
1786686061.472,7744,2,2,1,1,1,change,0,4.06,0.54,7.58,45.03,2,table,0.0388,table,1,37.496788,126.958046,0.49,0.0,1,0.757,45.12
1786686062.504,7753,2,2,1,2,1,heartbeat,0,3.04,0.75,4.06,53.0,2,table,0.0157,table,1,37.496773,126.958054,1.266,0.0,1,0.603,69.55
1786686063.512,7763,2,2,2,2,1,heartbeat,0,3.82,-1.54,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496738,126.958069,2.496,0.0,1,0.183,70.68
1786686064.525,7773,2,2,2,2,1,heartbeat,0,8.19,-3.66,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.4967,126.958084,3.074,0.0,1,1.227,8.76
1786686064.951,7777,0,0,2,2,1,change,0,10.55,-4.24,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496685,126.958092,3.369,0.0,1,1.158,327.81
1786686065.972,7786,0,0,2,0,1,heartbeat,0,16.11,-4.84,9999.0,25.0,0,ttc_capped,0.0001,table,1,37.496658,126.958138,3.683,0.0,1,0.519,267.65
1786686066.995,7796,0,0,0,0,1,heartbeat,0,23.15,-6.08,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496655,126.958221,3.683,0.0,1,1.11,269.74
1786686068.002,7806,0,0,0,0,1,heartbeat,0,29.63,-6.22,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496647,126.958267,3.683,0.0,1,1.077,318.84
1786686069.028,7815,0,0,0,0,1,heartbeat,0,31.64,-3.8,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496647,126.958267,3.683,0.0,1,2.51,254.1
