pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786690251.996,47880,2,2,0,0,1,change,0,8.63,-0.0,9999.0,30.0,0,ttc_capped,0.5621,model,1,37.49667,126.957802,0.01,0.0,1,0.01,75.6
1786690253.024,47889,2,2,0,0,1,heartbeat,0,8.51,0.04,207.29,6.6,0,ttc_capped,0.0067,table,1,37.49667,126.957802,0.009,0.0,1,0.007,75.6
1786690254.039,47899,2,2,2,0,1,heartbeat,0,8.38,0.08,99.04,6.6,0,ttc_capped,0.0,table,1,37.496674,126.957802,0.009,0.0,1,0.01,75.6
1786690254.138,47900,0,0,2,2,1,change,0,8.37,0.08,104.24,6.6,0,ttc_capped,0.0001,table,1,37.496674,126.957802,0.009,0.0,1,0.01,75.6
1786690255.157,47910,0,0,0,0,1,heartbeat,0,8.31,0.07,124.89,6.6,0,ttc_capped,0.0001,table,1,37.496674,126.957802,0.011,0.0,1,0.021,75.6
1786690256.187,47920,0,0,0,0,1,heartbeat,0,8.27,0.05,182.09,6.6,0,ttc_capped,0.0002,table,1,37.496674,126.957802,0.009,0.0,1,0.018,75.6
1786690256.618,47924,1,1,0,0,1,change,0,7.9,0.28,27.74,30.38,1,table,0.0003,table,1,37.496674,126.957794,0.011,0.0,1,0.008,75.6
1786690257.667,47934,1,1,1,1,1,heartbeat,0,7.41,0.36,20.73,25.96,1,table,0.0001,table,1,37.496674,126.957794,0.013,0.0,1,0.011,75.6
1786690258.716,47944,1,1,1,1,1,heartbeat,0,7.34,0.18,41.28,12.9,0,ttc_capped,0.0005,table,1,37.496674,126.957794,0.01,0.0,1,0.028,75.6
1786690259.743,47953,1,1,1,1,1,heartbeat,0,7.37,0.05,138.14,7.87,0,ttc_capped,0.0002,table,1,37.496674,126.957794,0.01,0.0,1,0.022,75.6
1786690260.353,47959,0,0,1,1,1,change,0,7.4,0.01,666.47,7.17,0,ttc_capped,0.0007,table,1,37.496674,126.957794,0.017,0.0,1,0.03,75.6
1786690261.377,47969,0,0,0,0,1,heartbeat,0,7.42,-0.02,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496674,126.957794,0.024,0.0,1,0.019,75.6
1786690262.4,47979,0,0,0,0,1,heartbeat,0,7.7,-0.2,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.49667,126.957794,0.046,0.0,1,0.035,75.6
1786690263.447,47988,0,0,0,0,1,heartbeat,0,8.34,-0.44,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.49667,126.957802,0.032,0.0,1,0.03,75.6
1786690264.467,47998,0,0,0,0,1,heartbeat,0,8.95,-0.49,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.49667,126.957802,0.031,0.0,1,0.027,75.6
1786690265.477,48008,0,0,0,0,1,heartbeat,0,8.99,-0.24,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.49667,126.957802,0.028,0.0,1,0.009,75.6
1786690266.5,48017,0,0,0,0,1,heartbeat,0,9.47,-0.4,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.496666,126.957802,0.029,0.0,1,0.015,75.6
1786690267.524,48027,0,0,0,0,1,heartbeat,0,9.65,-0.27,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496666,126.957802,0.028,0.0,1,0.022,75.6
1786690268.546,48034,0,0,0,0,1,heartbeat,0,9.63,-0.1,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496666,126.957802,0.028,0.0,1,0.029,75.6
1786690269.105,48035,1,1,0,0,1,change,0,9.26,0.31,29.89,33.0,1,table,0.0002,table,1,37.496662,126.957794,0.025,0.0,1,0.012,75.6
1786690270.157,48045,1,1,1,1,1,heartbeat,0,8.23,0.74,11.09,41.0,1,table,0.0007,table,1,37.496658,126.957787,0.038,0.0,1,0.009,75.6
1786690271.005,48053,2,2,1,1,1,change,0,7.23,0.98,7.35,48.0,2,table,0.0036,table,1,37.496655,126.957771,0.054,0.0,1,0.047,75.6
1786690272.057,48063,2,2,2,2,1,heartbeat,0,6.68,0.74,9.05,41.0,1,table,0.0008,table,1,37.496651,126.957764,0.03,0.0,1,0.03,75.6
1786690273.078,48072,2,2,2,2,1,heartbeat,0,5.83,0.77,7.58,48.0,2,table,0.0003,table,1,37.496647,126.957756,0.021,0.0,1,0.016,75.6
1786690274.088,48082,2,2,2,2,1,heartbeat,0,5.49,0.57,9.67,41.0,1,table,0.0003,table,1,37.496647,126.957748,0.046,0.0,1,0.024,75.6
1786690275.11,48091,2,2,2,2,1,heartbeat,0,5.15,0.41,12.45,33.0,1,table,0.0001,table,1,37.496647,126.957748,0.038,0.0,1,0.023,75.6
1786690275.236,48093,1,1,2,2,1,change,0,5.19,0.35,14.97,32.1,1,table,0.0001,table,1,37.496647,126.957748,0.052,0.0,1,0.073,75.6
1786690276.239,48102,1,1,1,1,1,heartbeat,0,4.57,0.55,8.35,41.0,1,table,0.0003,table,1,37.496639,126.957733,0.035,0.0,1,0.022,75.6
1786690276.274,48103,2,2,1,1,1,change,0,4.47,0.61,7.37,48.0,2,table,0.0007,table,1,37.496639,126.957733,0.039,0.0,1,0.022,75.6
1786690277.332,48113,2,2,2,2,1,heartbeat,0,3.34,0.82,4.09,53.0,2,table,0.0047,table,1,37.496635,126.957726,0.042,0.0,1,0.011,75.6
1786690278.388,48123,2,2,2,2,1,heartbeat,0,3.12,0.45,6.96,48.0,2,table,0.0018,table,1,37.496635,126.957726,0.039,0.0,1,0.015,75.6
1786690279.413,48132,2,2,2,2,1,heartbeat,0,3.64,-0.13,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496632,126.957726,0.058,0.0,1,0.045,75.6
1786690280.434,48142,2,2,2,2,1,heartbeat,0,3.41,0.06,60.98,32.48,0,ttc_capped,0.0004,table,1,37.496632,126.957718,0.035,0.0,1,0.028,75.6
1786690280.604,48144,0,0,2,2,1,change,0,3.41,0.05,68.81,33.0,0,ttc_capped,0.0001,table,1,37.496632,126.957718,0.029,0.0,1,0.028,75.6
1786690281.656,48153,0,0,0,0,1,heartbeat,0,3.33,0.06,53.17,33.0,0,ttc_capped,0.0014,table,1,37.496632,126.957718,0.026,0.0,1,0.007,75.6
1786690282.666,48163,0,0,0,0,1,heartbeat,0,3.35,0.02,152.62,33.0,0,ttc_capped,0.0002,table,1,37.496632,126.957718,0.03,0.0,1,0.025,75.6
1786690283.69,48173,0,0,0,0,1,heartbeat,0,3.41,-0.03,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.496628,126.957718,0.05,0.0,1,0.034,75.6
1786690284.712,48182,0,0,0,0,1,heartbeat,0,3.46,-0.05,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.496628,126.957718,0.054,0.0,1,0.022,75.6
1786690285.727,48192,0,0,0,0,1,heartbeat,0,3.6,-0.11,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496628,126.957718,0.053,0.0,1,0.011,75.6
1786690286.748,48202,0,0,0,0,1,heartbeat,0,3.62,-0.06,9999.0,30.0,0,ttc_capped,0.0002,table,1,37.496628,126.957718,0.023,0.0,1,0.018,75.6
1786690287.771,48212,0,0,0,0,1,heartbeat,0,3.85,-0.16,9999.0,30.0,0,ttc_capped,0.0004,table,1,37.496628,126.957718,0.065,0.0,1,0.018,75.6
1786690288.782,48221,0,0,0,0,1,heartbeat,0,4.34,-0.34,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496628,126.957726,0.051,0.0,1,0.02,75.6
1786690289.808,48231,0,0,0,0,1,heartbeat,0,4.72,-0.34,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496628,126.957726,0.043,0.0,1,0.03,75.6
1786690290.824,48240,0,0,0,0,1,heartbeat,0,5.28,-0.47,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496628,126.957733,0.073,0.0,1,0.005,75.6
1786690291.839,48250,0,0,0,0,1,heartbeat,0,5.38,-0.24,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496632,126.957733,0.055,0.0,1,0.044,75.6
1786690292.855,48260,0,0,0,0,1,heartbeat,0,5.9,-0.42,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496632,126.957741,0.078,0.0,1,0.017,75.6
