pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_speed_mps,veh_heading_deg
1786685388.842,1390,2,2,0,0,1,change,0,7.03,0.0,9999.0,30.0,0,ttc_capped,0.5045,model,1,37.496632,126.958031,0.118,0.0,1,0.014,0.0
1786685389.854,1400,2,2,0,0,1,heartbeat,0,7.25,-0.26,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496613,126.958046,0.113,0.0,1,0.005,0.0
1786685390.876,1410,2,2,2,2,1,heartbeat,0,7.48,-0.21,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496613,126.958046,0.113,0.0,1,0.012,0.0
1786685390.989,1410,0,0,2,2,1,change,0,7.59,-0.29,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496613,126.958046,0.113,0.0,1,0.011,0.0
1786685392.013,1420,0,0,0,0,1,heartbeat,0,7.54,-0.1,9999.0,30.0,0,ttc_capped,0.0001,table,1,37.496613,126.958046,0.113,0.0,1,0.01,0.0
1786685393.036,1430,0,0,0,0,1,heartbeat,0,20.93,-7.47,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496487,126.958115,0.055,0.0,1,0.01,0.0
1786685394.057,1440,0,0,0,0,1,heartbeat,0,22.38,-4.04,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496483,126.958115,0.021,0.0,1,0.008,0.0
1786685395.078,1449,0,0,0,0,1,heartbeat,0,21.39,-1.27,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496483,126.958115,0.027,0.0,1,0.027,0.0
1786685396.087,1459,0,0,0,0,1,heartbeat,0,20.29,-0.05,9999.0,18.0,0,ttc_capped,0.0001,table,1,37.496479,126.958115,0.038,0.0,1,0.023,0.0
1786685397.089,1469,0,0,0,0,1,heartbeat,0,19.88,0.19,105.92,5.6,0,ttc_capped,0.0008,table,1,37.496475,126.958107,0.09,0.0,1,0.017,0.0
