pc_time,cane_seq,computed_level,effective_level,cane_node_risk,veh_node_risk,trusted,reason,target_id,distance_m,closing_mps,ttc_s,risk_score,rule_level,rule_reason,model_proba,level_source,cane_gps_valid,cane_lat,cane_lng,cane_speed_mps,cane_heading_deg,veh_gps_valid,veh_lat,veh_lng,veh_speed_mps,veh_heading_deg,rel_east_m,rel_north_m
1786958004.006,18941,2,2,0,0,1,change,0,2.55,0.0,11737.99,33.0,2,near_floor,0.4522,table,1,37.496658,126.95784,0.318,0.0,1,37.496674,126.957825,0.028,138.08,-1.89,1.7
1786958004.322,18944,2,2,2,2,1,heartbeat,0,4.14,-0.68,9999.0,30.0,1,near_floor,0.0012,table,1,37.496662,126.95784,0.292,0.0,1,37.496696,126.957817,0.036,0.0,-2.33,3.42
1786958004.532,18946,2,2,2,2,1,heartbeat,0,4.91,-2.45,9999.0,30.0,1,near_floor,0.0061,table,1,37.496662,126.95784,0.265,0.0,1,37.496696,126.957817,0.036,0.0,-2.52,4.21
1786958004.744,18948,2,2,2,2,1,heartbeat,0,5.12,-2.82,9999.0,30.0,0,ttc_capped,0.0068,table,1,37.496662,126.95784,0.225,0.0,1,37.496696,126.957817,0.036,0.0,-2.56,4.44
1786958004.954,18950,2,2,2,2,1,heartbeat,0,5.14,-2.46,9999.0,30.0,0,ttc_capped,0.0068,table,1,37.496662,126.95784,0.2,0.0,1,37.496696,126.957817,0.036,0.0,-2.54,4.46
1786958005.164,18952,2,2,2,2,1,heartbeat,0,5.09,-1.92,9999.0,30.0,0,ttc_capped,0.0068,table,1,37.496662,126.95784,0.189,0.0,1,37.496696,126.957817,0.036,0.0,-2.51,4.43
1786958005.378,18954,2,2,2,2,1,heartbeat,0,5.03,-1.44,9999.0,30.0,0,ttc_capped,0.0041,table,1,37.496662,126.95784,0.175,0.0,1,37.496696,126.957817,0.059,0.0,-2.47,4.37
1786958005.653,18956,2,2,2,2,1,heartbeat,0,4.94,-0.97,9999.0,30.0,1,near_floor,0.0011,table,1,37.496662,126.95784,0.152,0.0,1,37.496696,126.957817,0.059,0.0,-2.43,4.29
1786958005.855,18958,2,2,2,2,1,heartbeat,0,4.88,-0.72,9999.0,30.0,1,near_floor,0.0007,table,1,37.496662,126.95784,0.136,0.0,1,37.496696,126.957817,0.059,0.0,-2.41,4.25
1786958006.06,18960,2,2,2,2,1,heartbeat,0,4.84,-0.55,9999.0,30.0,1,near_floor,0.0007,table,1,37.496662,126.95784,0.123,0.0,1,37.496696,126.957817,0.059,0.0,-2.38,4.21
1786958006.269,18962,2,2,2,2,1,heartbeat,0,4.73,-0.41,9999.0,30.0,1,near_floor,0.001,table,1,37.496662,126.95784,0.094,0.0,1,37.496696,126.957825,0.05,0.0,-2.23,4.17
1786958006.373,18963,1,1,2,2,1,change,0,4.66,-0.34,9999.0,30.0,1,near_floor,0.0011,table,1,37.496662,126.95784,0.078,0.0,1,37.496696,126.957825,0.05,0.0,-2.11,4.15
1786958006.579,18965,1,1,1,1,1,heartbeat,0,4.54,-0.21,9999.0,30.0,1,near_floor,0.0011,table,1,37.496662,126.95784,0.076,0.0,1,37.496696,126.957825,0.05,0.0,-1.91,4.12
1786958006.827,18968,1,1,1,1,1,heartbeat,0,4.44,-0.09,9999.0,30.0,1,near_floor,0.0012,table,1,37.496662,126.95784,0.073,0.0,1,37.496696,126.957825,0.05,0.0,-1.73,4.09
1786958007.037,18970,1,1,1,1,1,heartbeat,0,4.37,-0.03,9999.0,21.08,1,near_floor,0.005,table,1,37.496662,126.95784,0.065,0.0,1,37.496696,126.957825,0.05,0.0,-1.61,4.06
1786958007.249,18972,1,1,1,1,1,heartbeat,0,4.31,0.02,250.17,23.67,1,near_floor,0.005,table,1,37.496662,126.95784,0.073,0.0,1,37.496696,126.957825,0.05,0.0,-1.52,4.03
1786958007.461,18974,1,1,1,1,1,heartbeat,0,4.26,0.05,94.23,24.12,1,near_floor,0.005,table,1,37.496662,126.95784,0.083,0.0,1,37.496696,126.957825,0.092,0.0,-1.45,4.01
1786958007.671,18976,1,1,1,1,1,heartbeat,0,4.22,0.06,67.29,24.53,1,near_floor,0.005,table,1,37.496662,126.95784,0.092,0.0,1,37.496696,126.957825,0.092,0.0,-1.4,3.98
1786958007.882,18978,1,1,1,1,1,heartbeat,0,4.19,0.07,57.48,24.96,1,near_floor,0.005,table,1,37.496666,126.95784,0.103,0.0,1,37.496696,126.957825,0.092,0.0,-1.37,3.95
1786958008.095,18980,1,1,1,1,1,heartbeat,0,4.14,0.08,53.57,25.43,1,near_floor,0.0036,table,1,37.496666,126.957832,0.105,0.0,1,37.496696,126.957825,0.092,0.0,-1.34,3.92
1786958008.304,18982,1,1,1,1,1,heartbeat,0,4.1,0.08,53.21,25.88,1,near_floor,0.0042,table,1,37.496666,126.957832,0.097,0.0,1,37.496696,126.957825,0.092,0.0,-1.31,3.89
1786958008.513,18983,1,1,1,1,1,heartbeat,0,4.25,0.02,191.61,33.0,1,near_floor,0.0012,table,1,37.496666,126.957832,0.097,0.0,1,37.4967,126.957825,0.087,0.0,-1.32,4.04
1786958008.716,18985,1,1,1,1,1,heartbeat,0,4.31,-0.05,9999.0,30.0,1,near_floor,0.0012,table,1,37.496666,126.957832,0.099,0.0,1,37.4967,126.957825,0.087,0.0,-1.3,4.11
1786958008.916,18987,1,1,1,1,1,heartbeat,0,4.35,-0.1,9999.0,30.0,1,near_floor,0.0011,table,1,37.49667,126.957832,0.091,0.0,1,37.4967,126.957825,0.087,0.0,-1.28,4.16
1786958009.131,18989,1,1,1,1,1,heartbeat,0,4.38,-0.14,9999.0,30.0,1,near_floor,0.0011,table,1,37.49667,126.957832,0.081,0.0,1,37.4967,126.957825,0.087,0.0,-1.27,4.19
1786958009.333,18991,1,1,1,1,1,heartbeat,0,4.34,-0.15,9999.0,30.0,1,near_floor,0.0011,table,1,37.49667,126.957832,0.083,0.0,1,37.4967,126.957832,0.08,0.0,-1.09,4.2
1786958009.539,18993,1,1,1,1,1,heartbeat,0,4.31,-0.14,9999.0,30.0,1,near_floor,0.0011,table,1,37.49667,126.957832,0.085,0.0,1,37.4967,126.957832,0.08,0.0,-0.93,4.2
1786958009.74,18995,1,1,1,1,1,heartbeat,0,4.28,-0.13,9999.0,30.0,1,near_floor,0.0011,table,1,37.49667,126.957832,0.086,0.0,1,37.4967,126.957832,0.08,0.0,-0.8,4.2
1786958009.942,18997,1,1,1,1,1,heartbeat,0,4.24,-0.12,9999.0,30.0,1,near_floor,0.0012,table,1,37.496674,126.957832,0.083,0.0,1,37.4967,126.957832,0.08,0.0,-0.7,4.18
1786958010.148,18999,1,1,1,1,1,heartbeat,0,4.2,-0.11,9999.0,30.0,1,near_floor,0.0012,table,1,37.496674,126.957832,0.084,0.0,1,37.4967,126.957832,0.08,0.0,-0.62,4.15
1786958010.35,19001,1,1,1,1,1,heartbeat,0,4.28,-0.13,9999.0,30.0,1,near_floor,0.0012,table,1,37.496674,126.957832,0.082,0.0,1,37.496704,126.957832,0.066,0.0,-0.56,4.24
1786958010.552,19003,1,1,1,1,1,heartbeat,0,4.34,-0.17,9999.0,30.0,1,near_floor,0.0011,table,1,37.496674,126.957832,0.078,0.0,1,37.496704,126.957832,0.066,0.0,-0.51,4.31
1786958010.754,19005,1,1,1,1,1,heartbeat,0,4.39,-0.21,9999.0,30.0,1,near_floor,0.0007,table,1,37.496674,126.957832,0.076,0.0,1,37.496704,126.957832,0.066,0.0,-0.47,4.36
1786958010.966,19007,1,1,1,1,1,heartbeat,0,4.42,-0.24,9999.0,30.0,1,near_floor,0.0007,table,1,37.496674,126.957832,0.071,0.0,1,37.496704,126.957832,0.066,0.0,-0.45,4.4
1786958011.174,19009,1,1,1,1,1,heartbeat,0,4.43,-0.25,9999.0,30.0,1,near_floor,0.0008,table,1,37.496674,126.957832,0.07,0.0,1,37.496704,126.957832,0.066,0.0,-0.43,4.41
1786958011.384,19011,1,1,1,1,1,heartbeat,0,4.44,-0.25,9999.0,30.0,1,near_floor,0.0008,table,1,37.496674,126.957832,0.061,0.0,1,37.496704,126.957832,0.048,0.0,-0.42,4.42
1786958011.594,19013,1,1,1,1,1,heartbeat,0,4.42,-0.23,9999.0,30.0,1,near_floor,0.0008,table,1,37.496677,126.957832,0.063,0.0,1,37.496704,126.957832,0.048,0.0,-0.42,4.4
1786958011.798,19015,1,1,1,1,1,heartbeat,0,4.4,-0.21,9999.0,30.0,1,near_floor,0.0012,table,1,37.496677,126.957832,0.061,0.0,1,37.496704,126.957832,0.048,0.0,-0.41,4.38
1786958012.0,19017,1,1,1,1,1,heartbeat,0,4.37,-0.19,9999.0,30.0,1,near_floor,0.0012,table,1,37.496677,126.957832,0.052,0.0,1,37.496704,126.957832,0.048,0.0,-0.41,4.35
1786958012.204,19019,1,1,1,1,1,heartbeat,0,4.33,-0.16,9999.0,30.0,1,near_floor,0.0012,table,1,37.496677,126.957832,0.059,0.0,1,37.496704,126.957832,0.048,0.0,-0.41,4.31
1786958012.422,19021,1,1,1,1,1,heartbeat,0,4.41,-0.18,9999.0,30.0,1,near_floor,0.0012,table,1,37.496677,126.957832,0.085,0.0,1,37.496708,126.95784,0.07,0.0,-0.21,4.41
1786958012.628,19023,1,1,1,1,1,heartbeat,0,4.48,-0.21,9999.0,30.0,1,near_floor,0.0012,table,1,37.496677,126.957832,0.106,0.0,1,37.496708,126.95784,0.07,0.0,-0.04,4.48
1786958012.836,19025,1,1,1,1,1,heartbeat,0,4.52,-0.25,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.151,0.0,1,37.496708,126.95784,0.07,0.0,0.1,4.52
1786958013.048,19027,1,1,1,1,1,heartbeat,0,4.55,-0.27,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.154,0.0,1,37.496708,126.95784,0.07,0.0,0.21,4.55
1786958013.258,19029,1,1,1,1,1,heartbeat,0,4.56,-0.28,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.158,0.0,1,37.496708,126.95784,0.07,0.0,0.3,4.55
1786958013.47,19031,1,1,1,1,1,heartbeat,0,4.56,-0.27,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.149,0.0,1,37.496708,126.95784,0.07,0.0,0.37,4.55
1786958013.688,19033,1,1,1,1,1,heartbeat,0,4.55,-0.26,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.135,0.0,1,37.496708,126.95784,0.07,0.0,0.42,4.53
1786958013.895,19035,1,1,1,1,1,heartbeat,0,4.53,-0.24,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.124,0.0,1,37.496708,126.95784,0.07,0.0,0.45,4.51
1786958014.104,19037,1,1,1,1,1,heartbeat,0,4.5,-0.21,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.111,0.0,1,37.496708,126.95784,0.07,0.0,0.47,4.48
1786958014.315,19039,1,1,1,1,1,heartbeat,0,4.47,-0.18,9999.0,30.0,1,near_floor,0.0012,table,1,37.496681,126.957832,0.105,0.0,1,37.496708,126.95784,0.07,0.0,0.48,4.44
1786958014.526,19041,1,1,1,1,1,heartbeat,0,4.42,-0.15,9999.0,30.0,1,near_floor,0.0012,table,1,37.496685,126.957832,0.095,0.0,1,37.496708,126.95784,0.169,0.0,0.48,4.4
1786958014.735,19043,1,1,1,1,1,heartbeat,0,4.38,-0.12,9999.0,30.0,1,near_floor,0.0012,table,1,37.496685,126.957832,0.092,0.0,1,37.496708,126.95784,0.169,0.0,0.47,4.35
1786958014.942,19044,1,1,1,1,1,heartbeat,0,4.33,-0.09,9999.0,30.0,1,near_floor,0.0011,table,1,37.496685,126.957832,0.089,0.0,1,37.496708,126.95784,0.169,0.0,0.44,4.31
1786958015.155,19047,1,1,1,1,1,heartbeat,0,4.28,-0.07,9999.0,30.0,1,near_floor,0.0012,table,1,37.496685,126.957832,0.083,0.0,1,37.496708,126.95784,0.169,0.0,0.46,4.25
1786958015.36,19048,1,1,1,1,1,heartbeat,0,4.24,-0.05,9999.0,30.0,1,near_floor,0.0011,table,1,37.496681,126.957832,0.081,0.0,1,37.496708,126.95784,0.169,0.0,0.43,4.22
1786958015.563,19050,1,1,1,1,1,heartbeat,0,4.21,-0.03,9999.0,30.0,1,near_floor,0.0011,table,1,37.496681,126.957832,0.081,0.0,1,37.496708,126.95784,0.169,0.0,0.43,4.19
1786958015.763,19052,1,1,1,1,1,heartbeat,0,4.17,-0.02,9999.0,30.0,1,near_floor,0.0081,table,1,37.496681,126.957832,0.08,0.0,1,37.496708,126.95784,0.169,0.0,0.42,4.15
1786958015.964,19054,1,1,1,1,1,heartbeat,0,4.14,-0.01,9999.0,22.25,1,near_floor,0.0014,table,1,37.496681,126.957832,0.079,0.0,1,37.496708,126.95784,0.169,0.0,0.42,4.12
