시각,경과초,노드,항목,값
16:06:28,0.49,지팡이,위험,0
16:06:28,0.51,지팡이,GPS유효,0
16:06:28,0.52,지팡이,위도,0.000000
16:06:28,0.53,지팡이,경도,0.000000
16:06:28,0.54,지팡이,속도,0.00
16:06:28,0.55,지팡이,방향,0.0
16:06:28,0.56,지팡이,가속도,"1.09,-1.29,9.57"
16:06:28,0.56,지팡이,송신,2412
16:06:28,0.57,지팡이,GPS위성,0
16:06:28,0.58,지팡이,GPS_HDOP,99.00
16:06:28,0.59,지팡이,원시위도,0.000000
16:06:28,0.59,지팡이,원시경도,0.000000
16:06:28,0.60,지팡이,GPS채택,0
16:06:28,0.61,지팡이,GPS이상치거부,0
16:06:28,0.61,지팡이,GPS품질거부,0
16:06:28,0.62,지팡이,GPS재기준,0
16:06:28,0.62,지팡이,RSSI원시,-68
16:06:28,0.63,지팡이,RSSI평활,-67.4
16:06:28,0.64,지팡이,RSSI샘플,4731
16:06:28,0.64,지팡이,RSSI경과ms,20
16:06:28,0.65,지팡이,차량수신,2370
16:06:29,1.46,차량,위험,0
16:06:29,1.48,차량,원시위험,0
16:06:29,1.49,차량,GPS유효,0
16:06:29,1.50,차량,위도,0.000000
16:06:29,1.51,차량,경도,0.000000
16:06:29,1.52,차량,속도,0.00
16:06:29,1.53,차량,방향,0.0
16:06:29,1.53,차량,가속도,"-0.53,1.09,9.59"
16:06:29,1.54,차량,자이로,"0.2,-0.6,-0.6"
16:06:29,1.55,차량,충격값,0.14
16:06:29,1.55,차량,송신,3757
16:06:29,1.56,차량,지팡이수신,2913
16:06:29,1.57,차량,GPS위성,0
16:06:29,1.57,차량,GPS_HDOP,99.00
16:06:29,1.58,차량,원시위도,0.000000
16:06:29,1.59,차량,원시경도,0.000000
16:06:29,1.59,차량,GPS채택,0
16:06:29,1.60,차량,GPS이상치거부,0
16:06:29,1.61,차량,GPS품질거부,0
16:06:29,1.61,차량,GPS재기준,0
16:06:29,1.62,차량,계산거리,-1.00
16:06:29,1.62,차량,접근속도,0.00
16:06:29,1.63,차량,TTC,999.00
16:06:29,1.64,차량,방향오차,0.0
16:06:29,1.64,차량,전방여부,0
16:06:29,1.65,차량,위험음성횟수,0
16:06:29,1.66,차량,충격음성횟수,0
16:06:29,1.66,차량,마지막위험음성,0
16:06:29,1.67,차량,RSSI원시,-68
16:06:29,1.68,차량,RSSI평활,-68.2
16:06:29,1.68,차량,RSSI샘플,2913
16:06:29,1.69,차량,RSSI경과ms,108
16:06:29,1.70,차량,위험송신,2913
16:06:30,2.46,차량,위험,0
16:06:30,2.47,차량,원시위험,0
16:06:30,2.49,차량,GPS유효,0
16:06:30,2.50,차량,위도,0.000000
16:06:30,2.51,차량,경도,0.000000
16:06:30,2.52,차량,속도,0.00
16:06:30,2.52,차량,방향,0.0
16:06:30,2.53,차량,가속도,"-0.38,1.13,9.63"
16:06:30,2.54,차량,자이로,"0.1,-1.0,-3.1"
16:06:30,2.55,차량,충격값,0.15
16:06:30,2.55,차량,송신,3767
16:06:30,2.56,차량,지팡이수신,2922
16:06:30,2.57,차량,GPS위성,0
16:06:30,2.57,차량,GPS_HDOP,99.00
16:06:30,2.58,차량,원시위도,0.000000
16:06:30,2.59,차량,원시경도,0.000000
16:06:30,2.59,차량,GPS채택,0
16:06:30,2.60,차량,GPS이상치거부,0
16:06:30,2.60,차량,GPS품질거부,0
16:06:30,2.61,차량,GPS재기준,0
16:06:30,2.62,차량,계산거리,-1.00
16:06:30,2.62,차량,접근속도,0.00
16:06:30,2.63,차량,TTC,999.00
16:06:30,2.64,차량,방향오차,0.0
16:06:30,2.64,차량,전방여부,0
16:06:30,2.65,차량,위험음성횟수,0
16:06:30,2.66,차량,충격음성횟수,0
16:06:30,2.66,차량,마지막위험음성,0
16:06:30,2.67,차량,RSSI원시,-66
16:06:30,2.68,차량,RSSI평활,-66.9
16:06:30,2.68,차량,RSSI샘플,2922
16:06:30,2.69,차량,RSSI경과ms,58
16:06:30,2.70,차량,위험송신,2922
16:06:30,2.70,지팡이,위험,0
16:06:30,2.71,지팡이,GPS유효,0
16:06:30,2.72,지팡이,위도,0.000000
16:06:30,2.72,지팡이,경도,0.000000
16:06:30,2.73,지팡이,속도,0.00
16:06:30,2.74,지팡이,방향,0.0
16:06:30,2.74,지팡이,가속도,"0.89,-1.32,9.64"
16:06:30,2.75,지팡이,송신,2431
16:06:30,2.75,지팡이,GPS위성,0
16:06:30,2.76,지팡이,GPS_HDOP,99.00
16:06:30,2.77,지팡이,원시위도,0.000000
16:06:30,2.77,지팡이,원시경도,0.000000
16:06:30,2.78,지팡이,GPS채택,0
16:06:30,2.79,지팡이,GPS이상치거부,0
16:06:30,2.79,지팡이,GPS품질거부,0
16:06:30,2.80,지팡이,GPS재기준,0
16:06:30,2.81,지팡이,RSSI원시,-68
16:06:30,2.81,지팡이,RSSI평활,-66.7
16:06:30,2.82,지팡이,RSSI샘플,4768
16:06:30,2.83,지팡이,RSSI경과ms,35
16:06:30,2.83,지팡이,차량수신,2389
16:06:31,3.59,지팡이,위험,0
16:06:31,3.60,지팡이,GPS유효,0
16:06:31,3.61,지팡이,위도,0.000000
16:06:31,3.62,지팡이,경도,0.000000
16:06:31,3.63,지팡이,속도,0.00
16:06:31,3.64,지팡이,방향,0.0
16:06:31,3.65,지팡이,가속도,"1.01,-1.30,9.56"
16:06:31,3.66,지팡이,송신,2441
16:06:31,3.67,지팡이,GPS위성,0
16:06:31,3.67,지팡이,GPS_HDOP,99.00
16:06:31,3.68,지팡이,원시위도,0.000000
16:06:31,3.69,지팡이,원시경도,0.000000
16:06:31,3.69,지팡이,GPS채택,0
16:06:31,3.70,지팡이,GPS이상치거부,0
16:06:31,3.71,지팡이,GPS품질거부,0
16:06:31,3.71,지팡이,GPS재기준,0
16:06:31,3.72,지팡이,RSSI원시,-65
16:06:31,3.73,지팡이,RSSI평활,-65.9
16:06:31,3.73,지팡이,RSSI샘플,4786
16:06:31,3.74,지팡이,RSSI경과ms,2
16:06:31,3.74,지팡이,차량수신,2397
16:06:33,5.40,차량,위험,0
16:06:33,5.42,차량,원시위험,0
16:06:33,5.43,차량,GPS유효,0
16:06:33,5.44,차량,위도,0.000000
16:06:33,5.45,차량,경도,0.000000
16:06:33,5.46,차량,속도,0.00
16:06:33,5.47,차량,방향,0.0
16:06:33,5.48,차량,가속도,"-0.47,1.24,9.57"
16:06:33,5.48,차량,자이로,"1.3,2.0,0.7"
16:06:33,5.49,차량,충격값,0.06
16:06:33,5.50,차량,송신,3795
16:06:33,5.51,차량,지팡이수신,2951
16:06:33,5.51,차량,GPS위성,0
16:06:33,5.52,차량,GPS_HDOP,99.00
16:06:33,5.52,차량,원시위도,0.000000
16:06:33,5.53,차량,원시경도,0.000000
16:06:33,5.54,차량,GPS채택,0
16:06:33,5.54,차량,GPS이상치거부,0
16:06:33,5.55,차량,GPS품질거부,0
16:06:33,5.56,차량,GPS재기준,0
16:06:33,5.56,차량,계산거리,-1.00
16:06:33,5.57,차량,접근속도,0.00
16:06:33,5.58,차량,TTC,999.00
16:06:33,5.58,차량,방향오차,0.0
16:06:33,5.59,차량,전방여부,0
16:06:33,5.60,차량,위험음성횟수,0
16:06:33,5.60,차량,충격음성횟수,0
16:06:33,5.61,차량,마지막위험음성,0
