시각,경과초,시각ms,IMU시각ms,부팅횟수,리셋원인,GPS복구횟수,마지막GPS복구ms,위험,차량위험,차량위험경과ms,RSU위험,RSU위험경과ms,GPS유효,위도,경도,속도,방향,GPS원시속도,GPS원시방향유효,GPS원시방향,가속도,자이로,자력계,IMU방향유효,IMU방향,방향가속도크기,방향자이로크기,방향자세cos,자기모델잔차,자기모델반경,방향채택,방향거부,송신,GPS위성,GPS_HDOP,원시위도,원시경도,GPS채택,GPS이상치거부,GPS품질거부,GPS재기준,RSSI원시,RSSI평활,RSSI샘플,RSSI경과ms,차량수신
17:36:22,0.159,132899,132887,38,POWER_ON,0,0,0,0,-1,0,75,1,37.496342,126.957848,0.168,287.6,0.195,1,26.3,"7.240,6.407,-0.785","-4.817,34.534,27.473","-62.250,71.850,-55.200",1,287.6,9.70,44.39,0.7190,2.79,1.104,12,15614,1203,7,2.15,37.496342,126.957850,278,17,113,1,-81,-80.9,1084,71,1084
17:36:22,0.362,133005,132993,38,POWER_ON,0,0,0,0,-1,0,181,1,37.496342,126.957848,0.168,287.6,0.195,1,26.3,"6.814,5.684,-0.081","-35.947,0.603,14.382","-65.550,72.600,-52.650",1,287.6,8.87,38.72,0.7669,2.79,1.104,12,15627,1204,7,2.15,37.496342,126.957850,278,17,113,1,-79,-80.5,1085,81,1085
17:36:22,0.442,133110,133098,38,POWER_ON,0,0,0,0,-1,0,85,1,37.496342,126.957848,0.194,287.6,0.242,1,26.3,"6.838,4.061,1.853","-94.366,-52.611,10.206","-66.150,72.450,-51.300",1,287.6,8.17,108.52,0.7669,2.79,1.104,12,15640,1205,7,2.15,37.496341,126.957850,279,17,113,1,-76,-79.6,1086,82,1086
17:36:23,0.580,133215,133203,38,POWER_ON,0,0,0,0,-1,0,190,1,37.496342,126.957848,0.194,0.0,0.242,1,26.3,"8.753,5.641,-0.034","-38.725,-23.443,-8.542","-62.250,77.550,-51.450",0,287.6,10.41,46.07,0.7669,2.79,1.104,12,15653,1206,7,2.15,37.496341,126.957850,279,17,113,1,-73,-78.3,1087,87,1087
17:36:23,0.667,133320,133308,38,POWER_ON,0,0,0,0,-1,0,67,1,37.496342,126.957848,0.204,0.0,0.221,1,26.3,"8.384,5.382,0.393","33.603,24.748,-19.786","-62.400,77.700,-51.300",0,287.6,9.97,46.19,0.7947,2.79,1.104,12,15666,1207,7,2.15,37.496341,126.957848,280,17,113,1,-75,-77.6,1088,92,1088
17:36:23,0.797,133426,133414,38,POWER_ON,0,0,0,0,-1,0,173,1,37.496342,126.957848,0.204,0.0,0.221,1,26.3,"8.758,4.391,0.297","-15.832,-3.618,-2.000","-61.950,79.650,-48.750",0,287.6,9.80,16.36,0.7671,2.79,1.104,12,15679,1208,7,2.15,37.496341,126.957848,280,17,113,1,-76,-77.3,1089,97,1089
17:36:23,0.883,133532,133520,38,POWER_ON,0,0,0,0,-1,0,65,1,37.496342,126.957848,0.228,0.0,0.273,1,26.3,"6.819,4.123,2.097","-34.344,-11.282,-12.847","-63.300,80.250,-49.950",0,287.6,8.24,38.36,0.8976,2.79,1.104,12,15692,1209,7,2.15,37.496341,126.957849,281,17,113,1,-77,-77.2,1090,94,1090
17:36:23,1.065,133638,133626,38,POWER_ON,0,0,0,0,-1,0,171,1,37.496342,126.957848,0.228,0.0,0.273,1,26.3,"6.986,4.937,6.244","14.076,17.656,-14.626","-63.000,81.450,-48.600",0,287.6,10.59,26.90,0.9951,12.52,1.497,12,15705,1210,7,2.15,37.496341,126.957849,281,17,113,1,-77,-77.2,1090,200,1090
17:36:23,1.211,133850,133838,38,POWER_ON,0,0,0,0,-1,0,173,1,37.496342,126.957848,0.206,0.0,0.165,1,26.3,"7.508,8.121,1.475","31.275,25.832,-9.145","-63.450,79.350,-48.300",0,287.6,11.16,41.58,0.8457,12.52,1.497,12,15731,1212,7,2.15,37.496341,126.957847,282,17,113,1,-72,-76.2,1091,3,1091
17:36:23,1.300,133955,133943,38,POWER_ON,0,0,0,0,-1,0,65,1,37.496342,126.957848,0.173,0.0,0.113,1,26.3,"6.455,6.182,1.322","6.405,26.817,-7.954","-65.250,78.000,-49.350",0,287.6,9.03,28.70,0.8566,12.52,1.497,12,15744,1213,7,2.15,37.496341,126.957845,283,17,113,1,-72,-75.4,1092,5,1092
17:36:23,1.371,134060,134048,38,POWER_ON,0,0,0,0,-1,0,170,1,37.496342,126.957848,0.173,0.0,0.113,1,26.3,"5.143,6.263,2.418","24.756,35.198,3.282","-63.300,76.800,-48.600",0,287.6,8.46,43.16,0.9120,12.52,1.497,12,15757,1214,7,2.15,37.496341,126.957845,283,17,113,1,-72,-74.7,1093,5,1093
17:36:24,1.641,134166,134154,38,POWER_ON,0,0,0,0,-1,0,67,1,37.496342,126.957848,0.143,0.0,0.087,1,26.3,"5.473,6.254,2.543","-4.260,-7.618,3.382","-64.650,75.900,-48.000",0,287.6,8.69,9.36,0.9181,12.52,1.497,12,15770,1215,7,2.15,37.496339,126.957844,284,17,113,1,-72,-74.7,1093,111,1093
17:36:24,1.752,134376,134364,38,POWER_ON,0,0,0,0,-1,0,70,1,37.496338,126.957848,0.127,0.0,0.098,1,26.3,"5.957,4.578,1.346","-0.779,3.672,5.962","-63.150,78.150,-48.750",0,287.6,7.63,7.04,0.8712,12.52,1.497,12,15796,1217,7,2.15,37.496339,126.957843,285,17,113,1,-73,-73.9,1095,17,1095
17:36:24,1.821,134481,134469,38,POWER_ON,0,0,0,0,-1,0,175,1,37.496338,126.957848,0.127,0.0,0.098,1,26.3,"7.508,5.296,2.911","-12.458,9.008,6.412","-66.000,77.250,-48.600",0,287.6,9.64,16.66,0.9245,12.52,1.497,12,15809,1218,7,2.15,37.496339,126.957843,285,17,113,1,-75,-74.1,1096,20,1096
17:36:24,1.880,134587,134575,38,POWER_ON,0,0,0,0,-1,0,74,1,37.496338,126.957840,0.137,0.0,0.154,1,26.3,"7.307,5.780,2.174","7.145,22.840,6.481","-65.250,79.500,-47.400",0,287.6,9.57,24.79,0.8960,12.52,1.497,12,15822,1219,7,2.15,37.496339,126.957842,286,17,113,1,-73,-73.9,1097,25,1097
17:36:24,1.951,134692,134680,38,POWER_ON,0,0,0,0,-1,0,179,1,37.496338,126.957840,0.137,0.0,0.154,1,26.3,"7.211,5.665,2.413","45.466,50.038,11.084","-66.450,76.950,-45.150",0,287.6,9.48,68.51,0.9205,12.52,1.497,12,15835,1220,7,2.15,37.496339,126.957842,286,17,113,1,-72,-73.5,1098,29,1098
17:36:24,2.195,134798,134786,38,POWER_ON,0,0,0,0,-1,0,104,1,37.496338,126.957840,0.120,0.0,0.087,1,26.3,"7.331,5.444,2.854","59.954,63.099,8.748","-70.650,75.000,-43.650",0,287.6,9.57,87.48,0.9205,12.52,1.497,12,15848,1221,7,2.55,37.496339,126.957841,287,17,113,1,-73,-73.4,1099,34,1099
17:36:24,2.342,135008,134996,38,POWER_ON,0,0,0,0,-1,0,314,1,37.496338,126.957840,0.099,0.0,0.062,1,26.3,"6.091,7.417,2.073","207.359,169.679,8.206","-74.250,67.950,-36.450",0,287.6,9.82,268.06,0.9205,12.52,1.497,12,15874,1223,7,2.55,37.496339,126.957839,288,17,113,1,-75,-73.7,1100,142,1100
17:36:24,2.409,135113,135101,38,POWER_ON,0,0,0,0,-1,0,9,1,37.496338,126.957840,0.090,0.0,0.072,1,26.3,"3.989,9.002,-0.306","250.130,206.534,13.634","-75.300,64.050,-27.000",0,287.6,9.85,324.66,0.9205,12.52,1.497,12,15887,1224,7,2.55,37.496338,126.957837,289,17,113,1,-83,-75.6,1101,41,1101
17:36:25,2.489,135218,135206,38,POWER_ON,0,0,0,0,-1,0,114,1,37.496338,126.957840,0.090,0.0,0.072,1,26.3,"5.186,8.274,-0.642","160.672,137.313,-2.534","-72.900,67.350,-18.000",0,287.6,9.79,211.37,0.9205,12.52,1.497,12,15900,1225,7,2.55,37.496338,126.957837,289,17,113,1,-78,-76.1,1102,44,1102
17:36:25,2.875,135323,135311,38,POWER_ON,0,0,0,0,-1,0,15,1,37.496338,126.957840,0.102,0.0,0.123,1,26.3,"5.210,8.112,-0.431","-17.901,-0.122,-17.290","-72.450,69.750,-12.900",0,287.6,9.65,24.89,0.7134,12.52,1.497,12,15913,1226,7,2.55,37.496340,126.957836,290,17,113,1,-78,-76.1,1102,149,1102
17:36:25,3.062,135640,135628,38,POWER_ON,0,0,0,0,-1,0,130,1,37.496342,126.957840,0.143,0.0,0.221,1,26.3,"5.176,9.524,4.290","-116.939,-69.611,-15.718","-74.550,66.750,-14.550",0,287.6,11.66,136.99,0.7134,12.52,1.497,12,15952,1229,7,2.55,37.496343,126.957837,291,17,113,1,-81,-77.5,1104,163,1104
